row,devicename,concept_id,concept_name
2740,LINEAR CUTTER CARTRIDGE   TCR55,45765046,"Open-surgery manual linear stapler, single-use"
2741,LINEAR CUTTER CARTRIDGE   TCR75,45765046,"Open-surgery manual linear stapler, single-use"
2742,LINEAR CUTTER CARTRIDGE GOLD TRD75,45765046,"Open-surgery manual linear stapler, single-use"
2743,LINEAR CUTTER HEAVY   TCT75,45765046,"Open-surgery manual linear stapler, single-use"
2744,LINEAR CUTTER HEAVY CARTRIDGE   TRT55,45765046,"Open-surgery manual linear stapler, single-use"
2745,LINEAR CUTTER HEAVY TCT55,45765046,"Open-surgery manual linear stapler, single-use"
2746,LINEAR CUTTER TLC55,45765046,"Open-surgery manual linear stapler, single-use"
2747,LINEAR STAPLER CARTILAGE TR60,45765046,"Open-surgery manual linear stapler, single-use"
2748,LINEAR STAPLER CARTILAGE TR90,45765046,"Open-surgery manual linear stapler, single-use"
2749,LINEAR STAPLER CARTILAGE XR60B,45765046,"Open-surgery manual linear stapler, single-use"
2750,LINEAR STAPLER CARTILGAE XR30B,45765046,"Open-surgery manual linear stapler, single-use"
2751,LINEAR STAPLER HEAVY CARTILAGE   XR30G,45765046,"Open-surgery manual linear stapler, single-use"
2752,LINEAR STAPLER HEAVY CARTILAGE TRH30,45765046,"Open-surgery manual linear stapler, single-use"
2753,LINEAR STAPLER HEAVY CARTILAGE XR60G,45765046,"Open-surgery manual linear stapler, single-use"
2754,LINEAR STAPLER HEAVY TX30G ,45765046,"Open-surgery manual linear stapler, single-use"
2755,LINEAR STAPLER HEAVY TX60G  ,45765046,"Open-surgery manual linear stapler, single-use"
2756,LINEAR STAPLER RELOAD CARTILAGE XR30V,45765046,"Open-surgery manual linear stapler, single-use"
2757,LINEAR STAPLER TL90,45765046,"Open-surgery manual linear stapler, single-use"
2758,LINEAR STAPLER TX30B,45765046,"Open-surgery manual linear stapler, single-use"
2759,LINEAR STAPLER TX60B,45765046,"Open-surgery manual linear stapler, single-use"
2760,LINEAR STAPLER VASCULA TLV30,45765046,"Open-surgery manual linear stapler, single-use"
2761,LITHOTRIPSY BASKET ,4290438,Stone retrieval basket
2762,LITHOTRIPSY BASKET 03-11-34-04(TWI/4B-2.3-40),4290438,Stone retrieval basket
2763,LITHOTRIPSY BASKET 03-11-36-04(TWI/4B-2.3-60),4290438,Stone retrieval basket
2764,LIVEWIRE T.C ABLATION CATHETER,45771459,"Cardiac mapping/radio-frequency ablation catheter, single-use"
2765,LMA SUPREME #3,4106029,Laryngeal mask
2766,LMA SUPREME #4,4106029,Laryngeal mask
2767,LOCK BIPOLAR HEAD CUP,45763037,Femoral head bipolar component
2768,LOCKING CANNULATED SCREW ,4105219,Locking screw
2769,LOCKING HEAD SCREW,4105219,Locking screw
2770,Locking Head Screw 3.5mm,4105219,Locking screw
2771,LOCKING HEAD SCREW 3.5MM 미만,4105219,Locking screw
2772,Locking head SCREW 5mm,4105219,Locking screw
2773,LOCKING HEAD SCREW(TIT) 2.0MM,4105219,Locking screw
2774,LOCKING HEAD SCREW(TIT) 2.4MM,4105219,Locking screw
2775,LOCKING HEAD SCREW(TIT) 2.7MM,4105219,Locking screw
2776,LOCKING HEAD SCREW(TIT) 3.5MM,4105219,Locking screw
2777,LOCKING HEAD SCREW(TIT) 5MM,4105219,Locking screw
2778,LOCKING ROUND HOLE RECON PLATE,4098108,Bone plate
2779,Locking Round Hole Recon Plate all size,4098108,Bone plate
2780,LOCKING SCREW 3.5MM,4105219,Locking screw
2781,LOCKING SCREW 3.5MM(준영),4105219,Locking screw
2782,LONG SHEATH 7F-23CM,45761573,Catheter introducer
2783,LOSPA FEMORAL COMPONENT,45768076,Knee femur prosthesis
2784,LOSPA PATELLAR COMPONENT,45768072,Patella prosthesis
2785,LOSPA TIBIAL BASEPLATE,45768074,Knee tibia prosthesis
2786,LOSPA TIBIAL INSERT,45768074,Knee tibia prosthesis
2787,LOTUS HANDPIECE 34CM CV3-400D,45760976,Ultrasonic surgical system
2788,LOTUS(CV3-400D),45760976,Ultrasonic surgical system
2789,LOTUS(CV3-400D),45763231,Laparoscopic electrosurgical scissors
2790,LOW PROFILE CROSSLINK SET(석영),45768051,Spinal fixation plate
2791,Lowprofile Bone Screw 1.7*5mm 52-17205,45773261,"Craniofacial bone screw, non-bioabsorbable"
2792,Lowprofile Bone Screw 1.7*6mm 52-17206,45773261,"Craniofacial bone screw, non-bioabsorbable"
2793,Lowprofile Bone Screw 1.7*8mm 52-17208,45773261,"Craniofacial bone screw, non-bioabsorbable"
2794,LUMBAR DRAINAGE ACCESSARY KIT NL850-8330,45761420,"Cerebrospinal fluid drainage kit, lumbar"
2795,LUMBAR DRAINAGE KIT,45761420,"Cerebrospinal fluid drainage kit, lumbar"
2796,LUNDERQUIST WIRE GUIDES,4159813,Guide wire
2797,LUNDERQUIST WIRE GUIDES 201CM이상 전규격,4159813,Guide wire
2798,Lyoplant 6*14,4104097,Dural substitute
2799,LYOPLANT 6CM X 14CM,4104097,Dural substitute
2800,LYOPLANT DURA PATCH 6*14CM,4104097,Dural substitute
2801,MAC STENT(CORONARY STENT-PREMOUNTED형),45767945,Coronary artery stent
2802,MACROSORB (ORBITAL FLOOR LINER),45764347,"Craniofacial fixation plate, bioabsorbable"
2803,MACROSORB MESH(안과용) 30*36*0.5MM,45764347,"Craniofacial fixation plate, bioabsorbable"
2804,MACROSORB SHEET MESH 30*36*0.5MM,45764347,"Craniofacial fixation plate, bioabsorbable"
2805,MACROSORB SHEET MESH 50*50*0.5MM,45764347,"Craniofacial fixation plate, bioabsorbable"
2806,MAHURKAR 2-LUMEN CATH SET 11.5F/19.5CM,42872871,Hemodialysis catheter
2807,MAHURKAR 2-LUMEN CATH SET 11F/160MM,42872871,Hemodialysis catheter
2808,MAHURKAR CATHETER SET   13.5CM CVD,42872871,Hemodialysis catheter
2809,MAHURKAR CATHETER SET   16CM CVD,42872871,Hemodialysis catheter
2810,MAHURKAR DOUBLE LUMAN CATHETER,42872871,Hemodialysis catheter
2811,MANAN ONCOLOGY NEEDLE,45761512,"Bone marrow biopsy needle, single-use"
2812,MANOMETRIC PH PROBE(SINGLE-USE),45758856,Esophageal water-perfused manometric catheter
2813,MARFLOW TEFLON GUIDE WIRE,4159813,Guide wire
2814,MARTIN SCREW 11/2.0   25-095-11 ,45773261,"Craniofacial bone screw, non-bioabsorbable"
2815,MARTIN SCREW 13/2.0   25-095-13 ,45773261,"Craniofacial bone screw, non-bioabsorbable"
2816,MARTIN SCREW 15/2.0   25-095-15 ,45773261,"Craniofacial bone screw, non-bioabsorbable"
2817,MARTIN SCREW 17/2.0   25-095-17,45773261,"Craniofacial bone screw, non-bioabsorbable"
2818,MARTIN SCREW 19/2.0   25-095-19,45773261,"Craniofacial bone screw, non-bioabsorbable"
2819,MARTIN SCREW 5/2.0   25-095-05 ,45773261,"Craniofacial bone screw, non-bioabsorbable"
2820,MARTIN SCREW 7/2.0   25-095-07 ,45773261,"Craniofacial bone screw, non-bioabsorbable"
2821,MARTIN SCREW 7/2.25   25-085-07  ,45773261,"Craniofacial bone screw, non-bioabsorbable"
2822,MARTIN SCREW 9/2.0   25-095-09  ,45773261,"Craniofacial bone screw, non-bioabsorbable"
2823,MASTERS PARKWAY HF & SOFT,45762739,Intravascular microflow catheter
2824,MAVERICK PTCA DILATATION CATH,45768093,Coronary angioplasty balloon catheter
2825,MAVERICK PTCA DILATATION CATHETER,45768093,Coronary angioplasty balloon catheter
2826,MAXI SCREW 2.4*10MM 24-MX-010,45773261,"Craniofacial bone screw, non-bioabsorbable"
2827,MAXI SCREW 2.4*12MM 24-MX-012,45773261,"Craniofacial bone screw, non-bioabsorbable"
2828,MAXI SCREW 2.4*14MM 24-MX-014,45773261,"Craniofacial bone screw, non-bioabsorbable"
2829,MAXI SCREW 2.4*16MM 24-MX-016,45773261,"Craniofacial bone screw, non-bioabsorbable"
2830,MAXI SCREW 2.4*18MM 24-MX-018,45773261,"Craniofacial bone screw, non-bioabsorbable"
2831,MAXI SCREW 2.4*4MM 24-MX-004,45773261,"Craniofacial bone screw, non-bioabsorbable"
2832,"Maxi Screw 2.4*6-20mm,2.7*6,8,12mm",45773261,"Craniofacial bone screw, non-bioabsorbable"
2833,MAXI SCREW 2.4*6MM 24-MX-006,45773261,"Craniofacial bone screw, non-bioabsorbable"
2834,MAXI SCREW 2.4*8MM 24-MX-008,45773261,"Craniofacial bone screw, non-bioabsorbable"
2835,MAXI SCREW 2.7*6MM 27-MX-006,45773261,"Craniofacial bone screw, non-bioabsorbable"
2836,MAXON 1/0 6267-61,45759086,Polyglyconate suture
2837,MAXON 1/0 6285-61,45759086,Polyglyconate suture
2838,Maxon 4/0 621731,45759086,Polyglyconate suture
2839,MAXON 4-0   6207-31,45759086,Polyglyconate suture
2840,MAXON 4-0   6552-31,45759086,Polyglyconate suture
2841,MAXON 5/0  6552-21,45759086,Polyglyconate suture
2842,Maxon 5/0 620721,45759086,Polyglyconate suture
2843,MAXON 5/0 6213-21,45759086,Polyglyconate suture
2844,MAXON 5-0   6207-21,45759086,Polyglyconate suture
2845,MAXON 5-0   6532-21,45759086,Polyglyconate suture
2846,MAXON 6-0   6213-11,45759086,Polyglyconate suture
2847,MAXON 6-0   6532-11,45759086,Polyglyconate suture
2848,MAXON 6267-61 1/0,45759086,Polyglyconate suture
2849,MCNAMARA INTRODUCER SET,45761573,Catheter introducer
2850,MEDICAL Multy Socks 35~45mmhg,4082895,Support stockings - garment
2851,MEDICAL Multy Socks 45~55mmhg,4082895,Support stockings - garment
2852,MEDICAL SOCKS 15~20mmhg,4082895,Support stockings - garment
2853,MEDICAL SOCKS 20~30mmhg,4082895,Support stockings - garment
2854,MEDIFOAM 2(10CM * 10CM),4224204,Polyurethane foam dressing
2855,MEDIFOAM 2(5CM * 10CM),4224204,Polyurethane foam dressing
2856,MEDIFOAM 2(5CM * 20CM),4224204,Polyurethane foam dressing
2857,MEDIFOAM 5(10CM * 10CM),4224204,Polyurethane foam dressing
2858,MEDIFOAM 5(10CM * 20CM),4224204,Polyurethane foam dressing
2859,MEDIFOAM 5(20CM * 20CM),4224204,Polyurethane foam dressing
2860,MEDIFOAM 5(35CM * 50CM),4224204,Polyurethane foam dressing
2861,MEDIFOAM AD 10*10CM,4224204,Polyurethane foam dressing
2862,MEDIFOAM AD 10*20CM,4224205,Polyurethane foam sterile film dressing
2863,MEDIFOAM AD 20*20CM,4224205,Polyurethane foam sterile film dressing
2864,MEDIFOAM AD 5*10CM,4224205,Polyurethane foam sterile film dressing
2865,MEDIFOAM AD 5*5CM,4224205,Polyurethane foam sterile film dressing
2866,MEDIFOAM B(T-TYPE) 5*5CM,4224204,Polyurethane foam dressing
2867,MEDIFOAM SILVER 10*10CM,4246818,Silver dressing
2868,MEDIFOAM SILVER 10*20CM,4246818,Silver dressing
2869,MEDIFOAM SILVER 20*20CM,4246818,Silver dressing
2870,mediform AD 5x10,4224204,Polyurethane foam dressing
2871,Mediform2 10*10,4224204,Polyurethane foam dressing
2872,Mediform2 5*20cm,4224204,Polyurethane foam dressing
2873,Mediform5 10*10cm,4224204,Polyurethane foam dressing
2874,Mediform5 10*20cm,4224204,Polyurethane foam dressing
2875,Mediform5 20*20,4224204,Polyurethane foam dressing
2876,Mediform5 35*50cm,4224204,Polyurethane foam dressing
2877,MEDPOR BARRIER CHANNEL SHEET,45761346,Cranioplasty sheet
2878,MEDPOR BARRIER SHEET,45761346,Cranioplasty sheet
2879,MEDPOR CVA IMPLANT,45761346,Cranioplasty sheet
2880,MEDPOR ENOPHTHALMOS WEDGE,45761346,Cranioplasty sheet
2881,MEDPOR ORBITAL RIMS,45761346,Cranioplasty sheet
2882,MEDPOR TRANSSPHENOIDAL SELLA 82007,45761346,Cranioplasty sheet
2883,MEDPORE ORBITAL PRODUCTS,45761346,Cranioplasty sheet
2884,MEDPORE ORBITAL PRODUCTS #9541,45761346,Cranioplasty sheet
2885,MEDPORE ORBITAL PRODUCTS #9542,45761346,Cranioplasty sheet
2886,MEDPORE SELLAR IMPLANT,45761346,Cranioplasty sheet
2887,Medress 9*10cm,4229930,Wound management dressing
2888,Medress 9*15cm,4229930,Wound management dressing
2889,MEDTRONIC P/S MEDICAL STRATA VALVES- NSC SMALL(423,45767331,Cerebrospinal fluid shunt valve programmer
2890,MEDTRONIC P/S MEDICAL STRATA VALVES- REGULAR(42865,45767331,Cerebrospinal fluid shunt valve programmer
2891,MEDTRONIC P/S MEDICAL STRATA VALVES- SMALL(42856),45767331,Cerebrospinal fluid shunt valve programmer
2892,MEDTRONIC P/S MEDICAL STRATA VALVES-NSC REGULAR(42,45767331,Cerebrospinal fluid shunt valve programmer
2893,"MEGA ACER KIT 성인 48""",45767465,"Respiratory gas heating wire, adult"
2894,"MEGA ACER KIT 성인 72""",45767465,"Respiratory gas heating wire, adult"
2895,"MEGA ACER KIT 소아 48""",45767465,"Respiratory gas heating wire, adult"
2896,MEGA SPINE SCREW SET(비제이),45761303,Bone-screw internal spinal fixation system
2897,MEISTER,4159813,Guide wire
2898,MEMBRANE OXYGENATOR,4105211,Membrane oxygenator
2899,Memory Basket all size,4290438,Stone retrieval basket
2900,MEMORY STONE BASKET 5FR(COOK),4290438,Stone retrieval basket
2901,"Meniscus ,무릎재건관절경-L",45767958,Arthroscopic surgical procedure kit
2902,Meniscus관절경-S,45767958,Arthroscopic surgical procedure kit
2903,MEPILEX 10*10CM,4236605,Silicone foam sheet dressing
2904,MEPILEX 10*20CM,4294277,Soft silicone wound contact dressing with polyurethane foam film backing sterile 10cm x 20cm
2905,MEPILEX 15*15CM,4297038,Soft silicone wound contact dressing with polyurethane foam film backing sterile 15cm x 15cm
2906,MEPILEX 20*20CM,4236605,Silicone foam sheet dressing
2907,MEPILEX BORDER 10*10CM,4236605,Silicone foam sheet dressing
2908,MEPILEX BORDER 10*20CM,4236605,Silicone foam sheet dressing
2909,MEPILEX BORDER 10*30CM,4236605,Silicone foam sheet dressing
2910,MEPILEX BORDER 10CM×30CM (5CM×25CM),4236605,Silicone foam sheet dressing
2911,MEPILEX BORDER 15*15CM,4236605,Silicone foam sheet dressing
2912,MEPILEX BORDER 15*20CM,4236605,Silicone foam sheet dressing
2913,MEPILEX BORDER 7.5*7.5CM,4236605,Silicone foam sheet dressing
2914,MEPILEX BORDER LITE 4*5CM,4236605,Silicone foam sheet dressing
2915,MEPILEX LITE 10*10CM,4270180,Soft silicone wound contact dressing with polyurethane foam film backing sterile 10cm x 10cm
2916,MEPILEX LITE 15*15CM,4297038,Soft silicone wound contact dressing with polyurethane foam film backing sterile 15cm x 15cm
2917,MEPILEX LITE 20*50CM,4236605,Silicone foam sheet dressing
2918,MEPILEX LITE 6*8.5CM,4236605,Silicone foam sheet dressing
2919,MEROCEL   400402,4041621,Packing material
2920,MEROCEL   400406,4041621,Packing material
2921,Mersilk 1 W205,4048532,Silk suture
2922,MERSILK 1 W215,4048532,Silk suture
2923,Mersilk 2/0 W213,4048532,Silk suture
2924,Mersilk 2/0 W327,4048532,Silk suture
2925,Mersilk 3/0 W202,4048532,Silk suture
2926,Mersilk 3/0 W546,4048532,Silk suture
2927,Mersilk 3/0 W587,4048532,Silk suture
2928,Mersilk 4/0 W211,4048532,Silk suture
2929,Mersilk 4/0 W501,4048532,Silk suture
2930,Mersilk 4/0 W586,4048532,Silk suture
2931,Mersilk 4/0 W811,4048532,Silk suture
2932,Mersilk 5/0 W500,4048532,Silk suture
2933,Mersilk 5/0 W528,4048532,Silk suture
2934,Mersilk 5/0 W580,4048532,Silk suture
2935,Mersilk 5/0 W595,4048532,Silk suture
2936,Mersilk 6/0 W529,4048532,Silk suture
2937,Mersilk 6/0 W593,4048532,Silk suture
2938,Mersilk 6/0 W812,4048532,Silk suture
2939,MERSILK W338H,4048532,Silk suture
2940,MESHGRAFT DERMACARRIES 1.5:1,45768044,Surgical mesh
2941,Metro Guide Wire MET-35-480,4159813,Guide wire
2942,MIC-KEY Gastrostomy Feeding Tube,45763425,Gastrostomy tube
2943,MIC-KEY GASTROSTOMY TUBE 14FR/1.5CM,45763425,Gastrostomy tube
2944,MIC-KEY GASTROSTOMY TUBE 14FR/2.0CM,45763425,Gastrostomy tube
2945,MIC-KEY GASTROSTOMY TUBE 16FR,45763425,Gastrostomy tube
2946,micrd screw 2mm(204-1202),45773261,"Craniofacial bone screw, non-bioabsorbable"
2947,micrd screw 8mm(204-1208),45773261,"Craniofacial bone screw, non-bioabsorbable"
2948,MICRO BONE PLATE ORBITAL 8HOLE,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2949,"MICRO BONE PLATE ST 4,6HOLE",45764348,"Craniofacial fixation plate, non-bioabsorbable"
2950,MICRO BONE PLATE-50*80MM,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2951,"Micro Bone SCREW 1.2*2-6,1.4*3,5",45773261,"Craniofacial bone screw, non-bioabsorbable"
2952,Micro Bone Screw 1.2*4mm 59-12104,45773261,"Craniofacial bone screw, non-bioabsorbable"
2953,Micro Bone Screw 1.2*5mm 59-12105,45773261,"Craniofacial bone screw, non-bioabsorbable"
2954,Micro Bone SCrew 1.2*6mm 59-12106,45773261,"Craniofacial bone screw, non-bioabsorbable"
2955,MICRO CTR-DRV SCREW 3.5MM   01-7203,45773261,"Craniofacial bone screw, non-bioabsorbable"
2956,MICRO CTR-DRV SCREW 4.5MM   01-7204,45773261,"Craniofacial bone screw, non-bioabsorbable"
2957,MICRO CTR-DRV SCREW 5.0MM   01-7205,45773261,"Craniofacial bone screw, non-bioabsorbable"
2958,MICRO CTR-DRV SCREW EMERGENCY 5.0MM   01-7225,45773261,"Craniofacial bone screw, non-bioabsorbable"
2959,MICRO EM SCREW 5MM 01-7415,45773261,"Craniofacial bone screw, non-bioabsorbable"
2960,MICRO FERRET GUIDE WIRE TPMG-16C-135-TC35-FLX12,45762739,Intravascular microflow catheter
2961,MICRO FERRET INFUSION 3F-150,45758250,"Infusion/injection port/catheter, implantable"
2962,MICRO MESH PALTE,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2963,MICRO NESTER EMBOLIZATION COIL,4008016,Embolization coil
2964,MICRO ORBITAL PLATE 10H   01-7130                       ,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2965,MICRO ORBITAL PLATE 8H   01-7128                       ,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2966,MICRO PLATE 12H-18H,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2967,MICRO PLATE 4H 01-7504,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2968,MICRO PLATE 6H 01-7506,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2969,MICRO PLATE CURVED,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2970,MICRO PLATE CURVED 12H 12-CD-012,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2971,MICRO PLATE CURVED 6H 12-CD-006,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2972,MICRO PLATE CURVED 8H 12-CD-008,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2973,"Micro Plate Neuro Straight Plate 2,4,6H",45764348,"Craniofacial fixation plate, non-bioabsorbable"
2974,MICRO PLATE ORB-8H 01-7568,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2975,MICRO PLATE S 18 HOLE,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2976,MICRO PLATE STRAIGHT 12H-18H,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2977,MICRO PLATE STRAIGHT 18H 12-ST-018,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2978,MICRO PLATE STRAIGHT 18H(212-0034),45764348,"Craniofacial fixation plate, non-bioabsorbable"
2979,MICRO PLATE STRAIGHT 4H 12-ST-004,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2980,MICRO PLATE STRAIGHT 5H 12-ST-005,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2981,MICRO PLATE STRAIGHT 6H 12-ST-006,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2982,MICRO PLATE STRAIGHT 6H 이하,45764348,"Craniofacial fixation plate, non-bioabsorbable"
2983,MICRO PLATE STRAIGHT 8H(212-0028),45764348,"Craniofacial fixation plate, non-bioabsorbable"
2984,MICRO PLEX COIL SYSTEM,45767450,Neurovascular embolization coil
2985,MICRO SCREW,45773261,"Craniofacial bone screw, non-bioabsorbable"
2986,MICRO SCREW 1.2*10MM 12-MC-010,45773261,"Craniofacial bone screw, non-bioabsorbable"
2987,MICRO SCREW 1.2*12MM 12-MC-012,45773261,"Craniofacial bone screw, non-bioabsorbable"
2988,"Micro Screw 1.2*2-12mm,1.5*3,6mm",45773261,"Craniofacial bone screw, non-bioabsorbable"
2989,MICRO SCREW 1.2*2MM 12-MC-002,45773261,"Craniofacial bone screw, non-bioabsorbable"
2990,MICRO SCREW 1.2*2MM(204-1202),45773261,"Craniofacial bone screw, non-bioabsorbable"
2991,MICRO SCREW 1.2*3MM 12-MC-003,45773261,"Craniofacial bone screw, non-bioabsorbable"
2992,MICRO SCREW 1.2*3MM(204-1203),45773261,"Craniofacial bone screw, non-bioabsorbable"
2993,MICRO SCREW 1.2*4MM 12-MC-004,45773261,"Craniofacial bone screw, non-bioabsorbable"
2994,MICRO SCREW 1.2*4MM(204-1204),45773261,"Craniofacial bone screw, non-bioabsorbable"
2995,MICRO SCREW 1.2*6MM 12-MC-006,45773261,"Craniofacial bone screw, non-bioabsorbable"
2996,MICRO SCREW 1.2*6MM(204-1206),45773261,"Craniofacial bone screw, non-bioabsorbable"
2997,MICRO SCREW 1.2*8MM 12-MC-008,45773261,"Craniofacial bone screw, non-bioabsorbable"
2998,MICRO SCREW 1.2*8MM9(204-1208),45773261,"Craniofacial bone screw, non-bioabsorbable"
2999,MICRO SCREW 1.5*6MM 15-MC-006,45773261,"Craniofacial bone screw, non-bioabsorbable"
3000,MICRO SCREW 1.5MM*3MM(204-1503),45773261,"Craniofacial bone screw, non-bioabsorbable"
3001,MICRO SCREW 1.5MM이하,45773261,"Craniofacial bone screw, non-bioabsorbable"
3002,micro screw 10mm(204-1210),45773261,"Craniofacial bone screw, non-bioabsorbable"
3003,MICRO SCREW 11/1.5 DIA   01-7211,45773261,"Craniofacial bone screw, non-bioabsorbable"
3004,micro screw 12mm(204-1212),45773261,"Craniofacial bone screw, non-bioabsorbable"
3005,MICRO SCREW 2.5MM이하,45773261,"Craniofacial bone screw, non-bioabsorbable"
3006,MICRO SCREW 25-070-03,45773261,"Craniofacial bone screw, non-bioabsorbable"
3007,MICRO SCREW 25-070-04,45773261,"Craniofacial bone screw, non-bioabsorbable"
3008,MICRO SCREW 25-070-05,45773261,"Craniofacial bone screw, non-bioabsorbable"
3009,MICRO SCREW 25-070-06,45773261,"Craniofacial bone screw, non-bioabsorbable"
3010,MICRO SCREW 25-070-07,45773261,"Craniofacial bone screw, non-bioabsorbable"
3011,MICRO SCREW 25-070-08,45773261,"Craniofacial bone screw, non-bioabsorbable"
3012,MICRO SCREW 25-070-09,45773261,"Craniofacial bone screw, non-bioabsorbable"
3013,MICRO SCREW 25-070-11,45773261,"Craniofacial bone screw, non-bioabsorbable"
3014,MICRO SCREW 25-072-05,45773261,"Craniofacial bone screw, non-bioabsorbable"
3015,MICRO SCREW 25-072-07,45773261,"Craniofacial bone screw, non-bioabsorbable"
3016,MICRO SCREW 3MM 01-7403,45773261,"Craniofacial bone screw, non-bioabsorbable"
3017,Micro screw 3mm(204-1203),45773261,"Craniofacial bone screw, non-bioabsorbable"
3018,micro screw 3mm(204-1503),45773261,"Craniofacial bone screw, non-bioabsorbable"
3019,MICRO SCREW 4MM 01-7404,45773261,"Craniofacial bone screw, non-bioabsorbable"
3020,micro screw 4mm(204-1204),45773261,"Craniofacial bone screw, non-bioabsorbable"
3021,MICRO SCREW 5MM 01-7405,45773261,"Craniofacial bone screw, non-bioabsorbable"
3022,micro screw 6mm(204-1206),45773261,"Craniofacial bone screw, non-bioabsorbable"
3023,MICRO SCREW 7/1.5 DIA   01-7207  ,45773261,"Craniofacial bone screw, non-bioabsorbable"
3024,MICRO SCREW 7MM 01-7407,45773261,"Craniofacial bone screw, non-bioabsorbable"
3025,MICRO SCREW 9/1.5 DIA   01-7209 ,45773261,"Craniofacial bone screw, non-bioabsorbable"
3026,MICRO SQUARE PLATE   01-7131                       ,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3027,MICRO STICK INTRODUCER,45761573,Catheter introducer
3028,MICRO ST-PLATE 4H LONG   01-7048                       ,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3029,MICRO ST-PLATE 4H MED   01-7045                       ,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3030,MICRO ST-PLATE 4H REG   01-7040,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3031,MICRO ST-PLATE 6H REG   01-7050                       ,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3032,MICRO ST-PLATE 8H REG   01-7062                       ,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3033,MICRO TRIANGULAR PLATE   01-7132                       ,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3034,MICROFERRET CATHTER 150cm미만,45762739,Intravascular microflow catheter
3035,MICROFERRET INFUSION CATH. 150CM이상(NEURO용),45758250,"Infusion/injection port/catheter, implantable"
3036,MICROFERRET INFUSION CATH.MF-3.0-18-110-12-HC,45758250,"Infusion/injection port/catheter, implantable"
3037,MICROPLEX COMPLEX COIL,45767450,Neurovascular embolization coil
3038,MICROPUNCTURE WIRE GUIDE,4159813,Guide wire
3039,MICROPUNCTURE WIRE GUIDE(COOK),4159813,Guide wire
3040,MICRO-U PLATE 4H LONG   01-7047,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3041,MID PLATE FOR NS DOUBLE Y SHAPE,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3042,MID PLATE FOR NS STRAIGHT 6H이하,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3043,MID SCREW FOR NS ,45773261,"Craniofacial bone screw, non-bioabsorbable"
3044,MIKAELSSON VISCERAL CATH 5.0-38-80-MIK,45771910,"Angiographic catheter, single-use"
3045,MIN ANCHOR (210466),45759990,Surgical binding material anchor
3046,MINI ACUTRAK SCREW,4239189,Bone screw
3047,MINI BONE L-SHAPE PLATE,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3048,Mini Bone Plate 4H-Long,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3049,Mini Bone Plate 4H-Regular 01-08204,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3050,Mini Bone Plate 6H-Long 01-08207,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3051,Mini Bone Plate 6H-Regular 01-08206,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3052,Mini Bone Screw 2.0*5mm 52-20705,45773261,"Craniofacial bone screw, non-bioabsorbable"
3053,Mini Bone Screw 2.0*7mm 52-20707,45773261,"Craniofacial bone screw, non-bioabsorbable"
3054,Mini Bone Screw 2.0*9mm,45773261,"Craniofacial bone screw, non-bioabsorbable"
3055,MINI PERFIT ACE COLLAR 소아용(STIFF-NECK),4272956,Cervical collar
3056,MINI PLATE 24MM LONG 20-ST-104,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3057,MINI PLATE 4 HOLE LONG   01-9205,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3058,MINI PLATE 4 HOLE REG   01-9204,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3059,MINI PLATE 4H 20-ST-004,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3060,MINI PLATE 6 HOLE LONG   01-9207                       ,45764348,"Craniofacial fixation plate, non-bioabsorbable"
