localcodename,concept_id,CONCEPT_NAME
Wrist/Finger F/U Ultrasound,4306147,Diagnostic Doppler ultrasonography
경정맥 체내용 심박기거치술(심방및심실전극삽입),40481055,Insertion of dual chamber pulse generator and repositioning of cardioverter defibrillation pulse generator lead
역행성담췌관내시경하담(췌)관배액술,2749934,"Hepatobiliary System and Pancreas, Drainage"
진단적 언어능력검사,44788941,Language expression assessment
초음파검사-혈관-상지혈관[편측]-정맥,46272013,Doppler ultrasonography of vein
치매관련 척도 및 선별검사-치매정신증상척도,46286310,Assessment using Clinical Dementia Rating
특수면역요법,4057262,Hyposensitization to allergens
특수면역요법(입원),4057262,Hyposensitization to allergens
특수자기공명영상진단-관류[3차원자기공명영상포함],4013636,Magnetic resonance imaging
피부반응검사(소아용음식),4205590,Skin test
학습평가,4161195,Learning assessment
혈관결찰술 및 혈관봉합술의 간단한 것,4234382,Ligation of blood vessel
Cautery of Tympanic Membrane,4166943,Tympanic membrane operation
"EMG, Others(RM)",2007526,Electromyography
Hemiarthtoplasty remove,2104835,"Hemiarthroplasty, hip, partial (eg, femoral stem prosthesis, bipolar arthroplasty)"
I&D of Otofuruncle,4207215,Incision and drainage of furuncle
local flap op(facial),44782964,Local flap of skin to head
Mattress or Mobilization Training,4043220,Habilitation training
"Nebulizer Inhalation,급만성후두염",4206920,Nebulizer therapy
Neuropsychiatric Inventory(CGA-NPI),46286310,Assessment using Clinical Dementia Rating
PANCREAS MRI(보험),40486021,MRI of pancreas with contrast
Perineorraphy(직장류를 동반하지않는 경우),44512706,Posterior colporrhaphy NEC
Pursuit test,4246330,Electronystagmogram
Read Out. 4-Vessel,4107292,Angiography of cervicocerebral arteries
Read Out. Bronchial art.,4345952,Bronchial arteriogram
Replace.of tricuspid valve,4336601,Replacement of implanted tricuspid valve
"Selective Spinal Nerve Root(척수신경총,신경근 및 ?",4210480,Nerve block
"Submucosal Resection, 연골에 달하는것",2106257,"Septoplasty or submucous resection, with or without cartilage scoring, contouring or replacement with graft"
U/S Brain Neonatal,2792048,Ultrasonography of Bilateral Kidneys
U/S Hip,2792048,Ultrasonography of Bilateral Kidneys
(비)Saphenous Nerve Block,4336456,Local anesthetic femoral nerve block
"(전공의)창상봉합술(안면 1범위, 1.5cm미만)",46233035,Suture of skin of head or neck
"(조사)농축적혈구, 전혈 400ml",2720527,"Red blood cells, each unit"
"(조사)백혈구 여과 제거 적혈구, 전혈 400ml",2720522,"Red blood cells, leukocytes reduced, each unit"
(OR)복강신경총 파괴술(Celiac plexus Block),4237430,Gasserian ganglion block
말초신경초음파(Peripheral nerve sono),4323138,Ultrasound peripheral imaging
발달종합평가 D,4035325,Infant development screening
복강경시술후 수술부위로의 지속적 국소마취제 투여법(OBGY),44517118,Injection of local anaesthetic NEC
부속기종양적출술[난소보전),44513521,Other specified bilateral excision of adnexa of uterus
사회사업 지도,4251750,Social therapy management
수면 Aspiration Cytology Under EUS(C38),4306147,Diagnostic Doppler ultrasonography
신경과 인지기능검사3,44790514,Neuropsychology test of memory
외부병원MRI판독료(Lumbosacral Spine),4082841,MRI of lumbar spine
요류속도검사-산부인과전용(전문의시행),2109740,"Complex uroflowmetry (eg, calibrated electronic equipment)"
음악치료,2007675,Occupational therapy
이명도검사,2313782,"Assessment of tinnitus (includes pitch, loudness matching, and masking)"
장기천자생검(췌장),4095392,Deep fine needle aspiration biopsy under radiologic guidance
초음파 수기료(평난이도 신경 차단 보조),4306147,Diagnostic Doppler ultrasonography
"초음파검사-근골격,연부-사지관절[편측]-견관절,고관?",2006935,Other diagnostic ultrasound
통증 초음파진단(A),4306147,Diagnostic Doppler ultrasonography
퇴원계획상담,4251750,Social therapy management
하지(편) EMG&NCV+구간,2314118,Needle electromyography; 1 extremity with or without related paraspinal areas
하지(편) EMG+NCV,4179815,Electromyography
Acromioplasty & Rotator cuff Repair(Primary Repair)(Arthroscopy surgery),4209151,Repair of musculotendinous cuff of shoulder
"Automated Percutaneous Discectomy, Lumba 1 level",4124750,Total laminectomy
Bronchoscopy with Biopsy,4206027,Bronchoscopy with biopsy
"CAPD 도관길들이기(삽입익일부터 7일이내,1일당)",4156957,Chronic ambulatory peritoneal dialysis catheter procedure
Clinical Dementia Ration(CDR),4012809,Dementia test
"Closed Pining of Fracture, Finger ",2005481,"Open reduction of fracture with internal fixation, phalanges of foot"
"Closed Reduction of Fracture, Metatarsal Bone",4106045,Closed reduction and fixation of fracture
CORNEAL SUTURE REMOVAL UNDER,4065834,Removal of corneal suture
Coronary Angio & PTCA,4006788,Percutaneous transluminal coronary angioplasty
Dacryocystorhinostomy,4338167,Dacryocystorhinostomy
Davinch B(1000N),2000841,Endoscopic robotic assisted procedure
Decubitus Care (복부),4080499,Dressing of wound
"DM FOOT DEBRIDEMENT, 좌측하지",4311933,Debridement of wound of skin
Echocardiogram Neonatal,4311293,Color doppler ultrasound
"EKG, Routin & Rhythm Strip",2313828,"External electrocardiographic recording up to 48 hours by continuous rhythm recording and storage; includes recording, scanning analysis with report, review and interpretation by a physician or other qualified health care professional"
electrical gastrography,2313629,"Electrogastrography, diagnostic, transcutaneous"
"ESWT-2nd,3rd(체외충격파치료-근골격계 2.3회)",4234302,Extracorporeal shock wave therapy of musculoskeletal system
Excimer Laser(10cm2이상-50cm2미만)1회당,40493220,Laser procedure on skin
"Excision of Skin Tumor, Benign, Other, Extended to Muscle Layer",4147588,Excision of lesion of skin
Excision of Submandibular Gland or Sublingual Gland Tumor,2108773,Excision of submandibular (submaxillary) gland
EXPLORATORY THORACOTOMY,4096152,Exploratory thoracotomy
"F Wave,상지(편측)",4198105,Nerve conduction study
"Frenulotomy, Simple",4320774,Incision of lingual frenum
Fundoscopy (Bilateral),2000723,Ophthalmoscopy
FUNDUS FLUORESCEIN ANGIO(2),2313657,Fluorescein angiography (includes multiframe imaging) with interpretation and report
Gomcosuction,4164516,Suction drainage
HEMIARTHROPLASTY(HIP),2104835,"Hemiarthroplasty, hip, partial (eg, femoral stem prosthesis, bipolar arthroplasty)"
HGH(60MIN),4149382,Endocrine/metabolic screening
Hysterorrhaphy(repair of uterine rupture),2110207,"Hysterorrhaphy, repair of ruptured uterus (nonobstetrical)"
IMRT-ARC(강도변조 회전방사선치료-1회당) ,40480519,Intensity modulated radiation therapy
Intracavitary & Intraluminal Planning,4293738,Intracavitary brachytherapy
KERATOMETRY,4099540,Keratometry
"Laparoscopic Resection of Colon, Hemicolectomy s LND",2109041,"Colectomy, partial; with anastomosis"
L-Dopa-Induced GH stimulation test(PED),2000304,"Other diagnostic procedures on adrenal glands, pituitary gland, pineal gland, and thymus"
LUMBER PUNCTURE,2110609,"Spinal puncture, lumbar, diagnostic"
Master's Test,4261616,"Masters' stress test, two-step"
Memory Test,36714061,Assessment using California Verbal Learning Test Second Edition
MMSE,2007707,Psychiatric mental status determination
"O/R Others, Hand, Foot",4239455,Open reduction of dislocation of toe
"O/R Others, Hand, Foot L",4239455,Open reduction of dislocation of toe
OB US S1,4237338,Ultrasound scan for fetal anomaly
"osteotomy&int.fix(fin,toe)",42872810,Osteotomy and internal fixation
Other Aspiration,4306147,Diagnostic Doppler ultrasonography
Partial Mastectomy,2102720,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy)"
"Perineal Care, Tid",4262021,Perineal care management
Pharynx Biopsy,4266866,Superficial fine needle aspiration biopsy
Prostate Biopsy c U/S,4306147,Diagnostic Doppler ultrasonography
"Reconstruction of Cruciate Ligament, Pos",4346964,Reconstruction of posterior cruciate ligament of knee joint
"Removal of Fixation Device, Tibia",4189009,Removal of internal fixation device of tibia
"Removal of Fixation Device, Tibia",4218085,Removal of internal fixation device of ulna
"Removal of Mandibular Fixation Wire, 2부이상",2102932,"Removal of implant; superficial (eg, buried wire, pin or rod) (separate procedure)"
S18-Removal of Torus Palatinus and Mandibularis,2001148,Alveoloplasty
SCL-90-R,40492724,Assessment using psychotic symptom rating scale
"SEP,하지(RM)",2314140,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in lower limbs"
SIGMOIDOSCOPY,2002704,Flexible sigmoidoscopy
Skin Puncture,4312604,Puncture procedure
Social Maturity Scale,4245993,Vineland social maturity test
Splenectomy total,44511352,Total splenectomy
Static Pneumatic Compression,4179398,Intermittent pneumatic compression therapy
SUBTOTAL GASTRECTOMY(PARTIAL-림프절청소포함),2002550,Other partial gastrectomy
"Suture of Extraoral Wound, 中",46233035,Suture of skin of head or neck
"Temporay Splinting(1악당), 4치이상",4071010,Splinting of teeth
"Thyroidectomy,Total,Bi.",2000273,Complete thyroidectomy
"Transesophageal Echocardiography(PED),감시",4306147,Diagnostic Doppler ultrasonography
TRANSSACRAL N.B,4145565,Local anesthetic block of nerve plexus
"Varicoccele, Microvascular surgery",4265676,Excision of varicocele
Ventilator(1.30 - 2시간),4230167,Artificial respiration
견갑신경 Block,4226424,Injection of anesthetic agent into suprascapular nerve
체외조사(1회당)-고에너지 방사선치료2문대향(2문조사,4141448,Teleradiotherapy procedure
초음파검사-흉부-유방·액와부,46257455,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; complete"
Apically Positioned Flap & Ostectomy of Alveolar Bone,4137459,"Crown lengthening, hard and soft tissue"
Both. Carotid Doppler,4306147,Diagnostic Doppler ultrasonography
Bronchoalveolar Lavage (BAL),4265146,Bronchoalveolar lavage
"Capsulotomy,Hip",4027004,Excision of joint
Dental Block Anesthesia(후상치조신경블록크),4332587,Local anesthetic inferior alveolar nerve block
FIBERSCOPY OLFACTORY FISSURE,4105083,Endoscopy of nose
Foot print pressure measure,44807781,Gait analysis
INTRAVENOUS REGIONAL ANESTHESI,4133500,Intravenous regional analgesia
KNEE JOINT MRI,4082716,MRI of knee
L-C Resin Class v Moderate(Prof.),4100211,"Restoration, resin"
"MEP,Lower Extermity",2314140,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in lower limbs"
Overnight Dexamethasone Suppression Test,44514175,Adrenal suppression test
Percut.drainage tube change,40481977,Change of drainage collection device
Podophyllin treatment 大,4040401,Procedure on skin
Post Coital Test,4099682,Sperm-cervical mucus interaction test
PROSTATE MRI(보험),4192638,MRI of prostate
Recurettage of Extracted Socket,4208393,Tooth extraction
"Removal of Esophageal Foreign Body by Endoscopy,simple",4071406,Fiberoptic endoscopic removal of foreign body from upper gastrointestinal tract
RT Lower Extremity Doppler,46272013,Doppler ultrasonography of vein
"S1-Replacement of Total Arthroplasty, Shoulder",4189532,Implantation of joint prosthesis
Simple Therapeutic Exercise,2007528,Physical therapy exercises
Sonography of thyroid,4082510,Ultrasonography of head and neck
Speech Evaluation-Simple(음성검사실),44788941,Language expression assessment
"Stent Implantation, Coronary",4283892,Placement of stent in coronary artery
Stroop Test,44790529,Neuropsychology test of perception
Thumb Spica Scotch Cast,4231924,Application of short arm cast
Treatment Planning(C),4044940,Radiotherapy planning
"U/S Abdomen(간,담낭,담도,비장,췌장)",46271868,Ultrasonography of thoracic outlet
U/S Male Pelvis,46271868,Ultrasonography of thoracic outlet
"(2범위)SCALP SUTURE, 2.5CM미만",46233035,Suture of skin of head or neck
(응급실) 인공호흡8시간초과(1일당),4230167,Artificial respiration
"(전문의)창상봉합안면단순1범위3CM,근육",44513189,Other specified suture of skin of head or neck
"(혈액원)백혈구여과제거적혈구,전혈 400ml",2720522,"Red blood cells, leukocytes reduced, each unit"
2 Port treatment plan(1st),2211844,"Special teletherapy port plan, particles, hemibody, total body"
2 port treatment plan(2nd-3rd),4036254,Radiotherapy planning using a simulator
근막동통유발점주사자극치료(2부위이상),4191700,Injection of trigger points
발치술[1치당]-단순매복치,4120795,Surgical removal of impacted tooth
분만통증완화술,4078199,Epidural anesthesia
사회성 훈련,4104824,Electroencephalographic biofeedback
상악신경 Block(PAN),4140397,Local anesthetic nerve block
수술용 기본폐기능검사,44509510,Spirometry
외부병원MRI판독료(Brain),2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
이온삼투요법 [1일당],2008283,Iontophoresis
인슐린주사교육(외래),44801894,Education in self management of diabetes
전립선초음파(건강검진전용),4306147,Diagnostic Doppler ultrasonography
초음파 유도하 맘모톰(Elite) 유방종양 절제술,4306147,Diagnostic Doppler ultrasonography
"초음파검사-근골격,연부-말초신경[편측]",4323138,Ultrasound peripheral imaging
초음파내시경하 세침흡인시술 1차-A,4306147,Diagnostic Doppler ultrasonography
치석제거[1/3악당],4071011,Scaling of tooth
컴퓨터음성분석(1종),44788943,Speech assessment
anorectal manometry,2313627,Anorectal manometry
Anterior Resection of Rectum c LND,2002966,Pull-through resection of rectum
Arthoroscopic Acromioclavicular Decompression,4072048,Reconstruction of tendon sheath
Artificial Abortion(임신20주이상),4115153,Medical termination of pregnancy
"B13-Ethmoidectomy, Intranasal",44508755,Intranasal ethmoidectomy
"B13-Radical Op of MMA,Ethmoid,Frontal&Sphenoid ",4048327,Operation on maxillary antrum
B-SCAN(안과),4306147,Diagnostic Doppler ultrasonography
Buckle Excision,4230961,Repair of retina for retinal detachment
Capsule Endoscopy(캡슐내시경검사),4143985,Capsule endoscopy
Child Behavior Therapy,4104824,Electroencephalographic biofeedback
"Closed Reduction of Fracture, Tibia",4067547,Closed reduction of fracture of tibia
"Corn Removal, Electrocautery",2101928,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); single lesion"
Correction Cast,4079587,Correction of congenital deformity of foot
Current Perception Threshold,2617340,"Current perception threshold/sensory nerve conduction test, (snct) per limb, any nerve"
"Cystometry & Uroflowmetry, Urethral pressure(URO)",4099391,Urodynamic studies
Electronic Analysis of Pacemaker System(외래),2313948,"Electronic analysis of antitachycardia pacemaker system (includes electrocardiographic recording, programming of device, induction and termination of tachycardia via implanted pacemaker, and interpretation of recordings)"
esophageal manometry,2007036,Esophageal manometry
Excision of Skin Malignant Tumor L,4201230,Excision of malignant skin tumor
explo Salpingo-Oophorectomy(Unilateral),44513521,Other specified bilateral excision of adnexa of uterus
Extracorporeal Magnetic Innervation(1일당),4250600,Urinary incontinence care management
Fine Needle Aspiration Biopsy(2차),4306147,Diagnostic Doppler ultrasonography
"F-wave NCV(상지,편측)",4198105,Nerve conduction study
"Gastrectomy,Total c LND(Laparoscopic)",2002563,Total gastrectomy
GASTRIC LAVAGE,2007958,Gastric lavage
"HUMER,SCAPULAR PINNING",4343340,Fixation of fracture using pins
I.Q Test,4237010,Intelligence quotient assessment
I-131 치료(300mci),4059831,Internal radiotherapy - unsealed source
Iso-Flow Volume,2314018,Respiratory flow volume loop
Jolly Test(NS),4098784,Repetitive nerve stimulation
Laminectomy(lumbar spine),44516915,Laminectomy approach to lumbar spine
laparoscopic Adhesive Oophorectomy(Partial)(Unilateral),44513530,Unspecified unilateral excision of adnexa of uterus
MBCT(마음챙김 인지치료),44804575,Parent education about child health
Measurement of Corneal Curvature,4099540,Keratometry
Medial Canthoplasty,4343908,Ligament reconstruction
Metacholine challenge Test,4182203,Provocative test
"OCT(재진녹내장,양안)",4144452,Optical coherence tomography of eye region
OPD Overnight Polysomnography,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
"Open Reduction of Fracture(Metacarpal,Metatarsal,Finger,Toe)",4200539,Open reduction of dislocation of finger
"Open Reduction of Fracture, Radius",4172914,Open reduction of fracture of radius
Otoacoustic Emission(distortion Product,2313751,"Distortion product evoked otoacoustic emissions; comprehensive diagnostic evaluation (quantitative analysis of outer hair cell function by cochlear mapping, minimum of 12 frequencies), with interpretation and report"
Overnight Polysomnography(WP I),2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
PancreatoHepatic EUS,4306147,Diagnostic Doppler ultrasonography
PANSINUSITIS OPERATION,4135596,Ethmoid sinusectomy
Percutaneous Port Implantation Removal,4234457,Replacement of tunneled centrally inserted central venous catheter
Percutaneous Vertebroplasty(Including Discography),2005924,Percutaneous vertebroplasty
POLYPECTOMY,4138737,Cervical polypectomy
Posterioroperative simple,42739584,Postoperative Management Only
Preserved blood,2720516,"Blood (whole), for transfusion, per unit"
Prolotherapy(척추부위:RM),4215832,Prolotherapy
Radical OP. of Malignant Thyroid Tumor,2110373,"Thyroidectomy, total or subtotal for malignancy; with radical neck dissection"
Removal of Cystic Hygroma,40481912,Excision of sentinel lymph node
"Removal of Dental Calculus, Within 3 Month",4058498,"Dental prophylaxis, children"
Removal of Lower Arch Bar,2008067,Removal of dental prosthesis
Reservoir Insersion,2110416,"Burr hole(s) or trephine, infratentorial, unilateral or bilateral"
Root Planning(1/2악당),4121940,Root planing of tooth
S17-Open Reduction of Zygomatic Bone (보험),4279632,Open reduction of fracture of zygoma or zygomatic arch
"S1-Replacement of Total Arthroplasty, Total Hip",4203771,Total replacement of hip
"S6-Percutaneous Laser Disectomy, Lumbar, 1 level",4124750,Total laminectomy
"S6-PHL, with Discectomy, Lumbar",4124750,Total laminectomy
"S8-Operation of Aneurysm,neck clipping(Complex)",4224511,"Application of clamp to cerebral aneurysm, Crutchfield or Silverstone"
Simple Musculoskeletal USG,4306147,Diagnostic Doppler ultrasonography
Speech Audiometory,2313725,Speech audiometry threshold
"Thyroidectomy,Total,Bi. by Endoscopy",2000273,Complete thyroidectomy
TMD Splint/Remake-Moderate,4071010,Splinting of teeth
TMD Splint/Stabilizing-Moderate,4071010,Splinting of teeth
"U/S Abdomen(간,담낭,비장,췌장)(TS)",2211741,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
"U/S Abdomen(신장,부신,방광)(TS)",2211741,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
USG (Breast),4306147,Diagnostic Doppler ultrasonography
VDL Test 中,44788943,Speech assessment
"Working Length Determination, Double Canals",44509877,Root canal therapy to tooth
비뇨기과 초음파 A,2792048,Ultrasonography of Bilateral Kidneys
"식피술-전층피부이식술,화상치료(Hand,Foot)-25cm²미",4324976,Full thickness skin graft
알레르기 면역치료료 B,4057262,Hyposensitization to allergens
역동적가족그림검사,4220962,Figure drawing test
외부병원판독료(MRI + Angio),2211345,"Magnetic resonance angiography, head; without contrast material(s)"
외부병원MRI판독료(Cholangiogram),4194588,Magnetic resonance cholangiopancreatography
임상병리검사종합검증료,4037760,"Laboratory procedure, review by pathologist"
초음파검사-두경부-뇌,40486898,Ultrasonography of head by open fontanel acoustic window
ABI Doppler Test,4306147,Diagnostic Doppler ultrasonography
BT L/E Varicose vein Doppler(CS),46272013,Doppler ultrasonography of vein
Cavity Preparation(1치당-3면),4121947,Cavity preparation of tooth
"Control of Epistaxis,Posterior Nasal Packing(DENT)",4168085,Nasal packing for control of hemorrhage
ENTERIC FISTULA REPAIR(LOOP),4097597,Closure of enteroenteric fistula
Film Copy(핵의학),4178367,Radiographic imaging procedure
"FISH,AML1/ETO",4142271,Fluorescence in situ hybridization
GYN US level 2,4305221,US scan of abdomen and pelvis
ICP Monitoring,2000097,Intracranial pressure monitoring
Intervention Fail(Additional Coronary A.),4006788,Percutaneous transluminal coronary angioplasty
Occupational Complex Therapy,2007675,Occupational therapy
"Photochemotherapy, 37%이상의 범위",4178480,Combined photochemotherapy and ultraviolet A light therapy to skin
Prostatic bx(percutaneous),2110027,"Biopsy, prostate; incisional, any approach"
Pulp Chember Opening,4124187,Restoration of fractured tooth with tooth fragment
"Read Out, Face or Skull C-T",4061008,CT of face
Removal of Fractured Crown,4124187,Restoration of fractured tooth with tooth fragment
"S17-Open Multiple Reduction,Mandible",43531082,Open reduction of fracture of mandible with fixation
"Skin Electric Cauterization, 25cm2 미만",4040401,Procedure on skin
Sonography of thyroid(Guide),2792048,Ultrasonography of Bilateral Kidneys
Special ST Evaluation,44788941,Language expression assessment
Speech Evaluation-Simple(언어치료실),44788941,Language expression assessment
Speech Evaluation-Simple(CI)(언어치료실),44788941,Language expression assessment
Thumb Spica Scotch Splint,4231924,Application of short arm cast
Tinnitogram,2313782,"Assessment of tinnitus (includes pitch, loudness matching, and masking)"
Transplanted Kidney Doppler,4306147,Diagnostic Doppler ultrasonography
"Vestibular Function Test, Complex",4282906,Caloric vestibular test
Visual evoked potential,2314141,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in the trunk or head"
"(검진, 연구용)토르소PET(성인,비급여)",4305790,Positron emission tomography
"(비)Pulsed RF Thermocoagulation,rootblock,Simple",44514762,Percutaneous radiofrequency ablation of lesion of bone
"(수)토르소PET(성인,비급여)",4305790,Positron emission tomography
(재검사) 하부수면내시경 초음파,4306147,Diagnostic Doppler ultrasonography
(전문의)창상봉합술안면변연2-1범위근육,4057680,Debridement and suture
"(전문의)창상봉합술안면외변연1범위근육,",4057680,Debridement and suture
"(OR)선택적 경추간공 경막외Block,2level부터(요추및천추)",4110978,Local anesthetic lumbar epidural block
"백혈구 여과 제거 혈소판, 전혈 320ml",2720530,"Platelets, leukocytes reduced, each unit"
복막투석효율검사,46271816,Management of peritoneal dialysis
"복수천자,복막천자",42742539,Abdominal paracentesis (diagnostic or therapeutic); without imaging guidance
부분체외순환10시간초과익일부터[1일당]-ECMO 사용,2002247,Extracorporeal membrane oxygenation [ECMO]
"수술중 심초음파-마취과용(연속,Intra op TEE)",4306147,Diagnostic Doppler ultrasonography
"응급,Thoracentesis",2001430,Thoracentesis
인공호흡(8시간 ~12시간 까지),4230167,Artificial respiration
인지치료 A,44804575,Parent education about child health
체외 자기장 요실금치료 12회,4250600,Urinary incontinence care management
태아안녕초음파(2) 초회,4306147,Diagnostic Doppler ultrasonography
"혀,저부,구개부봉합(2.5cm이하)",2108649,Repair of laceration 2.5 cm or less; floor of mouth and/or anterior two-thirds of tongue
흉막천자-응급환자에실시,2001430,Thoracentesis
"Allergy Test, 흡입 55종",4205590,Skin test
Arthrocentesis (Unilateral),4127481,Cervical puncture
B17-O/R of Mandibular Bone Fx.(Angle),4313570,Open reduction of fracture
Barbeque(NEUR),2314175,"Canalith repositioning procedure(s) (eg, Epley maneuver, Semont maneuver), per day"
Biceps Tenodesis,4343908,Ligament reconstruction
BONE MULTISPECT,2211972,Bone and/or joint imaging; tomographic (SPECT)
Breast USG(초진),4306147,Diagnostic Doppler ultrasonography
Bronchial Chall.test(histamin),4182203,Provocative test
"Cath.Remove(chemo port,PERM Cath)",4234457,Replacement of tunneled centrally inserted central venous catheter
cervical collar imobilization,4161691,Cervical spine immobilization
Closed Drainage(Change),4124141,Continuous suction drainage
"Closed Reduction of Joint Dislocation, Wrist",4242584,Closed reduction of dislocation
"Corn Removal, Cryosurgery",2101928,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); single lesion"
Cycloplegic Refraction,4288072,Cycloplegic refraction
"Dirty Wound and Large Dressing, 복부",4080499,Dressing of wound
DISKECTOMY(OPEN.LUMBAR),4083391,Excision of lumbar intervertebral disc
"Dressing or Post Operation Dressing, Simple",4080499,Dressing of wound
"Echo Doppler Color (1,2 회)",4311293,Color doppler ultrasound
"Ectopic(tubal,Ovarian preg)op",2110294,"Surgical treatment of ectopic pregnancy; tubal or ovarian, without salpingectomy and/or oophorectomy"
Emergency Pulp Canal Treatment,4208099,Endodontic procedure
endoscopic spincterotomy,2108907,Endoscopic retrograde cholangiopancreatography (ERCP); with sphincterotomy/papillotomy
Explolatory Laparotomy,2003490,Exploratory laparotomy
Gavage Tube Insertion,2007914,Insertion of other (naso-)gastric tube
Hepatic lobectomy,2003162,Lobectomy of liver
I.Q Test(소아),4237010,Intelligence quotient assessment
I-131 치료(200mci),4059831,Internal radiotherapy - unsealed source
"IV PCA(만성동통,암환자,개심술,개두술후통증)",4194195,"Epidural injection of anesthetic substance, therapeutic, caudal, continuous"
Laparoscopic Radical sigmoid colectomy c LND,4225427,Sigmoid colectomy
"Laser Surgery, Glaucoma (Bilateral)",4297154,Photocoagulation of iris
Lingual Frenectomy B,4320774,Incision of lingual frenum
Mammotome System(usg guide),4306147,Diagnostic Doppler ultrasonography
"Mastoidectomy, Complex",2000947,Mastoidectomy
Neuroplasty of Peripheral Nerve,2110816,"Neuroplasty, major peripheral nerve, arm or leg, open; other than specified"
"OCT(초진녹내장 복합, 양안)",4144452,Optical coherence tomography of eye region
"Open Reduction of Fracture(Metacarpal,Metatarsal,Finger,Toe)",2105734,"Open treatment of metatarsal fracture, includes internal fixation, when performed, each"
"Open Reduction of Fracture, Patella",2103733,"Open treatment of clavicular fracture, includes internal fixation, when performed"
"Open Reduction of Fracture, Ulna",4290017,Open reduction of fracture of ulna
Open Reduction of Nasal Fracture,4114788,Reduction of fractured nasal bone
OXYGEN INHALATION,4239130,Oxygen therapy
Patch test 비보험(1종당),4205590,Skin test
Patent E-Tube Function Test,2313735,Tympanometry (impedance testing)
pin.remove others,4302583,Removal of internal fixation device from phalanges of foot
Prader-Willi & Angelman(FISH),4142271,Fluorescence in situ hybridization
PRE-THERAPY THYROID USG,4306147,Diagnostic Doppler ultrasonography
Proetz's Displacement (bilateral),4200712,Irrigation of nasal sinus
PSYCHIATRIC REHABILITATION,4097523,Psychiatric rehabilitation
Reconstruction of tendon and ligament(simple),4343908,Ligament reconstruction
RECONSTRUCTION OF TENDON LIGAM,4343908,Ligament reconstruction
Rectal tube insertion,4196932,Insertion of tube into rectum
"Reh. Social work, Counselling",4062346,Social counseling
"Removal of Fixation Device,대퇴부위이외,간단",4078211,Removal of internal fixation device from humerus
"Removal of Fixation Device,Forearm(Radius or Ulnar)",4189009,Removal of internal fixation device of tibia
removam of old root canal fill,4122100,Removal of residual orthodontic adhesive or cement
REPLACEMENT ARTHROPLAPSTY(HIP),4203771,Total replacement of hip
R-H without para-aortic Lymph node Bx,2004463,Total abdominal hysterectomy
"S1-Replacement of Hemiarthroplasty, Hip",2104835,"Hemiarthroplasty, hip, partial (eg, femoral stem prosthesis, bipolar arthroplasty)"
"Simple Dressing, 배부",4080499,Dressing of wound
Sinus Fiberscopy,4010253,Nasal sinus endoscopy
Skin Prick Test,4205590,Skin test
Sono(Derma),4306147,Diagnostic Doppler ultrasonography
S-Repair of Bankart lesion,4343908,Ligament reconstruction
Standard EEG(disital)(18채널이상),4181917,Electroencephalogram
Stroboscopy(초회),44788943,Speech assessment
Surgery for Entropion,2111127,"Repair of entropion; extensive (eg, tarsal strip or capsulopalpebral fascia repairs operation)"
Swallowing Evaluation(X-ray),2313772,Evaluation of oral and pharyngeal swallowing function
Synovectomy (ankle),4027004,Excision of joint
Tendon Lengthening,4343908,Ligament reconstruction
"Tendon Repair, Finger, Toe",4041632,Subcutaneous tenotomy
Therapeutic Tympanic Aspiration (unilateral),4160183,Tympanocentesis
Tracheostomy Suction,4164516,Suction drainage
U/S Guide cath/Tube insert at Neck(TS),4306147,Diagnostic Doppler ultrasonography
"Ureteroscopic stone removal, Lower ureter",4143508,Ureteroscopic removal of ureteric calculus
URETHRAL & BLADDER IRRIGATION,4329915,Irrigation of urethra
USG(Joint-Complex),4306147,Diagnostic Doppler ultrasonography
VDL Test 大(음성언어검사 大),44788943,Speech assessment
"Ventriculoperitoneal Shunt, Single",4287375,Shunt of cerebral ventricle to extracranial site
"(전공의)창상봉합 안면 단순 2-1,3.0cm이상또는근육",4143660,Suture of skin of head or neck
상지CT(3D),2211462,"Computed tomography, upper extremity; with contrast material(s)"
상지CT(조영제미사용),2211461,"Computed tomography, upper extremity; without contrast material"
자가 Ventilator용 산소 8L/min,4239130,Oxygen therapy
행동평가척도(SCL-90),4195310,Minnesota multiphasic personality inventory
흡입배농 및 배액처치-상급종합병원 중환자실 입원,4262010,Tracheostomy care management
"Cesarean Section (1태아),초산",2110316,Cesarean delivery only
HOMORRHOIDECTOMY(WHITE HEAD S),4074077,Hemorrhoidectomy
