row,drugname,concept_id,concept_name
2274,Durogesic Patch(12mcg/hr),1154029,Fentanyl
2275,Durogesic Patch(25mcg/hr),42902803,Fentanyl 0.025 MG/HR Transdermal Patch
2276,Durogesic Patch(50mcg/hr),42903228,Fentanyl 0.05 MG/HR Transdermal Patch
2277,Duspatalin Tab 135mg,19022053,mebeverine 135 MG Oral Tablet
2278,Dutenol Inj 500mg/2ml,19079982,dexpanthenol 250 MG/ML Injectable Solution
2279,Duvie Tab 0.5mg,21600779,Thiazolidinediones
2280,Ebastel Syr 1mg/1ml,19092435,ebastine 1 MG/ML Oral Solution
2281,Ebastel Tab,19064800,ebastine 10 MG Oral Tablet
2282,Ebixa Tab 10mg,40222834,Memantine hydrochloride 10 MG Oral Tablet
2283,Ecolicin 안연고 3.5g/Tube,1701677,colistimethate
2284,Ecolicin 안연고 3.5g/Tube,43532434,lactobionate
2285,Ecolicin Eye Drop (5ml/Bot),1701677,colistimethate
2286,Ecolicin Eye Drop (5ml/Bot),1746940,Erythromycin
2287,Edurant Tab 25mg,40238932,Rilpivirine 25 MG Oral Tablet
2288,Efexor Tab.37.5mg,743720,venlafaxine 37.5 MG Oral Tablet
2289,Efexor XR 37.5mg,19134632,venlafaxine 37.5 MG Extended Release Oral Capsule
2290,Efexor XR 75mg,19103819,venlafaxine 75 MG Extended Release Oral Capsule
2291,Eglandin Inj 10mcg/2ml,1381509,Alprostadil 0.005 MG/ML Injectable Solution
2292,Eglandin Inj 5mcg/1ml,1381509,Alprostadil 0.005 MG/ML Injectable Solution
2293,Elantan SR Tab 60mg,1383862,Isosorbide Mononitrate 60 MG Extended Release Oral Tablet
2294,Elaspol Inj 100mg,21603530,OTHER RESPIRATORY SYSTEM PRODUCTS
2295,Elazop Eye Drop 6ml,902427,Timolol
2296,Elazop Eye Drop 6ml,938044,brinzolamide
2297,Elidel Cr 1% 30g,19115253,Pimecrolimus 10 MG/ML Topical Cream
2298,Elocom Cr 15g,905236,mometasone furoate 1 MG/ML Topical Cream
2299,Eloxatin Inj 100mg/20ml,1318042,oxaliplatin 5 MG/ML Injectable Solution
2300,Eloxatin Inj 50mg/10ml,1318042,oxaliplatin 5 MG/ML Injectable Solution
2301,Emend Cap 125mg,19102466,aprepitant 125 MG Oral Capsule
2302,Emend Cap 80mg,19102465,aprepitant 80 MG Oral Capsule
2303,EMLA Cream 5%(5g/Tube),989898,Lidocaine 25 MG/ML / Prilocaine 25 MG/ML Topical Cream
2304,Empynase-S Tab 36mg,21601227,Enzymes
2305,Enafon Tab 10mg,40162672,Amitriptyline Hydrochloride 10 MG Oral Tablet
2306,Enafon Tab 25mg,40162717,Amitriptyline Hydrochloride 25 MG Oral Tablet
2307,Enaprin Tab 10mg,40165762,Enalapril Maleate 10 MG Oral Tablet
2308,Enbrel Inj 25mg/0.5ml/PFS,42902836,Etanercept 50 MG/ML Prefilled Syringe
2309,ENBREL Inj 50mg/1ml/PFS,1151885,0.98 ML Etanercept 50 MG/ML Prefilled Syringe
2310,Encover Sol(커피맛) 200ml/Bag,21605350,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
2311,Endapen Tab.300mg,19096574,Acetaminophen 300 MG Oral Tablet
2312,Endoxan Inj 500mg,1310317,Cyclophosphamide
2313,Ensure RTH 500ml,1396131,ferrous sulfate
2314,Ensure RTH 500ml,19008893,manganese chloride
2315,Ensure RTH 500ml,19011773,Ascorbic Acid
2316,Ensure RTH 500ml,19038464,soy protein isolate
2317,Ensure RTH 500ml,19092849,Magnesium Chloride
2318,Ensure RTH 500ml,19111620,Folic Acid
2319,Entelon Tab 150mg,43525901,Vitis vinifera leaf extract
2320,Entelon Tab 50mg(원외),42904225,Vitis vinifera whole extract
2321,Entobar Inj 100mg/2ml,19057198,Pentobarbital 50 MG/ML Injectable Solution
2322,Ephedrine Inj 4% 40mg/1ml,1143374,Ephedrine
2323,Ephedrine.HCl Inj 40mg,1143374,Ephedrine
2324,EPInephrine Inj 1mg/1ml,19076899,Epinephrine 1 MG/ML Injectable Solution
2325,Epocelin Inj 1g,1777254,Ceftizoxime
2326,"Epokine 10,000unit/1ml/PFS",19057622,Epoetin Alfa 10000 UNT/ML Injectable Solution
2327,Epokine 2000IU/Vial,1301169,Epoetin Alfa 2000 UNT/ML Injectable Solution
2328,Epokine 2000unit/0.5ml/PFS,1301170,Epoetin Alfa 4000 UNT/ML Injectable Solution
2329,Epokine 4000unit/0.4ml/PFS,19057622,Epoetin Alfa 10000 UNT/ML Injectable Solution
2330,Epokine 6000unit/0.6ml/PFS,19057622,Epoetin Alfa 10000 UNT/ML Injectable Solution
2331,Epokine 6000unit/0.6ml/PFS,19127226,0.6 ML Epoetin Alfa 10000 UNT/ML Prefilled Syringe
2332,Epokine 8000unit/0.8ml/PFS,19057622,Epoetin Alfa 10000 UNT/ML Injectable Solution
2333,Epokine 8000unit/0.8ml/PFS,19129861,0.8 ML Epoetin Alfa 10000 UNT/ML Prefilled Syringe
2334,Eposin Inj 100mg/5ml,19077215,Etoposide 20 MG/ML Injectable Solution
2335,EPS Inj 100mg/5ml,19077215,Etoposide 20 MG/ML Injectable Solution
2336,Ercefuryl susp,19060196,nifuroxazide 44 MG/ML Oral Suspension
2337,Erdos Cap 300mg,19103434,erdosteine 300 MG Oral Capsule
2338,Erdos Syr,19105308,erdosteine 35 MG/ML Oral Suspension
2339,Eruvin Inj 0.2mg/1ml,40222885,Methylergonovine Maleate 0.2 MG/ML Injectable Solution
2340,Erythro Cap 250mg,1747298,Erythromycin Estolate 250 MG Oral Capsule
2341,Erythrocin Inj 500mg,1746940,Erythromycin
2342,Esbix Inj 50mg/5ml,19104404,4-aminomethylbenzoic acid 10 MG/ML Injectable Solution
2343,Esmeron Inj 25mg/2.5ml,42707627,rocuronium bromide 10 MG/ML Injectable Solution
2344,Esmeron Inj 50mg/5ml,42707627,rocuronium bromide 10 MG/ML Injectable Solution
2345,Esperson gel 0.05% (15g),19080680,Desoximetasone 0.0005 MG/MG Topical Gel
2346,Esperson Lotion 0.25% (20ml),19115084,Desoximetasone 2.5 MG/ML Topical Lotion
2347,Esperson Oint.0.25%(10g),917339,Desoximetasone 0.0025 MG/MG Topical Ointment
2348,Essential Forte Cap,21600522,Liver therapy
2349,Estel Tab 10mg,19064800,ebastine 10 MG Oral Tablet
2350,Estrofem Tab 1mg(28T/PAK)(원외),1548198,Estradiol 1 MG Oral Tablet
2351,Etheophyl Cap 100mg,1237050,Theophylline 100 MG Oral Capsule
2352,Etheophyl Cap 200mg,1237054,Theophylline 200 MG Oral Capsule
2353,Etomidate-Lipuro Inj 20mg/10ml,19050489,Etomidate 2 MG/ML Injectable Solution
2354,Etravil Tab 10mg,40162672,Amitriptyline Hydrochloride 10 MG Oral Tablet
2355,Etravil Tab 25mg,40162717,Amitriptyline Hydrochloride 25 MG Oral Tablet
2356,EuHib Inj(국가지원) 0.5ml,19113026,Haemophilus influenzae type b
2357,Eutropin AQ Inj 12unit(원외),19079653,Somatropin 4 MG/ML Injectable Solution
2358,Eutropin Inj 4unit,1584910,Somatropin
2359,Eutropin Inj 4unit,1585211,Somatropin 1.33 MG/ML Injectable Solution
2360,Evista Tab 60mg,44814412,Raloxifene Hydrochloride 60 MG Oral Tablet
2361,Evoprim Cap 40mg,19123763,gamma-Linolenate 40 MG Oral Capsule
2362,Evoprim(소아용) Soft Cap 80mg,19123765,gamma-Linolenate 80 MG Oral Capsule
2363,Excegran Tab 100mg,19066366,zonisamide 100 MG Oral Tablet
2364,Exelon Patch 10(9.5mg/24hr),42903310,rivastigmine 0.396 MG/HR Transdermal Patch
2365,Exelon Patch 15(13.35mg/24hr),42903154,rivastigmine 0.554 MG/HR Transdermal Patch
2366,Exelon Patch 5(4.6mg/24hr),42902782,rivastigmine 0.192 MG/HR Transdermal Patch
2367,Exforge Tab 5/160mg,1332527,Amlodipine 5 MG / valsartan 160 MG Oral Tablet
2368,Exforge Tab 5/80mg,1308842,valsartan
2369,Exforge Tab 5/80mg,1332418,Amlodipine
2370,Exoperine Tab 50mg,21604123,eperisone
2371,Extraneal 2L(기계용),19011035,Lactate
2372,Extraneal 2L(기계용),19011437,icodextrin
2373,Extraneal 2L(기계용),19036781,Calcium Chloride
2374,Extraneal 2L(기계용),19092849,Magnesium Chloride
2375,Extraneal 2L(기계용),967823,Sodium Chloride
2376,Extraneal 2L/TB,19011035,Lactate
2377,Extraneal 2L/TB,19011437,icodextrin
2378,Extraneal 2L/TB,19036781,Calcium Chloride
2379,Extraneal 2L/TB,19092849,Magnesium Chloride
2380,Extraneal 2L/TB,967823,Sodium Chloride
2381,Eylea Inj,40244266,aflibercept
2382,Ezetrol Tab 10mg,1526476,ezetimibe 10 MG Oral Tablet
2383,Factive Inj 200mg,1716721,gemifloxacin
2384,Factive Tab,19124327,gemifloxacin 320 MG Oral Tablet
2385,Famster Tab 250mg,1703608,famciclovir 250 MG Oral Tablet
2386,Famvir Tab 250mg,1703608,famciclovir 250 MG Oral Tablet
2387,Famvir Tab 750mg,1703605,famciclovir 750 MG Oral Tablet
2388,Fareston Tab 40mg,1342346,Toremifene
2389,Fastic Tab 120mg,1502829,nateglinide 120 MG Oral Tablet
2390,Fastic Tab 90mg,19107110,nateglinide 90 MG Oral Tablet
2391,FD Caine (1:10만)(처치용) 1.8ml,40226840,Epinephrine 0.01 MG/ML / Lidocaine Hydrochloride 20 MG/ML Injectable Solution
2392,Feburic Tab 80mg,19017747,febuxostat 80 MG Oral Tablet
2393,Femara Tab 2.5mg,19022830,letrozole 2.5 MG Oral Tablet
2394,Fenaca Inj.90mg,1124300,Diclofenac
2395,Fenatussin Cap 200mg,1163948,Guaifenesin 200 MG Oral Capsule
2396,Fentanyl Inj 0.1mg/2ml,19034073,Fentanyl 0.05 MG/ML Injectable Solution
2397,Fentanyl Inj 1000mcg/20ml,19034073,Fentanyl 0.05 MG/ML Injectable Solution
2398,Fentanyl inj 1000mcg/20ml(PP),19034073,Fentanyl 0.05 MG/ML Injectable Solution
2399,Fentanyl inj 500mcg/10ml(PP),1154106,Fentanyl 0.002 MG/ML Injectable Solution
2400,FENTANYL Inj 50mcg/1ml,19034073,Fentanyl 0.05 MG/ML Injectable Solution
2401,Feramin-Q Tab(원외),45775583,hypericin
2402,Feramin-Q Tab(원외),45776108,Cimicifuga simplex root extract
2403,FerBON Inj 300mg/30ml,1388826,Leucovorin 10 MG/ML Injectable Solution
2404,Ferbon Inj 50mg/5ml,1388826,Leucovorin 10 MG/ML Injectable Solution
2405,Ferbon Inj. 15mg/1ml,1388796,Leucovorin
2406,Ferbon Tab 5mg,1388800,Leucovorin 5 MG Oral Tablet
2407,Feroba-You SR 256mg,19107039,ferrous sulfate 256 MG Oral Tablet
2408,Ferrimond Ace Syr,1396131,ferrous sulfate
2409,Ferrum Kid Sol 45ml,43533015,ferric hydroxide
2410,Ferrum Kid Sol 45ml/Bot,43533015,ferric hydroxide
2411,Festal Gold Tab,43532122,PANCRELIPASE PROTEASE
2412,Festal Gold Tab,919204,Amylases
2413,Festal Gold Tab,926487,Pancreatin
2414,Festal Gold Tab,966991,Simethicone
2415,Festal Gold Tab,986515,CELLULASE
2416,Festal Gold Tab,990760,Lipase
2417,Festal Plus Tab,926487,Pancreatin
2418,Festal Plus Tab,966991,Simethicone
2419,Festal Plus Tab,986515,CELLULASE
2420,Festal Plus Tab,988095,Ursodeoxycholate
2421,Fexadin Cap.100mg,19103421,fenoverine 100 MG Oral Capsule
2422,Fiblast Spray 500mcg(80Puff/Bot),21601988,Other cicatrizants
2423,Finibax Inj 0.25g,1713905,doripenem
2424,Finte Tab 40mg,21601746,Dihydropyridine derivatives
2425,Flacin Tab 100mg,19106088,Ofloxacin 100 MG Oral Tablet
2426,Flagyl Inj 500mg,1707348,Metronidazole 5 MG/ML Injectable Solution
2427,Flarex Eye Drop 5ml/BOT,42708920,FLUOROMETHOLONE ACETATE 1 MG/ML Ophthalmic Suspension
2428,Flasinyl Tab 250mg,19080187,Metronidazole 250 MG Oral Tablet
2429,Fleet Enema 133ml,991740,"Sodium Phosphate, Dibasic 60 MG/ML / Sodium Phosphate, Monobasic 160 MG/ML Enema"
2430,Fleet Phospho-Soda 90ml,991732,"Sodium Phosphate, Dibasic 180 MG/ML / Sodium Phosphate, Monobasic 480 MG/ML Oral Solution"
2431,FliVAS Tab 75mg,21602667,Alpha-adrenoreceptor antagonists
2432,Flixonase Nasal Spray,42903015,Fluticasone propionate 0.05 MG/ACTUAT Nasal Inhaler
2433,Flixotide Diskus 250ug,40171041,Fluticasone propionate 0.25 MG/ML Inhalant Solution
2434,Flomox Gran(100mg/g),21602911,cefcapene
2435,Flomox Tab 100mg,21602911,cefcapene
2436,Florinef Tab 0.1mg,1555142,Fludrocortisone 0.1 MG Oral Tablet
2437,Flospan Tab 80mg,19041222,Phloroglucinol
2438,Fludex SR 1.5mg,19063005,Indapamide 1.5 MG Extended Release Oral Tablet
2439,Flumarin Inj 0.5g,40255562,flomoxef
2440,Flumazenil Inj 0.5mg/5ml,19027624,Flumazenil 0.1 MG/ML Injectable Solution
2441,Flumetholon Eye Drop 5ml(0.1%),19077438,Fluorometholone 1 MG/ML Ophthalmic Suspension
2442,Flunil Inj 0.5mg/5ml,19027624,Flumazenil 0.1 MG/ML Injectable Solution
2443,Flutiform Inhaler 125/5mcg(120D)(원외),1149380,fluticasone
2444,Flutiform Inhaler 125/5mcg(120D)(원외),1196677,formoterol
2445,Flutiform Inhaler 250/10mcg(120D)(원외),1149380,fluticasone
2446,Flutiform Inhaler 250/10mcg(120D)(원외),1196677,formoterol
2447,Foipan Tab 100mg,21601042,camostat
2448,Folic acid Tab 1mg,19077513,Folic Acid 1 MG Oral Tablet
2449,Folin Tab 1mg,19077513,Folic Acid 1 MG Oral Tablet
2450,Forlax Powder 10g,948515,Polyethylene Glycols
2451,Forsteo Inj,1521987,Teriparatide
2452,Fortimicin Inj 200mg,21602994,Other aminoglycosides
2453,Forxiga Tab 10mg,44785831,dapagliflozin 10 MG Oral Tablet
2454,Fosamax Plus D Tab 70mg/5600,40173609,Alendronic acid 70 MG / Cholecalciferol 5600 UNT Oral Tablet
2455,Fosamax Plus Tab 70mg,40173606,Alendronic acid 70 MG / Cholecalciferol 2800 UNT Oral Tablet
2456,Fosamax Tab 70mg,40173612,Alendronic acid 70 MG Oral Tablet
2457,Fosaqueen Tab 70mg,40173612,Alendronic acid 70 MG Oral Tablet
2458,Fostase Tab,21600698,"DIGESTIVES, INCL. ENZYMES"
2459,Foster 100/6 HFA 120dose,1115572,Beclomethasone
2460,Foster 100/6 HFA 120dose,1196677,formoterol
2461,Foy Inj 100mg,21601027,Other antithrombotic agents
2462,"Fragmin Inj 10,000unit/1ml/A",40176336,Dalteparin Sodium 10000 UNT/ML Injectable Solution
2463,Fragmin Inj 10000unit/0.4ml/PFS,42902755,Dalteparin Sodium 25000 UNT/ML Prefilled Syringe
2464,Fragmin Inj 2500unit/0.2ml/PFS,42903352,Dalteparin Sodium 12500 UNT/ML Prefilled Syringe
2465,Fragmin Inj 7500unit/0.3ml/PFS,42902755,Dalteparin Sodium 25000 UNT/ML Prefilled Syringe
2466,Fravasol 10% 500ml/Bag,19130902,Alanine 5.4 MG/ML / Arginine 12 MG/ML / Aspartate 3.2 MG/ML / Cysteine 0.24 MG/ML / Glutamate 5 MG/ML / Glycine 3.6 MG/ML / Histidine 4.8 MG/ML / Isoleucine 8.2 MG/ML / Leucine 1.4 MG/ML / Lysine 1.2 MG/ML / Methionine 3.4 MG/ML / Phenylalanine 4.8 MG/ML
2467,Fravasol 8.5% 500ml/Bag,19124969,Amino Acids
2468,Freamine 10% 250ml/Bag,19130902,Alanine 5.4 MG/ML / Arginine 12 MG/ML / Aspartate 3.2 MG/ML / Cysteine 0.24 MG/ML / Glutamate 5 MG/ML / Glycine 3.6 MG/ML / Histidine 4.8 MG/ML / Isoleucine 8.2 MG/ML / Leucine 1.4 MG/ML / Lysine 1.2 MG/ML / Methionine 3.4 MG/ML / Phenylalanine 4.8 MG/ML
2469,Freamine 10% 500ml/Bag,19130902,Alanine 5.4 MG/ML / Arginine 12 MG/ML / Aspartate 3.2 MG/ML / Cysteine 0.24 MG/ML / Glutamate 5 MG/ML / Glycine 3.6 MG/ML / Histidine 4.8 MG/ML / Isoleucine 8.2 MG/ML / Leucine 1.4 MG/ML / Lysine 1.2 MG/ML / Methionine 3.4 MG/ML / Phenylalanine 4.8 MG/ML
2470,Freamine 8.5% 500ml/Bag,19124969,Amino Acids
2471,Fresofol Inj 1% 200mg/20ml,753629,Propofol 10 MG/ML Injectable Suspension
2472,Fresofol Inj 1% 500mg/50ml,753629,Propofol 10 MG/ML Injectable Suspension
2473,Fresofol Inj 2%1000mg/50ml,753627,Propofol 20 MG/ML Injectable Suspension
2474,Fresofol MCT Inj 1% 150mg/15ml,753629,Propofol 10 MG/ML Injectable Suspension
2475,Fresofol MCT Inj 2% 1000mg/50ml,753627,Propofol 20 MG/ML Injectable Suspension
2476,Fuconal Cr 0.5% 15g,1754994,Fluconazole
2477,Fulcaliq 3호1103ml (Central),19010955,Cysteine
2478,Fulcaliq 3호1103ml (Central),19011773,Ascorbic Acid
2479,Fulcaliq 3호1103ml (Central),19024770,Biotin
2480,Fulcaliq 3호1103ml (Central),19037038,Calcium Gluconate
2481,Fulcaliq 3호1103ml (Central),19045045,Ergocalciferol
2482,Fulcaliq 3호1103ml (Central),19135931,Cyanocobalamin Co57
2483,Fulcard Tab 50mg,40169054,Flecainide Acetate 50 MG Oral Tablet
2484,Fullgram Cap 150mg,997892,Clindamycin 150 MG Oral Capsule
2485,Fullgram Inj 300mg/2ml,19030822,Clindamycin 150 MG/ML Injectable Solution
2486,Fullgram Inj 600mg/4ml,19030822,Clindamycin 150 MG/ML Injectable Solution
2487,Fungizone Inj 50mg,1717240,Amphotericin B
2488,Furtman Inj,19008897,manganese sulfate
2489,Furtman Inj,19044522,Zinc Sulfate
2490,Furtman Inj,19049877,chromic chloride
2491,Furtman Inj,19057346,Copper Sulfate
2492,FurTMAn Inj 2ml,19008897,manganese sulfate
2493,FurTMAn Inj 2ml,19044522,Zinc Sulfate
2494,FurTMAn Inj 2ml,19049877,chromic chloride
2495,FurTMAn Inj 2ml,19057346,Copper Sulfate
2496,Furtulone Cap 100mg,21601434,Pyrimidine analogues
2497,Futhan Inj 10mg,21601027,Other antithrombotic agents
2498,Futhan Inj 50mg,21601027,Other antithrombotic agents
2499,Gabapentin Cap 100mg,19077547,gabapentin 100 MG Oral Capsule
2500,Gabapentin Cap 300mg,19077548,gabapentin 300 MG Oral Capsule
2501,Gabapentin Cap 400mg,19077549,gabapentin 400 MG Oral Capsule
2502,Gabapentin Tab 600mg,19077550,gabapentin 600 MG Oral Tablet
2503,Galantase Pow,998598,ALPHA-D-GALACTOSIDASE ENZYME
2504,Galspa Soft Cap,21600517,Other drugs for bile therapy
2505,Galvus Met Tab 50/850mg(원외),1503297,Metformin
2506,Galvus Met Tab 50/850mg(원외),19122137,vildagliptin
2507,Galvus Tab 50mg,19129179,vildagliptin 50 MG Oral Tablet
2508,GalvusMet Tab 50/500mg(원외),1503297,Metformin
2509,GalvusMet Tab 50/500mg(원외),19122137,vildagliptin
2510,GAMbrosol 10 Trio 2L/TB,19011035,Lactate
2511,GAMbrosol 10 Trio 2L/TB,19036781,Calcium Chloride
2512,GAMbrosol 10 Trio 2L/TB,19092849,Magnesium Chloride
2513,GAMbrosol 10 Trio 2L/TB,19097059,DEXTROSE SOLUTION
2514,GAMbrosol 10 Trio 2L/TB,967823,Sodium Chloride
2515,"Gambrosol 10H(2L,4.0%)",19011035,Lactate
2516,"Gambrosol 10H(2L,4.0%)",19036781,Calcium Chloride
2517,"Gambrosol 10H(2L,4.0%)",19092849,Magnesium Chloride
2518,"Gambrosol 10H(2L,4.0%)",19097059,DEXTROSE SOLUTION
2519,"Gambrosol 10H(2L,4.0%)",967823,Sodium Chloride
2520,Ganamed Tab 50mg,21600483,Propulsives
2521,GanaTON Tab 50mg,21600483,Propulsives
2522,Gardasil(행사) Inj 0.5ml,529080,"0.5 ML L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.04 MG/ML Pre"
2523,GASmotin Pow 5mg/0.5g,19011339,mosapride
2524,Gasmotin Tab 5mg,19106796,mosapride 5 MG Oral Tablet
2525,Gasocol Liq 10ml/PAK,966991,Simethicone
2526,Gasocol Liq 2%,966991,Simethicone
2527,Gaster D Tab 20mg,19019002,Famotidine 20 MG Disintegrating Oral Tablet
2528,Gaster Inj 20mg,953076,Famotidine
2529,Gaster Tab 20mg,19077241,Famotidine 20 MG Oral Tablet
2530,Gastrex Granule 1.5g/PAK,21600109,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
2531,GASTROGRAFIN SOLN 100ml(조영제),21605375,diatrizoic acid
2532,Gatiflo Tab 200mg,19077575,gatifloxacin 200 MG Oral Tablet
2533,Gelma Susp,19068893,guaiazulene
2534,Gelma Susp,916662,dimethicone
2535,Gemtan Inj 1g,1314924,gemcitabine
2536,Gemtan Inj 200mg,1314924,gemcitabine
2537,Gemzar Inj 1g,1314924,gemcitabine
2538,Gemzar Inj 200mg,1314924,gemcitabine
2539,Genexol inj 100mg/16.7ml,19115202,Paclitaxel 5.88 MG/ML Injectable Solution
2540,Genotropin Inj 16unit,1584910,Somatropin
2541,Genotropin Inj 16unit,1585203,1 ML Somatropin 5 MG/ML Prefilled Syringe
2542,Gentamicin Inj 80mg/2ml,919345,Gentamicin Sulfate (USP)
2543,Ginexin-F Tab 40mg,1391913,Ginkgo biloba extract 40 MG Oral Tablet
2544,Ginexin-F Tab 80mg,1391915,Ginkgo biloba extract 80 MG Oral Tablet
2545,Glamin 500ml/Bot,19124969,Amino Acids
2546,Gliatilin Inj 1g/4ml,21604814,choline alfoscerate
2547,Gliatilin Soft Cap,19063928,Choline 400 MG Oral Capsule
2548,Glibomet Tab,19063991,Glyburide 2.5 MG / Metformin 400 MG Oral Tablet
2549,Glinib Tab 400mg,19102502,imatinib 400 MG Oral Tablet
2550,GlipTIDE Tab 200mg,21600117,sulglicotide
2551,Glivec Tab 100mg,19102501,imatinib 100 MG Oral Tablet
2552,Glucobay Tab 100mg,19021312,Acarbose 100 MG Oral Tablet
2553,Glucobay Tab 50mg,1529352,Acarbose 50 MG Oral Tablet
2554,Glucophage Tab 1000mg(원외),40164897,Metformin hydrochloride 1000 MG Oral Tablet
2555,Glucophage Tab 250mg,19106521,Metformin 250 MG Oral Tablet
2556,Glucophage Tab 500mg,40164929,Metformin hydrochloride 500 MG Oral Tablet
2557,Glucophage XR Tab 1000mg,40164894,Metformin hydrochloride 1000 MG Extended Release Oral Tablet
2558,Glupa Tab 850mg,40164946,Metformin hydrochloride 850 MG Oral Tablet
2559,Glurenorm Tab 30mg,19006931,gliquidone 30 MG Oral Tablet
2560,Gluriad Tab 500/2.5mg,40165997,Glyburide 2.5 MG / Metformin hydrochloride 500 MG Oral Tablet
2561,Glycomin Tab 250mg,19106521,Metformin 250 MG Oral Tablet
2562,Glycomin Tab 500mg,40164929,Metformin hydrochloride 500 MG Oral Tablet
2563,Glycopyrrolate Inj 0.2mg/1ml,963359,Glycopyrrolate 0.2 MG/ML Injectable Solution
2564,Glycopyrrolate Tab 1mg,963355,Glycopyrrolate 1 MG Oral Tablet
2565,GlyPRESSIN Inj 1mg,19007068,terlipressin 0.2 MG/ML Injectable Solution
2566,Godex Cap,19005046,pyridoxine
2567,Godex Cap,19050104,Carnitine
2568,Godex Cap,19071966,Adenine
2569,Godex Cap,19091701,Liver Extract
2570,Godex Cap,19135931,Cyanocobalamin Co57
2571,Grandaxin Tab 50mg,19107160,tofisopam 50 MG Oral Tablet
2572,Grandpaze-F Soft Cap,19005512,Trimebutine
2573,Grandpaze-F Soft Cap,19030387,Bromelains
2574,Grandpaze-F Soft Cap,19052817,Dehydrocholate
2575,Grandpaze-F Soft Cap,926487,Pancreatin
2576,Grandpaze-F Soft Cap,966991,Simethicone
2577,Grandpaze-F Tab,19005512,Trimebutine
2578,Grandpaze-F Tab,19030387,Bromelains
2579,Grandpaze-F Tab,19052817,Dehydrocholate
2580,Grandpaze-F Tab,926487,Pancreatin
2581,Grandpaze-F Tab,966991,Simethicone
2582,Grandpaze-S Tab,19005512,Trimebutine
2583,Grandpaze-S Tab,19030387,Bromelains
2584,Grandpaze-S Tab,19052817,Dehydrocholate
2585,Grandpaze-S Tab,926487,Pancreatin
2586,Grandpaze-S Tab,966991,Simethicone
2587,Grandpherol Soft Cap 400unit,19122821,Vitamin E D-Alpha 400 UNT Oral Capsule
2588,Grasin Inj 150mcg/0.6ml/PFS,1304850,Filgrastim
2589,Grasin Inj 300mcg/0.7ml/PFS,1304850,Filgrastim
2590,Grasin Inj 75mcg/0.3ml/PFS,1304850,Filgrastim
2591,Greenplast Q(냉동) Kit,1300673,Thrombin
2592,Greenplast Q(냉동) Kit,19044986,fibrinogen concentrate (human)
2593,Growtropin-Ⅱ Inj 4unit/0.5ml(원외),1585211,Somatropin 1.33 MG/ML Injectable Solution
2594,Growtropin-II Inj 16unit/2ml,1584910,Somatropin
2595,Gyno-betadine Vag. Tab,19007150,Povidone-Iodine 200 MG Vaginal Tablet
2596,H2 Inj 200mg/2ml,19062433,Cimetidine 100 MG/ML Injectable Solution
2597,H2 Tab 200mg,19018873,Cimetidine 200 MG Oral Tablet
2598,Halaven Inj 1mg/2ml,40230793,eribulin mesylate 0.5 MG/ML Injectable Solution
2599,Halcion Tab 0.25mg,704601,Triazolam 0.25 MG Oral Tablet
2600,Haloperidol Inj 5mg/1ml,19027427,Haloperidol 5 MG/ML Injectable Solution
2601,Hancerom Inj 1g,19001904,cefpirome
2602,Harmonilan(커피맛) Sol 200ml,19011773,Ascorbic Acid
2603,Harmonilan(커피맛) Sol 200ml,19024770,Biotin
2604,Harmonilan(커피맛) Sol 200ml,19058572,Calcium Citrate
2605,Harmonilan(커피맛) Sol 200ml,19088079,pantothenate
2606,Harmonilan(커피맛) Sol 200ml,19135931,Cyanocobalamin Co57
2607,Harmonilan(커피맛) Sol 200ml,42903982,corn extract
2608,Harnal Cap 0.2mg,924566,tamsulosin
2609,Harnal D Tab 0.2mg,924566,tamsulosin
2610,Havrix Inj 0.5ml/PFS (Hepatitis A Vacc.),529686,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe
2611,Havrix Inj 1ml(건진센터/직원용),529684,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe
2612,HD 500ml/Bag,19011035,Lactate
2613,HD 500ml/Bag,19036781,Calcium Chloride
2614,HD 500ml/Bag,19049105,Potassium Chloride
2615,HD 500ml/Bag,19097059,DEXTROSE SOLUTION
2616,HD 500ml/Bag,967823,Sodium Chloride
2617,Helocetin Cap 500mg,19062576,Chloramphenicol 500 MG Oral Capsule
2618,Hemocontin Tab,19000753,Ferrous glycine sulfate
2619,Hemocontin Tab,19005046,pyridoxine
2620,Hemocontin Tab,19048026,cobamamide
2621,Hemocontin Tab,19111620,Folic Acid
2622,Hemo-Q Liq  15ml,19069133,iron protein succinylate
2623,Hemosol BO 5L,19011035,Lactate
2624,Hemosol BO 5L,19036781,Calcium Chloride
2625,Hemosol BO 5L,19092849,Magnesium Chloride
2626,Hemosol BO 5L,939506,Sodium Bicarbonate
2627,Hemosol BO 5L,967823,Sodium Chloride
2628,Hepabig IV Inj 10ml(2000unit),501346,hepatitis B immune globulin 200 UNT/ML Injectable Solution
