localcodename,concept_id,CONCEPT_NAME
제넥솔 주 100mg/16.7ml/VI,1378382,Paclitaxel
카비드 츄어블정,19133750,Calcium Carbonate 1250 MG / Cholecalciferol 400 UNT Chewable Tablet
큐레틴 정,1314955,Bilberry extract
크레인 정,21601586,kallidinogenase
클란자에스 연질캅셀,19029393,aceclofenac
타미플루 캅셀 75mg,1799141,Oseltamivir 75 MG Oral Capsule
트라젠타 정 5mg,40239218,Linagliptin 5 MG Oral Tablet
플라비톨 정 75mg,19075601,clopidogrel 75 MG Oral Tablet
훌그램 캡슐 150mg,997892,Clindamycin 150 MG Oral Capsule
Abilify Tab 15mg,19096776,aripiprazole 15 MG Oral Tablet
Actifed Tab,40237822,Pseudoephedrine Hydrochloride 60 MG / Triprolidine Hydrochloride 2.5 MG Oral Tablet
Acupan Cap 30mg,19015602,Nefopam
Adalat Cap 10mg,19019309,Nifedipine 10 MG Oral Capsule
Aminophylline Inj 250mg/10ml,35603809,Aminophylline 25 MG/ML Injection
Amoxapen Cap 250mg,19073183,Amoxicillin 250 MG Oral Capsule
Atenolol Tab 25mg 대웅,19018811,Atenolol 25 MG Oral Tablet
BasPO Oint 10g,19027805,Bacitracin 0.4 UNT/MG / Neomycin 0.0035 MG/MG / Polymyxin B 5 UNT/MG Topical Ointment
BCG Vacc(백신비불포함)(피내용/국가지원),19015423,BCG Vaccine
Calmtop Inj 100mg/5ml,35604257,Irinotecan hydrochloride 20 MG/ML Injection
Catapress Tab 0.15mg(원외),42707371,Clonidine Hydrochloride 0.15 MG Oral Tablet
Ceroxim Tab 250mg,19075001,Cefuroxime 250 MG Oral Tablet
CiproUro ER Tab 500mg,1797580,Ciprofloxacin 500 MG Extended Release Oral Tablet
Comtan Tab 200mg,19082346,entacapone 200 MG Oral Tablet
Dopramin Inj 200mg/5ml,35606568,Dopamine Hydrochloride 40 MG/ML Injection
Dormicum Tab 7.5mg,708300,Midazolam 7.5 MG Oral Tablet
Doxifluridine Cap 200mg,21601434,Pyrimidine analogues
"Epokine 10,000unit/1ml/PFS",42903049,Epoetin Alfa 10000 UNT/ML Prefilled Syringe
Fastic Tab 90mg,19107110,nateglinide 90 MG Oral Tablet
Fentanyl Inj 500mcg/10ml,35603429,Fentanyl 0.05 MG/ML Injection
Finte Tab 40mg,21601746,Dihydropyridine derivatives
Fosaqueen Tab 70mg,40173612,Alendronic acid 70 MG Oral Tablet
Galvus Tab 50mg,19129179,vildagliptin 50 MG Oral Tablet
Jurnista Oros Tab 16mg,40174863,Hydromorphone Hydrochloride 16 MG Extended Release Oral Tablet
Ketotop 6매/PAK,1185922,Ketoprofen
Lamina-G 5% 1ml(50mg),19030059,alginic acid
Levotuss Tab 60mg,21603434,levodropropizine
LIDO/EPI(1:10만)(처치용) 2% 1.8ml,40226840,Epinephrine 0.01 MG/ML / Lidocaine Hydrochloride 20 MG/ML Injectable Solution
Lipidil Supra Tab,19101756,Fenofibrate 160 MG Extended Release Oral Tablet
Meverstin Tab 20mg,19019116,Lovastatin 20 MG Oral Tablet
Micardis Tab 40mg,19028935,telmisartan 40 MG Oral Tablet
Mvix S ODF 100mg(원외),21602645,Drugs used in erectile dysfunction
Nasea Inj 0.3mg/2ml,21600492,Serotonin (5HT3) antagonists
Nitren Tab 20mg,19020063,Nitrendipine 20 MG Oral Tablet
Norvasc Tab 10mg(원외),19073093,Amlodipine 10 MG Oral Tablet
Nystatin Syr 10만unit/ml,19079119,Nystatin 100000 UNT/ML Oral Suspension
Omnihexol 350 Inj 150ml(조영제),19080985,Iohexol
Pentasa SR Tab 500mg,19022285,mesalamine 500 MG Oral Tablet
Saizen Liquid Cartridge Inj 18unit(원외),35603710,Somatropin 5.83 MG/ML Cartridge
Stalevo 200 Tab,19127489,Carbidopa 50 MG / entacapone 200 MG / Levodopa 200 MG Oral Tablet
Theoclear Dry Syr(200mg/g),1237049,Theophylline
Triaxone Inj 0.5g,46287321,Ceftriaxone 500 MG Injection
Tygacil Inj 50mg,1742434,tigecycline 50 MG Injection
Valium Tab 2mg,19018909,Diazepam 2 MG Oral Tablet
Viagra Tab 50mg,19079498,sildenafil 50 MG Oral Tablet
Vibramycin-N Tab 100mg,46233711,doxycycline hyclate 100 MG Oral Tablet
Zofran Zydis Tab 4mg,19005965,Ondansetron 4 MG Disintegrating Oral Tablet
1:4 SD 1L/Bag,42481624,Glucose 40 MG/ML / Sodium Chloride 1.8 MG/ML Injectable Solution
4.25% 씨에이피디 3 밸런스 복강 투석액 2L,21601191,PERITONEAL DIALYTICS
노루모 에이 정,21600079,"Antacids, other combinations"
뉴트로진 주 50mcg,19009705,lenograstim
달마돔 정 15mg (향),42800767,Flurazepam Hydrochloride 15 MG Oral Tablet
로피바주사 7.5mg/ml(*20ml),35606482,Ropivacaine hydrochloride 7.5 MG/ML Injection
스텐드로 주 1ml/VI,21602656,"papaverine, combinations"
콜론라이트산 4L,43206252,POLYETHYLENE GLYCOL 3350 / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride / sodium sulfate Powder for Oral Solution
해피그라 정 50mg,19079498,sildenafil 50 MG Oral Tablet
후라젠틸정,19060407,secnidazole 500 MG Oral Tablet
Aspirin Tab 500mg 신풍,1112896,Aspirin 500 MG Oral Tablet
Baraclude(3년) Tab 0.5mg,1711248,entecavir 0.5 MG Oral Tablet
Bezalip 200mg,19022174,Bezafibrate 200 MG Oral Tablet
Cancidas Inj 50mg,1718059,Caspofungin acetate 50 MG Injection
Clomiphene Tab 50mg(원외),40236648,Clomiphene Citrate 50 MG Oral Tablet
Cough Syr,21603437,Opium derivatives and expectorants
Effexacin Inj 400mg,19060154,Pefloxacin 80 MG/ML Injectable Solution
Festal Plus Tab,19066564,"ENZYMES,DIGESTIVE (PLANT)"
Furosinol Tab,19107553,Phloroglucinol 80 MG / trimethylphloroglucinol 80 MG Oral Tablet
Gaster Inj. 20mg,953076,Famotidine
Glycopyrrolate prefilled Inj. 0.2mg,963359,Glycopyrrolate 0.2 MG/ML Injectable Solution
Leucostim Inj 150mcg/0.6ml,1304850,Filgrastim
Menozol Vag.Tab 0.5mg,19108514,Diethylstilbestrol 0.5 MG Vaginal Suppository
Opticle Eye Drop 10ml(원외),19075115,Chloramphenicol 5 MG/ML Ophthalmic Solution
Paclitaxel Inj 30mg/5ml,1378385,Paclitaxel 6 MG/ML Injectable Solution
Perlinganit Inj 10mg/10ml,1361860,Nitroglycerin 1 MG/ML Injectable Solution
Persantin Tab.25mg,19076600,Dipyridamole 25 MG Oral Tablet
Phazyme-95 Tab,21600701,"multienzymes (lipase, protease etc.)"
Phenylephrine Nasal Liq,1135766,Phenylephrine
PPD(무상) 1.5ml,19010871,Tuberculin
Primene 10% 250ml/Bot,19124969,Amino Acids
Renormal Tab,21600069,ordinary salt combinations
Rescouph Tab. 37.5mg,19044719,zipeprol
Serazyme Tab.5mg,19060296,serratiopeptidase 5 MG Delayed Release Oral Tablet
Smoflipid 20% 250ml/Bot,43145535,Fish Oils 30 MG/ML / Medium chain triglycerides 60 MG/ML / Soybean Oil 60 MG/ML / olive oil 50 MG/ML Injectable Suspension
Solin Oral Solution (90ml/BOT),991732,"Sodium Phosphate, Dibasic 180 MG/ML / Sodium Phosphate, Monobasic 480 MG/ML Oral Solution"
Tachosil(9.5x4.8x0.5cm),21601059,combinations
Vizisense 320 Inj 50ml(조영제),19003201,iodixanol
(마)명문염산페치딘주사 50mg/1ml,40165020,Meperidine Hydrochloride 50 MG/ML Injectable Solution
5% D/S 1L/BOT,36249702,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injection
근화플루코나졸캡슐 50mg,1755001,Fluconazole 50 MG Oral Capsule
글루콘산클로르헥시닌가글250ML,1790982,chlorhexidine gluconate 1.2 MG/ML Mouthwash
노보믹스50플렉스펜주 100IU/ml(*3ml),42902356,"Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Pen Injector"
동아타나트릴 정 10mg,19101751,imidapril 10 MG Oral Tablet
동아트랑센 캅셀 5mg (향),790315,Clorazepate Dipotassium 5 MG Oral Capsule
디아미크롱 정 80mg,19059797,Gliclazide 80 MG Oral Tablet
리피토 정 20mg,19123592,atorvastatin 20 MG Oral Tablet
마이오 스태트 주사-인공수정체,35604751,Carbachol 0.1 MG/ML Injection
마이코스타틴시럽,19079119,Nystatin 100000 UNT/ML Oral Suspension
부스론 정 5mg,40167443,buspirone hydrochloride 5 MG Oral Tablet
삼남로페라마이드 캡슐 2mg,40184727,Loperamide Hydrochloride 2 MG Oral Capsule
세니탈 정 100mg,19029394,aceclofenac 100 MG Oral Tablet
세비프록스액 100ml/BT,950176,ciclopirox 15 MG/ML Medicated Shampoo
세피라드 주 1g/VI,21602905,cefpiramide
셀셉트 캅셀,19021102,mycophenolate mofetil 250 MG Oral Capsule
스멕타 현탁액 20ml,21600637,diosmectite
암비솜 주 50mg(수),40175779,amphotericin B liposomal 50 MG Injection
엘칸 주사 1g/AM,42628875,Levocarnitine 200 MG/ML Injection
오스테민 캅셀 250mg,19103697,Glucosamine Sulfate 250 MG Oral Capsule
올데카 캅셀 15mg,19102106,mepirodipine
이모박스 폴리오 주사,19129482,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution"
젤로다 정 150mg,19023529,capecitabine 150 MG Oral Tablet
카이로케인 주 25mg/10ml/AM,40226925,Levobupivacaine hydrochloride 2.5 MG/ML Injectable Solution
칸데모어 정 16mg,1351583,candesartan cilexetil 16 MG Oral Tablet
파스틱 정 30mg,19107111,nateglinide 30 MG Oral Tablet
프레드포르테 점안액 5ml,43526395,prednisolone acetate 10 MG/ML Ophthalmic Suspension
플라빅스 정 75mg,19075601,clopidogrel 75 MG Oral Tablet
하이네콜 정 25mg,40162835,Bethanechol Chloride 25 MG Oral Tablet
훈기존 주 50mg/VI,19057592,Amphotericin B 50 MG Injection
Aprovel Tab 150mg,19022948,irbesartan 150 MG Oral Tablet
Arobest Tab 20mg,21604114,Other centrally acting agents
Augmentin Inj 0.6g,21042264,Amoxicillin 500 MG / Clavulanate 100 MG Injection
Bifen Cataplasma 6매/PAK,1156378,Flurbiprofen
Bonky Cap 0.25mcg,19074492,Calcitriol 0.00025 MG Oral Capsule
Botropase Inj 2ml,21601074,batroxobin
Brevibloc Inj 100mg/10ml,35603873,Esmolol hydrochloride 10 MG/ML Injection
Cadil Tab 1mg,1363057,Doxazosin 1 MG Oral Tablet
Cortisolu Inj 100mg,975505,Hydrocortisone 100 MG Injection
Diabex XR Tab 500mg,40164925,Metformin hydrochloride 500 MG Extended Release Oral Tablet
Edurant Tab 25mg,40238932,Rilpivirine 25 MG Oral Tablet
Epocelin Inj 1g,1777254,Ceftizoxime
Exelon Cap 1.5mg,733562,rivastigmine 1.5 MG Oral Capsule
Fullgram Cap 150mg,997892,Clindamycin 150 MG Oral Capsule
Gyno-betadine Vag. Tab,19105424,Povidone-Iodine 200 MG Vaginal Suppository
H2 Inj 200mg/2ml,19062433,Cimetidine 100 MG/ML Injectable Solution
Havrix Inj 0.5ml/PFS (Hepatitis A Vacc.),596876,"Hepatitis A Vaccine, Inactivated"
Hyalein Mini 0.1% Eye Drop,21094354,hyaluronate 1 MG/ML Ophthalmic Solution
Isoket Inj 10mg/10ml,19003962,Isosorbide Dinitrate 1 MG/ML Injectable Solution
Isoket spray (15ml),1383925,Isosorbide Dinitrate
Kapvay ER Tab 0.1mg,40227885,Clonidine Hydrochloride 0.1 MG Extended Release Oral Tablet
Kremezin Gran 2g,21605229,Antidotes
Lavopa Inj 50mg/5ml,40239867,Ritodrine hydrochloride 10 MG/ML Injectable Solution
Lido/Epi(1:10만) 2% 1.8ml,40226840,Epinephrine 0.01 MG/ML / Lidocaine Hydrochloride 20 MG/ML Injectable Solution
Mediaven Tab 10mg,19106355,naftazone 10 MG Oral Tablet
Mepivacaine HCl(처치용) Inj 400mg/20ml,40227177,Mepivacaine Hydrochloride 20 MG/ML Injectable Solution
Mirtapin Tab 7.5mg,19112586,Mirtazapine 7.5 MG Oral Tablet
Mylanta-II soln,19057064,Aluminum Hydroxide 80 MG/ML / Magnesium Hydroxide 80 MG/ML / Simethicone 8 MG/ML Oral Suspension
Neurontin Cap 300mg(원외),19077548,gabapentin 300 MG Oral Capsule
Orfil Retard Tab 300mg,42479243,Valproate 300 MG Extended Release Oral Tablet
Ovestin Vag Sup 0.5mg,19049082,Estriol 0.5 MG Vaginal Suppository
Paracaine Opth.Sol 0.5% 0.8ml,40243589,Proparacaine hydrochloride 5 MG/ML Ophthalmic Solution
Perkin Tab(100/25),789581,Carbidopa 25 MG / Levodopa 100 MG Oral Tablet
Pofol Inj 120mg/12ml,753629,Propofol 10 MG/ML Injectable Suspension
Protopic Oint(0.1%) 10g,950669,Tacrolimus 0.001 MG/MG Topical Ointment
Rosiden Gel 0.5%(30g),19008208,Piroxicam 0.005 MG/MG Topical Gel
Rytmonorm Tab 300mg,40165148,Propafenone Hydrochloride 300 MG Oral Tablet
Sevikar Tab 10/40mg(원외),19127432,Amlodipine 10 MG / Olmesartan medoxomil 40 MG Oral Tablet
Solian Tab 400mg,19101728,Amisulpride 400 MG Oral Tablet
Tarivid Eye Oint (3.5g/Tube),923081,Ofloxacin
Ultracet Tab,1103359,Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet
근화세파만돌나페이트주 1g/V,19070174,Cefamandole
뉴로피아 정 800mg,19106778,oxiracetam 800 MG Oral Tablet
데크롤 안약 5ML,40162321,Diclofenac Sodium 1 MG/ML Ophthalmic Solution
램시마 주 100mg/VI,19078524,infliximab 100 MG Injection
렌티블록 정 40mg,40173995,Sotalol Hydrochloride 40 MG Oral Tablet
무조날 외용액 1%,40180876,Terbinafine hydrochloride 10 MG/ML Topical Solution
미드푸린 2.5% 점안액 5ML/B,1135766,Phenylephrine
브이펜드 정 200mg,1714278,voriconazole 200 MG Oral Tablet
산도스타틴 라르 주 30mg,1522957,Octreotide
셀트리온 옥시메톨론 정,1525762,Oxymetholone 50 MG Oral Tablet
소타론 정 40mg,40173995,Sotalol Hydrochloride 40 MG Oral Tablet
아트로벤트 에어로솔 15ml,1112921,Ipratropium
울트라셋이알서방정,43135304,Acetaminophen / Tramadol Delayed Release Oral Tablet
제넥솔피엠 주 100mg/VI,1378385,Paclitaxel 6 MG/ML Injectable Solution
조비락스 안연고 4.5g,1703744,Acyclovir 0.03 MG/MG Ophthalmic Ointment
중외트로파민6%주 200ml/백,19124969,Amino Acids
중외헤파타민 주 500ml/백,19124969,Amino Acids
트리시브 정,21600128,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
휴물린 70/30 pen 3ml/관,46234234,"insulin human, isophane 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Pen Injector"
Actilyse Inj 50mg,19072961,alteplase 1 MG/ML Injectable Solution
Actos Tab 30mg(원외),19079293,pioglitazone 30 MG Oral Tablet
Beszyme Tab,21600699,Enzyme preparations
Cefpiran Inj. 1g,21602905,cefpiramide
Cisplatin Inj.10mg,19075392,Cisplatin 1 MG/ML Injectable Solution
DTI Inj 100mg,1311409,Dacarbazine
Fucidin Syr 50mg/ml,19010400,Fusidate
Gentamicin Cr 0.1%,919346,Gentamicin Sulfate (USP) 1 MG/ML Topical Cream
Gentamicin oph.soln.0.3% (5ml),19077601,Gentamicin Sulfate (USP) 3 MG/ML Ophthalmic Solution
Glucophage Tab.250mg,19106521,Metformin 250 MG Oral Tablet
Glucophage Tab.500mg,40164929,Metformin hydrochloride 500 MG Oral Tablet
Gommatil Tab 200mg,19136627,Sulpiride 200 MG Oral Tablet
Hexamedin 0.1%(250ml/BOT),1790812,Chlorhexidine
Hextol Tab 100mg,19106773,propentofylline 100 MG Oral Tablet
Hibiclen 4%,1791050,chlorhexidine gluconate 40 MG/ML Topical Solution
Isentress Tab 400mg,1712891,raltegravir 400 MG Oral Tablet
Kimotab Tab.,21604177,"trypsin, combinations"
Lac-Hydrin 12% 225g Lo,904827,ammonium lactate 120 MG/ML Topical Lotion
Linden Cream(1g/1ml),916773,Lindane 10 MG/ML Topical Cream
NeoCaf Inj 20mg/1ml,21603536,Respiratory stimulants
Noiromin Tab 300mg,45775583,hypericin
Orfil Inj 300mg/3ml,40237993,Valproic Acid 100 MG/ML Injectable Solution
Ostron Tab 35mg,40174494,risedronate sodium 35 MG Oral Tablet
Oxis Turbuhaler 4.5ug,21603311,Selective beta-2-adrenoreceptor agonists
Periocline Dental Oint(10mg/0.5g),1708880,Minocycline
Sanorex Tab 1mg(원외),794230,Mazindol 1 MG Oral Tablet
Stigmine Inj 0.5mg,717165,Neostigmine Methylsulfate 0.5 MG/ML Injectable Solution
Taurolin 2% 250ml/Bot,21014095,Taurolidine
Thioctacid Inj 600mg/24ml,1386670,Thioctate
Vacrax Tab 200mg,1703745,Acyclovir 200 MG Oral Tablet
Vaxigrip Inj 0.25ml/PFS,21601335,"influenza, inactivated, split virus or surface antigen"
(마취)푸카인 주사 0.5%(100mg)20ml,40225967,Bupivacaine Hydrochloride 5 MG/ML Injectable Solution
(수) 화레스톤정 40mg,1342346,Toremifene
(수)나보반 주사 5mg/5ml/AMP,19002831,tropisetron 1 MG/ML Injectable Solution
0.9% NS 100ml/POT (약국용),19079524,Sodium Chloride 9 MG/ML Injectable Solution
50% D/W 500ml/BOT,1560556,Glucose 500 MG/ML Injectable Solution
건일네틸마이신주100mg,19017588,Netilmicin 50 MG/ML Injectable Solution
나라믹 정 2.5mg,1118121,naratriptan 2.5 MG Oral Tablet
노보래피드 주 100IU/ml(*10ml),19078558,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution"
도란사민 캅셀 250mg,19103680,Tranexamic Acid 250 MG Oral Capsule
디에스겐타마이신주80MG,919532,Gentamicin Sulfate (USP) 40 MG/ML Injectable Solution
디크놀 주 2ml (페나카),1124300,Diclofenac
레바넥스 정 200mg,21600095,Proton pump inhibitors
로칸 정,1391915,Ginkgo biloba extract 80 MG Oral Tablet
리피토 정 10mg,1545997,atorvastatin 10 MG Oral Tablet
메티마졸 5MG,1504672,Methimazole 5 MG Oral Tablet
메푸친정,19028983,Procaterol 0.05 MG Oral Tablet
베시케어 정 5mg,916006,solifenacin succinate 5 MG Oral Tablet
볼루라이트 주 6% 500ml/PA,21601162,electrolytes with carbohydrates
브릴린타 정 90mg,40241188,Ticagrelor 90 MG Oral Tablet
비유피-4 정,19077093,propiverine
소마지나 정 500mg,40223466,Citicoline 500 MG Oral Tablet
심발타캡슐 30mg,19122148,duloxetine 30 MG Delayed Release Oral Capsule
아나프록스정 275mg,1115126,Naproxen sodium 275 MG Oral Tablet
에포카인 프리필드 3000IU(냉),42903049,Epoetin Alfa 10000 UNT/ML Prefilled Syringe
에포카인프리필드주 10000IU/1ml(냉),42903049,Epoetin Alfa 10000 UNT/ML Prefilled Syringe
옥시크로린 정 100mg,1777087,Hydroxychloroquine
조비락스 정주 250mg/VI,21071842,Acyclovir 250 MG Injection
카니틸 정 500mg,19107043,Acetylcarnitine 500 MG Oral Tablet
카소덱스 정 50mg,1344403,bicalutamide 50 MG Oral Tablet
컴비비어 정,19022896,Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet
콘로인 캅셀 400mg,1395598,Chondroitin Sulfates 400 MG Oral Capsule
크라모틴 정,1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet
트리암시놀론 주 40mg,40234038,Triamcinolone Acetonide 40 MG/ML Injectable Suspension
트리파몰 정 15mg,21601490,"Sulfonamides, plain"
프렉톤정 40MG,19050212,cicloxilic acid 40 MG Oral Tablet
해피그라 정 100mg,1316269,sildenafil 100 MG Oral Tablet
환인그란닥신 정 50mg,19107160,tofisopam 50 MG Oral Tablet
Aclaton Tab 50mg,21600139,"Synthetic anticholinergics, quaternary ammonium compounds"
Actemra Inj 400mg/20ml,46275119,tocilizumab 20 MG/ML Injection
ADM Inj 50mg (진방용),42629344,Doxorubicin Hydrochloride 50 MG Injection
Asthcontin Baby 100mg,42481430,Aminophylline 100 MG Extended Release Oral Tablet
Cacepin Tab 200mg,766842,quetiapine 200 MG Oral Tablet
Cal.gluconate Inj 2g/20ml,19037061,Calcium Gluconate 100 MG/ML Injectable Solution
Cefirad Inj 1g,21602905,cefpiramide
Ciprobay Inj 200mg/100ml,46287383,Ciprofloxacin 2 MG/ML Injection
Concerta Oros Tab 18mg,40236426,Methylphenidate Hydrochloride 18 MG Extended Release Oral Tablet
D.D.S. Tab 25mg,1711792,Dapsone 25 MG Oral Tablet
Depakine Inj 400mg,21141938,Valproate 400 MG Injection
Durogesic Patch(25mcg/hr),42902803,Fentanyl 0.025 MG/HR Transdermal System
Erdos Cap 300mg,19103434,erdosteine 300 MG Oral Capsule
Erdos Syr,19105308,erdosteine 35 MG/ML Oral Suspension
Evista Tab 60mg,44814412,Raloxifene Hydrochloride 60 MG Oral Tablet
Fentanyl Inj 0.1mg/2ml,35603429,Fentanyl 0.05 MG/ML Injection
Ferrum Kid Sol 45ml,43533015,ferric hydroxide
Flospan Tab 80mg,19041222,Phloroglucinol
Fosamax Tab 70mg(원외),40173612,Alendronic acid 70 MG Oral Tablet
Fumelon Eye Drop 0.6ml(원외),19077438,Fluorometholone 1 MG/ML Ophthalmic Suspension
Futhan Inj 10mg,21601027,Other antithrombotic agents
Gaster Tab 20mg,19077241,Famotidine 20 MG Oral Tablet
Invega ER Tab 3mg,19134800,paliperidone 3 MG Extended Release Oral Tablet
Ketas Cap 10mg,21601587,Other peripheral vasodilators
Lactison-HC 1%(20ml) 현탁액,19078284,Hydrocortisone 10 MG/ML Topical Solution
Letozole Tab 50mg,19071861,letosteine
Litain Inj 4% 800mg/20ml,35604529,Lidocaine Hydrochloride 40 MG/ML Injection
Methotrexate Tab 2.5mg,19007332,Methotrexate 2.5 MG Oral Tablet
Micardis Tab 80mg,19028936,telmisartan 80 MG Oral Tablet
Monurol Pow(3g/PAK),43162424,Fosfomycin 0.375 MG/MG Granules for Oral Solution
MVH Inj 5ml,21014096,Multivitamin preparation
Nexavar Tab 200mg,1363389,sorafenib 200 MG Oral Tablet
Norvasc Tab 5mg,1332419,Amlodipine 5 MG Oral Tablet
NovoMix 30 Flexpen Inj 300unit/3ml,42902356,"Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Pen Injector"
Omnicef Gran(100mg/1g),1796458,cefdinir
Orfil retard Tab 150mg,745466,Valproate
Polybutine Tab 100mg,19005513,Trimebutine 100 MG Oral Tablet
Potarose Vag. Liq (10%),1750197,Povidone-Iodine 100 MG/ML Douche
Proimer Tab 5mg,752280,Procyclidine 5 MG Oral Tablet
Rimatil Tab 100mg,21604032,bucillamine
Sandostatin Inj 0.1mg/1ml,46234196,Octreotide 0.1 MG/ML Injection
Sevikar Tab 5/40mg(원외),19127434,Amlodipine 5 MG / Olmesartan medoxomil 40 MG Oral Tablet
Sinemet Tab(250/25),789612,Carbidopa 25 MG / Levodopa 250 MG Oral Tablet
Singulair Chewable 5mg,1154195,montelukast 5 MG Chewable Tablet
Splendil-ER Tab 5mg,1353818,Felodipine 5 MG Extended Release Oral Tablet
Synovian Inj 60mg/3ml/PFS,42902939,Sodium Hyaluronate 20 MG/ML Prefilled Syringe
Talion Tab 10mg,40166571,bepotastine
TaZOPeran Inj 2.25g,46275427,Piperacillin 2000 MG / tazobactam 250 MG Injection
Thioctacid Tab 200mg,40241165,Thioctic Acid 200 MG Oral Tablet
Ultiva Inj 1mg,35605375,remifentanil 1 MG Injection
Vesicare Tab 10mg,916008,solifenacin succinate 10 MG Oral Tablet
Visipaque 320 Inj 200ml(조영제),19003201,iodixanol
Xanax Tab 0.5mg,19072934,Alprazolam 0.5 MG Oral Tablet
Xanax Tab 1mg,781062,Alprazolam 1 MG Oral Tablet
Zentel Tab 400mg,19006904,Albendazole 400 MG Oral Tablet
Zofran Inj 4mg/2ml,19070869,Ondansetron 2 MG/ML Injectable Solution
뉴모-23 백신,21601312,"pneumococcus, purified polysaccharides antigen"
라멥틸 정 50mg,705152,lamotrigine 50 MG Oral Tablet
로피드캅셀 300MG,19080792,Gemfibrozil 300 MG Oral Capsule
로피맥스 정 1mg,19080241,ropinirole 1 MG Oral Tablet
아다셀 주 0.5ml/VI,21601279,BACTERIAL VACCINES
알림타 주 500mg,1304919,pemetrexed
옥살리틴 주 5mg/ml(*30ml),1318011,oxaliplatin
인트랙 정 25mg,19022781,carvedilol 25 MG Oral Tablet
튜비스 정,21603120,"rifampicin, pyrazinamide, ethambutol and isoniazid"
헤라그라 세립 100mg,1316262,sildenafil
Alcaine Eye Drop(처치용) 0.5% 15ml,40243589,Proparacaine hydrochloride 5 MG/ML Ophthalmic Solution
Alimta Inj 500mg,1304919,pemetrexed
Craming Tab(원외),42799331,Caffeine 100 MG / Ergotamine Tartrate 1 MG Oral Tablet
Ctrilactitol 10g,19071236,lactitol
Easysb Susp 450ml(조영제),19011331,Barium Sulfate
Fasigyn Tab 500mg,1702560,Tinidazole 500 MG Oral Tablet
Fresofol Inj 1% 500mg/50ml,753629,Propofol 10 MG/ML Injectable Suspension
Gemtan Inj 2g,1314924,gemcitabine
Gromin Cap 25mg,40163063,Clomipramine Hydrochloride 25 MG Oral Capsule
Gyno-betadine Vag.Liq(10%),1750297,Povidone-Iodine 100 MG/ML Topical Solution
Losec 40mg IV,923648,Omeprazole 4 MG/ML Injectable Solution
Ovidrel Inj 250mcg ,1563600,Chorionic Gonadotropin
PN-Twin Inj.3호,21601159,combinations
Pontal Syr. 32.5mg/ml,1197736,Mefenamate
Relestat Eye Drop 0.05% 5ml,40165574,epinastine hydrochloride 0.5 MG/ML Ophthalmic Solution
Restasis Eye Drop(32EA/PAK),19010551,Cyclosporine 0.5 MG/ML Ophthalmic Suspension
Sepamin Tab. 25mg,40179680,Chlorpromazine hydrochloride 25 MG Oral Tablet
Surgam Tab. 200mg,19086932,Tiaprofenate 200 MG Oral Tablet
Tambocor Tab.50mg,40169054,Flecainide Acetate 50 MG Oral Tablet
Truvada Tab 300/200mg,1703093,emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet
Valium Inj. 10mg,19076374,Diazepam 5 MG/ML Injectable Solution
Vaspit Cream(10g/Tube),19104789,fluocortin butyl ester 7.5 MG/ML Topical Cream
Vaxar Tab 2mg,19011548,lacidipine 2 MG Oral Tablet
Videx EC Cap 400mg,19113115,Didanosine 400 MG Extended Release Oral Capsule
Vitamedin Cap 50mg,21600828,Vitamin B1 in combination with vitamin B6 and/or vitamin B12
Ziagen Tab 300mg,1736994,abacavir 300 MG Oral Tablet
Zydena Tab 50mg(원외),45893212,udenafil
(하원)세프트리악손 주 2g/VI,46287335,Ceftriaxone 2000 MG Injection
20% DW 300ml/Bot,36249593,Glucose 200 MG/ML Injection
5%포도당가생리식염액 1000ML,36249702,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injection
노바스탄 주 10mg/20ml/AM,1322207,argatroban
뉴트로진 주 250mcg,19009705,lenograstim
딜티아젬 서방정 90mg,19133612,Diltiazem Hydrochloride 90 MG Extended Release Oral Tablet
로세릴 네일라카 2.5ml/BT,21074998,Amorolfine 50 MG/ML Medicated nail lacquer
모빅 캅셀15mg,19103397,meloxicam 15 MG Oral Capsule
미라펙스 서방정 0.375mg,40173308,Pramipexole dihydrochloride 0.375 MG Extended Release Oral Tablet
심바스타 정 20mg,1539411,Simvastatin 20 MG Oral Tablet
아미로 정,40177829,Amiloride Hydrochloride 5 MG Oral Tablet
아이나정 100MG,1782573,isoniazid 100 MG Oral Tablet
