row,procedurename,concept_id,concept_name
2458,"Meniscectomy, External",4263550,Chondrectomy of semilunar cartilage of knee
2459,"Meniscectomy, Internal",4263550,Chondrectomy of semilunar cartilage of knee
2460,"Meniscus Repair,External or Internal",4343904,Repair of meniscus
2461,MENISECTOMY(int.or ext.),4263550,Chondrectomy of semilunar cartilage of knee
2462,"Menisectomy, External or Internal",4263550,Chondrectomy of semilunar cartilage of knee
2463,Mental N.B,4140397,Local anesthetic nerve block
2464,"MEP,Upper Extermity",2314142,Central motor evoked potential study (transcranial motor stimulation); upper limbs
2465,MES Monitoring( 미세색전모니터링),4306147,Diagnostic Doppler ultrasonography
2466,Mesenteric Lymph Node Biopsy,2003490,Exploratory laparotomy
2467,"METACARPAL,METATARSAL,FINGER",4106045,Closed reduction and fixation of fracture
2468,Metacholine challenge Test,4182203,Provocative test
2469,MEV-GREEN a=90g b=60g,40756993,"Multi-leaf collimator (MLC) device(s) for intensity modulated radiation therapy (IMRT), design and construction per IMRT plan"
2470,"MILE,OP(LYMPHNODE)",4022910,"Miles operation, complete proctectomy"
2471,Mile's Operation c LND,4022910,"Miles operation, complete proctectomy"
2472,"Milk, Sippy Diet Tube Feeding",4047288,Nasogastric feeding
2473,Miller-Dieker(FISH),4142271,Fluorescence in situ hybridization
2474,Mineral Density c C-T,2211824,"Computed tomography, bone mineral density study, 1 or more sites; axial skeleton (eg, hips, pelvis, spine)"
2475,MITRAL VALVE,4203153,Replacement of mitral valve
2476,MMPI-2,4195310,Minnesota multiphasic personality inventory
2477,MMPI-Ⅱ(성인용),4195310,Minnesota multiphasic personality inventory
2478,MMSE,2007707,Psychiatric mental status determination
2479,MMSE,2007707,Psychiatric mental status determination
2480,MMSE,2007707,Psychiatric mental status determination
2481,MMSE,2007707,Psychiatric mental status determination
2482,MMSE(신경과),2007707,Psychiatric mental status determination
2483,MMSE(NR용),2007707,Psychiatric mental status determination
2484,"MMSE,간이정신진단검사",2007707,Psychiatric mental status determination
2485,MMT(상지 또는 하지)-체간포함,2007522,Manual testing of muscle function
2486,MMT(상지 또는 하지)-체간포함,2314110,"Muscle testing, manual (separate procedure) with report; extremity (excluding hand) or trunk"
2487,MMT(전신),2007522,Manual testing of muscle function
2488,Modified- Maneuver(재활),2314175,"Canalith repositioning procedure(s) (eg, Epley maneuver, Semont maneuver), per day"
2489,Motor EP(upper extrimity),2314142,Central motor evoked potential study (transcranial motor stimulation); upper limbs
2490,Movement Disorder Rating Scale,4062733,Neurological screening
2491,"MR Read Out, 두경부",4149350,MRI of face
2492,"MR Read Out, 복부",4083230,MRI of abdomen
2493,"MR Read Out, Brain",2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
2494,MRI(복부-조영제미사용),4083230,MRI of abdomen
2495,MRI(안면-조영제미사용),4149350,MRI of face
2496,MRI(척추-요천추-조영제미사용),4082841,MRI of lumbar spine
2497,MRI(Spectroscopy),2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
2498,"MTX.Injection, Sono-guided",4306147,Diagnostic Doppler ultrasonography
2499,Multi CMI Test,4205590,Skin test
2500,Multi-Day into Injection,4194195,"Epidural injection of anesthetic substance, therapeutic, caudal, continuous"
2501,Muscle Puncture Biopsy,4324613,Fine needle aspiration biopsy of soft tissue
2502,Muscle/Nerve Ultrasound-guided Injection,4306147,Diagnostic Doppler ultrasonography
2503,Muscle/Nerve(carpal tunnel),4306147,Diagnostic Doppler ultrasonography
2504,Musculoskeletal sono-guided inj.,4306147,Diagnostic Doppler ultrasonography
2505,musculoskeletal sono-lymhoedema,4306147,Diagnostic Doppler ultrasonography
2506,Musculoskeletal USG,4306147,Diagnostic Doppler ultrasonography
2507,MYOCARDIUM SPECT(REST+STRESS),40756922,"Myocardial perfusion imaging, tomographic (SPECT) (including attenuation correction, qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed); single study, at rest or stress ("
2508,Myomectomy(Complex),4169931,Uterine myomectomy
2509,MYOMECTOMY(Subserosal),42872568,Laparoscopic myomectomy
2510,MYOMECTOMY(Subserosal),42872568,Laparoscopic myomectomy
2511,"Myomectomy, Abdominal,Complex",4169931,Uterine myomectomy
2512,"Myomectomy, Abdominal,Subserosal",4169931,Uterine myomectomy
2513,Myringoplasty,4245362,Myringoplasty
2514,MYRINGOPLASTY,4245362,Myringoplasty
2515,Nail extraction-ingrowing Nail,2102081,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal"
2516,Nail extraction-Simple,2102081,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal"
2517,Nasal Biopsy,4266866,Superficial fine needle aspiration biopsy
2518,NASAL CAVITY FOREIGNBODY ROMOV,2008179,Removal of intraluminal foreign body from nose without incision
2519,Nasal Packing(전비공팩킹),4034121,Vestibuloplasty
2520,NASAL POLYPECTOMY(SINGLE),2106138,"Excision, nasal polyp(s), simple"
2521,NASO PHARYNGOSCOPY,2001252,Pharyngoscopy
2522,NASOGASTRIC TUBE FEEDING,4047288,Nasogastric feeding
2523,Nasogastric Tube Feeding,4047288,Nasogastric feeding
2524,Nasogastric tube insertion,2007914,Insertion of other (naso-)gastric tube
2525,Nasogastric tube Lavage(others),2007958,Gastric lavage
2526,Nasolacrimal Duct Bougination,2111180,"Probing of nasolacrimal duct, with or without irrigation; with insertion of tube or stent"
2527,Nasolacrimal Duct Washing,2111180,"Probing of nasolacrimal duct, with or without irrigation; with insertion of tube or stent"
2528,Nasometer,44788943,Speech assessment
2529,Nasopharyngoscopy,2001252,Pharyngoscopy
2530,Nasopharyngoscopy,2001252,Pharyngoscopy
2531,Nasopharyngoscopy,2001252,Pharyngoscopy
2532,Nasopharynx Examination,2001252,Pharyngoscopy
2533,Natural Drainage and care after Operation,4124141,Continuous suction drainage
2534,NCV(체간)(NEUR),4064318,Nerve conduction testing
2535,"NCV, Others(RM)",4064318,Nerve conduction testing
2536,"NCV,Motor N.(하지,편측)(NEUR)",4064318,Nerve conduction testing
2537,"NCV,Sensory N.(상지,편측)(NEUR)",4198105,Nerve conduction study
2538,"NCV,Sensory(하지,편측)(NEUR)",4198105,Nerve conduction study
2539,"Nebulizer Inhalation,하기도",2007683,Respiratory medication administered by nebulizer
2540,NEBULIZER Treatment(lower airway),2007683,Respiratory medication administered by nebulizer
2541,"Neck Dissection(Uni),Radical,타수술과 동시실시",4064257,Excision of regional lymph nodes
2542,"Neck Lymph Dissect(Both),Selective,타수술과동시실시",2002322,"Radical neck dissection, bilateral"
2543,"Neck Lymph Dissect(Both)Modifi Radical,타수술과동시실시",2002322,"Radical neck dissection, bilateral"
2544,"Neck Lymph Dissect(Uni),Selective,타수술과동시실시",4122777,Selective neck dissection of cervical lymph nodes
2545,"Neck Lymph Dissect(Uni),Selective,타수술과동시실시",4122777,Selective neck dissection of cervical lymph nodes
2546,"Neck Lymph Dissect(Uni),Selective,타수술과동시실시",4122777,Selective neck dissection of cervical lymph nodes
2547,"Neck Lymph Dissect(Uni),Selective,타수술과동시실시시",4122777,Selective neck dissection of cervical lymph nodes
2548,NECK LYMPHATIC DISSECTION,2002311,"Radical neck dissection, unilateral"
2549,Neck lymphatic dissection,4122777,Selective neck dissection of cervical lymph nodes
2550,"Neck Lymphatic Dissection(Uni),타수술과 동시실시시",4064257,Excision of regional lymph nodes
2551,"Neck Lymphatic Dissection(Uni),Radical,타수술과동시실시",4064257,Excision of regional lymph nodes
2552,"Neck Lymphatic Dissection(Uni),Selective",4122777,Selective neck dissection of cervical lymph nodes
2553,"Neck Lymphatic Dissection(Uni),Selective",4122777,Selective neck dissection of cervical lymph nodes
2554,"Neck Lymphatic Dissection(Uni),Selective",4122777,Selective neck dissection of cervical lymph nodes
2555,"Neck Lymphatic Dissection,Selective(편측)",4122777,Selective neck dissection of cervical lymph nodes
2556,Neck Node Biopsy,4266866,Superficial fine needle aspiration biopsy
2557,NECK USG,4306147,Diagnostic Doppler ultrasonography
2558,Neck(Thyroid) Aspiration Biopsy c U/S,4306147,Diagnostic Doppler ultrasonography
2559,Needle Localization(breast),4034161,Pre-biopsy localization of breast lesion
2560,NELATON CATHETERIZATION,4250000,Urethral catheterization
2561,Nelaton Catheterization,4250000,Urethral catheterization
2562,NEPHRECTOMY NEPHRECTOMY TRANSP,4045251,Donor nephrectomy
2563,NEPHRECTOMY RADICAL TOTAL NEPH,4022014,Radical nephrectomy
2564,"Nephrectomy, Donor, for Transplantation",4045251,Donor nephrectomy
2565,"Nephrectomy, Radical,(LN Dissection)",4022014,Radical nephrectomy
2566,Neurofeeback(20분) 4회,4040976,Behavioral therapy
2567,Neurofeeback(20분) 8회,4040976,Behavioral therapy
2568,Neurofeeback(20mins),4040976,Behavioral therapy
2569,Neurofeeback(30분) 4회,4040976,Behavioral therapy
2570,Neurofeeback(30분) 8회,4040976,Behavioral therapy
2571,Neurofeeback(30mins),4040976,Behavioral therapy
2572,NEUROLOGICAL EXAMINATION,2006999,Neurologic examination
2573,"Neurolysis,Major Peripheral Plexus(사지부,구간등)",2110816,"Neuroplasty, major peripheral nerve, arm or leg, open; other than specified"
2574,Neuronavigator(50%),2103014,"Computer-assisted surgical navigational procedure for musculoskeletal procedures, image-less (List separately in addition to code for primary procedure)"
2575,Neuronavigator(80%),2103014,"Computer-assisted surgical navigational procedure for musculoskeletal procedures, image-less (List separately in addition to code for primary procedure)"
2576,Neuroplasty of Peripheral Nerve,2110816,"Neuroplasty, major peripheral nerve, arm or leg, open; other than specified"
2577,"Neuroplasty of Peripheral Nerve, Large",2110816,"Neuroplasty, major peripheral nerve, arm or leg, open; other than specified"
2578,"Neuroplasty,Major Peripheral plexus",2110816,"Neuroplasty, major peripheral nerve, arm or leg, open; other than specified"
2579,"Neurorrhaphy, Hand or Foot",4250330,Neurorrhaphy
2580,"Neurorrhaphy,Hand or Foot",4250330,Neurorrhaphy
2581,NICU Portable Brain USG,4306147,Diagnostic Doppler ultrasonography
2582,Night Polysomonography,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
2583,Nitrazin Test,4249428,Nitrazine yellow stain method
2584,nitrazine test,4249428,Nitrazine yellow stain method
2585,Notchplasty,4343908,Ligament reconstruction
2586,Notchplasty,4072048,Reconstruction of tendon sheath
2587,NS-CDR,4012809,Dementia test
2588,NS-GDS,4012809,Dementia test
2589,NS-KMMSE,2007707,Psychiatric mental status determination
2590,NST,2110284,Fetal non-stress test
2591,NST,2110284,Fetal non-stress test
2592,Nucleotome Discectomy (1부위),40488920,Laminectomy and discectomy
2593,O/R of Nasal Bone Fracture,4114788,Reduction of fractured nasal bone
2594,"O/R Others, Hand, Foot",4200539,Open reduction of dislocation of finger
2595,"O/R Others, Hand, Foot",4239455,Open reduction of dislocation of toe
2596,"O/R Others, Hand, Foot",2104639,"Open treatment of metacarpal fracture, single, includes internal fixation, when performed, each bone"
2597,"O/R Others, Hand, Foot",2105734,"Open treatment of metatarsal fracture, includes internal fixation, when performed, each"
2598,"O/R Others, Hand, Foot L",4200539,Open reduction of dislocation of finger
2599,"O/R Others, Hand, Foot L",4239455,Open reduction of dislocation of toe
2600,"O/R Others, Hand, Foot L",2104639,"Open treatment of metacarpal fracture, single, includes internal fixation, when performed, each bone"
2601,"O/R Others, Hand, Foot L",2105734,"Open treatment of metatarsal fracture, includes internal fixation, when performed, each"
2602,OB US DR,40488298,Ultrasonography in first trimester
2603,OB US E1,40488298,Ultrasonography in first trimester
2604,OB US E1,40488298,Ultrasonography in first trimester
2605,"OB US E1,DR",40488298,Ultrasonography in first trimester
2606,OB US F1,40488298,Ultrasonography in first trimester
2607,OB US F2,4082534,Ultrasonography for antepartum monitoring of fetus
2608,OB US S1,4237338,Ultrasound scan for fetal anomaly
2609,OB US S2,4237338,Ultrasound scan for fetal anomaly
2610,OB US ST1,4082534,Ultrasonography for antepartum monitoring of fetus
2611,OB US ST2,4237338,Ultrasound scan for fetal anomaly
2612,OBGY U/S CS,4306147,Diagnostic Doppler ultrasonography
2613,OBGY U/S CSDR,4306147,Diagnostic Doppler ultrasonography
2614,OBGY U/S N,4306147,Diagnostic Doppler ultrasonography
2615,OBGY U/S NDR,4306147,Diagnostic Doppler ultrasonography
2616,OBGY U/S NF(A),4306147,Diagnostic Doppler ultrasonography
2617,OBGY U/S NF(B),4306147,Diagnostic Doppler ultrasonography
2618,Obstruction Nerve Block,4333963,Local anesthetic obturator nerve block
2619,Obtulator N.B(척수신경말초지차단술),4333963,Local anesthetic obturator nerve block
2620,Occipital N.B,4334897,Local anesthetic block of laryngeal nerve
2621,OCCLUSAL ADJUSTMENT(1치당),4122351,Occlusal adjustment
2622,"Occlusal Adjustment, Complex",4122351,Occlusal adjustment
2623,"Occlusal Adjustment, Simplex",4122351,Occlusal adjustment
2624,OCCUPATIONAL AND RECREATIONAL,2007675,Occupational therapy
2625,OCCUPATIONAL AND RECREATIONAL,2007673,Recreation therapy
2626,Occupational Simple Therapy,2007675,Occupational therapy
2627,Occupational Therapy,2007675,Occupational therapy
2628,Occupational Therapy,2007673,Recreation therapy
2629,OCT Ⅰ,43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2630,OCT Ⅱ,43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2631,"OCT(망막재진,단안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2632,"OCT(망막재진,양안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2633,"OCT(망막초진,단안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2634,"OCT(망막초진,양안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2635,"OCT(재진녹내장 복합, 양안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2636,"OCT(재진녹내장 복합,단안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2637,"OCT(재진녹내장,단안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2638,"OCT(재진녹내장,양안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2639,"OCT(초진녹내장 복합, 양안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2640,"OCT(초진녹내장 복합,단안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2641,"OCT(초진녹내장,단안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2642,"OCT(초진녹내장,양안)",43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2643,Ocular Motor Function test and convergence test (D,2111074,"Unlisted procedure, ocular muscle"
2644,Off pump CABG(2개소이상),4305852,Off-pump coronary artery bypass
2645,Olfactometry,4091871,Olfaction test
2646,Olfactometry,4091871,Olfaction test
2647,ONA (Bilateral),43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2648,ONA (Unilateral),43527880,"Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr"
2649,One visit endodontics(deciduous,4208099,Endodontic procedure
2650,ONE VISIT FILLING(1치당),2001122,Restoration of tooth by filling
2651,Only cleaning or debriment wd,4311933,Debridement of wound of skin
2652,OP for urinary incontinence,2003935,Other repair of urinary stress incontinence
2653,"OP. for Cataract or Lens,Phacoemulsification",2000581,Phacoemulsification and aspiration of cataract
2654,"OP. for Incisional Hernia, Others",44513882,Other specified primary repair of incisional hernia
2655,OPD CPAP Titration,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
2656,OPD Overnight Polysomnography,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
2657,OPD Overnight Polysomnography(f/u),2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
2658,OPD Split-night Polysomnography,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
2659,Opeculectomy of Pericoromitis,2108697,"Operculectomy, excision pericoronal tissues"
2660,Open Acromioclavicular Decompression,4343908,Ligament reconstruction
2661,Open Acromioclavicular Decompression,4072048,Reconstruction of tendon sheath
2662,Open Adhesiolysis of Joint,4343908,Ligament reconstruction
2663,Open Adhesiolysis of Joint,4072048,Reconstruction of tendon sheath
2664,Open Multiple Reduction L,4313570,Open reduction of fracture
2665,"Open Reduation of Fracture, Bimalleolus",2005454,"Open reduction of fracture without internal fixation, radius and ulna"
2666,open reduc(tibia&fibula.ulna&r,2005454,"Open reduction of fracture without internal fixation, radius and ulna"
2667,"open reduc.(tibia,fibula,ulna,",4238865,Open reduction of fracture of fibula
2668,"open reduc.(tibia,fibula,ulna,",4172914,Open reduction of fracture of radius
2669,"open reduc.(tibia,fibula,ulna,",4291951,Open reduction of open ulnar shaft fracture
2670,"open reduc.(tibia,fibula,ulna,",2105422,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of fibula only"
2671,OPEN REDUCTION,4279632,Open reduction of fracture of zygoma or zygomatic arch
2672,OPEN REDUCTION FRACTURE EXTREM,4200539,Open reduction of dislocation of finger
2673,OPEN REDUCTION FRACTURE EXTREM,4239455,Open reduction of dislocation of toe
2674,OPEN REDUCTION FRACTURE EXTREM,2104639,"Open treatment of metacarpal fracture, single, includes internal fixation, when performed, each bone"
2675,OPEN REDUCTION FRACTURE EXTREM,2105734,"Open treatment of metatarsal fracture, includes internal fixation, when performed, each"
2676,OPEN REDUCTION OF FRACTURE,2103476,"Open treatment and/or reduction of vertebral fracture(s) and/or dislocation(s), posterior approach, 1 fractured vertebra or dislocated segment; each additional fractured vertebra or dislocated segment (List separately in addition to code for primary proce"
2677,"Open Reduction of Fracture(Metacarpal,Metatarsal,Finger,Toe)",4200539,Open reduction of dislocation of finger
2678,"Open Reduction of Fracture(Metacarpal,Metatarsal,Finger,Toe)",4239455,Open reduction of dislocation of toe
2679,"Open Reduction of Fracture(Metacarpal,Metatarsal,Finger,Toe)",2104639,"Open treatment of metacarpal fracture, single, includes internal fixation, when performed, each bone"
2680,"Open Reduction of Fracture(Metacarpal,Metatarsal,Finger,Toe)",2105734,"Open treatment of metatarsal fracture, includes internal fixation, when performed, each"
2681,"Open Reduction of Fracture, Carpal or Tarsal bone",43531173,Open reduction of dislocation of patellofemoral joint
2682,"Open Reduction of Fracture, Carpal or Tarsal bone",2104301,"Open treatment of carpal bone fracture (other than carpal scaphoid [navicular]), each bone"
2683,"Open Reduction of Fracture, Carpal or Tarsal bone",2103733,"Open treatment of clavicular fracture, includes internal fixation, when performed"
2684,"Open Reduction of Fracture, Carpal or Tarsal bone",2105720,"Open treatment of tarsal bone fracture (except talus and calcaneus), includes internal fixation, when performed, each"
2685,"Open Reduction of Fracture, Clavicle",43531173,Open reduction of dislocation of patellofemoral joint
2686,"Open Reduction of Fracture, Clavicle",2104301,"Open treatment of carpal bone fracture (other than carpal scaphoid [navicular]), each bone"
2687,"Open Reduction of Fracture, Clavicle",2103733,"Open treatment of clavicular fracture, includes internal fixation, when performed"
2688,"Open Reduction of Fracture, Clavicle",2105720,"Open treatment of tarsal bone fracture (except talus and calcaneus), includes internal fixation, when performed, each"
2689,"Open Reduction of Fracture, Femur",4286744,Open reduction of fracture of femur
2690,"Open Reduction of Fracture, Fibula",4238865,Open reduction of fracture of fibula
2691,"Open Reduction of Fracture, Fibula",4172914,Open reduction of fracture of radius
2692,"Open Reduction of Fracture, Fibula",4291951,Open reduction of open ulnar shaft fracture
2693,"Open Reduction of Fracture, Fibula",2105422,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of fibula only"
2694,"Open Reduction of Fracture, Humerus",2103757,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed"
2695,"Open Reduction of Fracture, Humerus",2103754,"Open treatment of scapular fracture (body, glenoid or acromion) includes internal fixation, when performed"
2696,"Open Reduction of Fracture, Patella",43531173,Open reduction of dislocation of patellofemoral joint
2697,"Open Reduction of Fracture, Patella",2104301,"Open treatment of carpal bone fracture (other than carpal scaphoid [navicular]), each bone"
2698,"Open Reduction of Fracture, Patella",2103733,"Open treatment of clavicular fracture, includes internal fixation, when performed"
2699,"Open Reduction of Fracture, Patella",2105720,"Open treatment of tarsal bone fracture (except talus and calcaneus), includes internal fixation, when performed, each"
2700,"Open Reduction of Fracture, Radius",4238865,Open reduction of fracture of fibula
2701,"Open Reduction of Fracture, Radius",4172914,Open reduction of fracture of radius
2702,"Open Reduction of Fracture, Radius",4291951,Open reduction of open ulnar shaft fracture
2703,"Open Reduction of Fracture, Radius",2105422,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of fibula only"
2704,"Open Reduction of Fracture, Radius and Ulna",2005454,"Open reduction of fracture without internal fixation, radius and ulna"
2705,"Open Reduction of Fracture, Scapula",2103757,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed"
2706,"Open Reduction of Fracture, Scapula",2103754,"Open treatment of scapular fracture (body, glenoid or acromion) includes internal fixation, when performed"
2707,"Open Reduction of Fracture, Sternum",43531173,Open reduction of dislocation of patellofemoral joint
2708,"Open Reduction of Fracture, Sternum",2104301,"Open treatment of carpal bone fracture (other than carpal scaphoid [navicular]), each bone"
2709,"Open Reduction of Fracture, Sternum",2103733,"Open treatment of clavicular fracture, includes internal fixation, when performed"
2710,"Open Reduction of Fracture, Sternum",2105720,"Open treatment of tarsal bone fracture (except talus and calcaneus), includes internal fixation, when performed, each"
2711,"Open Reduction of Fracture, Tibia",4238865,Open reduction of fracture of fibula
2712,"Open Reduction of Fracture, Tibia",4172914,Open reduction of fracture of radius
2713,"Open Reduction of Fracture, Tibia",4291951,Open reduction of open ulnar shaft fracture
2714,"Open Reduction of Fracture, Tibia",2105422,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of fibula only"
2715,"Open Reduction of Fracture, Tibia and Fibula",2005454,"Open reduction of fracture without internal fixation, radius and ulna"
2716,"Open Reduction of Fracture, Trimalleolus",2005454,"Open reduction of fracture without internal fixation, radius and ulna"
2717,"Open Reduction of Fracture, Ulna",4238865,Open reduction of fracture of fibula
2718,"Open Reduction of Fracture, Ulna",4172914,Open reduction of fracture of radius
2719,"Open Reduction of Fracture, Ulna",4291951,Open reduction of open ulnar shaft fracture
2720,"Open Reduction of Fracture, Ulna",2105422,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of fibula only"
2721,"Open Reduction of Joint Dislocation, Clavicle",43531173,Open reduction of dislocation of patellofemoral joint
2722,"Open Reduction of Joint Dislocation, Clavicle",2104301,"Open treatment of carpal bone fracture (other than carpal scaphoid [navicular]), each bone"
2723,"Open Reduction of Joint Dislocation, Clavicle",2103733,"Open treatment of clavicular fracture, includes internal fixation, when performed"
2724,"Open Reduction of Joint Dislocation, Clavicle",2105720,"Open treatment of tarsal bone fracture (except talus and calcaneus), includes internal fixation, when performed, each"
2725,Open Reduction of Nasal Fracture,4114788,Reduction of fractured nasal bone
2726,Open Reduction of Zygomatic Bone Fracture,4279632,Open reduction of fracture of zygoma or zygomatic arch
2727,open reduction(humerus),2103757,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed"
2728,open reduction(humerus),2103754,"Open treatment of scapular fracture (body, glenoid or acromion) includes internal fixation, when performed"
2729,OPEN REDUCTION(OTHERS),4200539,Open reduction of dislocation of finger
2730,OPEN REDUCTION(OTHERS),4239455,Open reduction of dislocation of toe
2731,OPEN REDUCTION(OTHERS),2104639,"Open treatment of metacarpal fracture, single, includes internal fixation, when performed, each bone"
2732,OPEN REDUCTION(OTHERS),2105734,"Open treatment of metatarsal fracture, includes internal fixation, when performed, each"
2733,OPERATION FOR AFTER CATARACT,2000589,Excision of secondary membrane [after cataract]
2734,Operation for After Cataract,2000589,Excision of secondary membrane [after cataract]
2735,Operation for After Cataract,2000589,Excision of secondary membrane [after cataract]
2736,Operation for after cataract,2000589,Excision of secondary membrane [after cataract]
2737,OPERATION FOR INCISIONAL HERNI,44513882,Other specified primary repair of incisional hernia
2738,Operation for Ingrowing Nail,2102081,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal"
2739,OPERATION FOR INGROWING NAIL),2102081,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal"
2740,OPERATION FOR INTRA CRANIAL AN-Simple,4224511,"Application of clamp to cerebral aneurysm, Crutchfield or Silverstone"
2741,OPERATION FOR MYOSITIS,4106035,Drainage of intramuscular abscess
2742,Operation for Torticollis,2103381,"Division of sternocleidomastoid for torticollis, open operation; with cast application"
2743,Operation for Torticollis M,2103381,"Division of sternocleidomastoid for torticollis, open operation; with cast application"
2744,OPERATION INTESTINAL OBSTRUCTI,4273758,Partial resection of intestine with anastomosis
2745,Operation of Atrophic Rhinitis(bilateral),4034121,Vestibuloplasty
2746,"Operation of Entropion,광범위(피부와피하,근육,검판등 교정)",4293475,Repair of entropion
2747,"Operation of Entropion,단순",4293475,Repair of entropion
2748,"Operation of Myositis, Other",4106035,Drainage of intramuscular abscess
2749,"Operation of Pterygium, Transplantation",4224000,Transposition of pterygium
2750,"Operation of Squint(단순,단일 안근)",4214521,Strabismus surgery
2751,"Operation of Squint(단순,복수 안근)",4214521,Strabismus surgery
2752,"Operation of Squint(복잡,복수안근)",4214521,Strabismus surgery
2753,Operation of TB Peritonitis,2003490,Exploratory laparotomy
2754,"Operation of Torticollis, Open",2103381,"Division of sternocleidomastoid for torticollis, open operation; with cast application"
2755,OPERATION ON PROCIDENTIA,2110187,"Vaginal hysterectomy, with total or partial vaginectomy; with repair of enterocele"
2756,Operration of Pterygium (Flap Ttansposition etc),4224000,Transposition of pterygium
