localcodename,concept_id,CONCEPT_NAME
MEISTER,4159813,Guide wire
micrd screw 2mm(204-1202),45773261,"Craniofacial bone screw, non-bioabsorbable"
mini screw 2.0mm*6mm(202-2006),45773261,"Craniofacial bone screw, non-bioabsorbable"
MUTIPLECLIP APPLIER   MCM,45758369,"Ligation clip, metallic"
NEW YOGIPS-SHORT LEG/HSL-620(N),4160285,Short leg splint
OSTEOBOND BONE CEMENT 40G,4245414,Bone cement
PDS 4-0   W9077,45758967,Polydioxanone suture
PEHAHAFT LATEX FREE 4cmX4m,2721403,"Compression bandage, roll"
PERITONEAL CATHETER(OPEN-END) 43522,4150035,Peritoneal catheter
PESSARY RING-S #7,45764229,Uterus-supporting pessary
PIGTAIL  CORDIS   5Fr.,45771910,"Angiographic catheter, single-use"
POLYSORB 3/0 GL33MG,45758977,Polyglactin suture
POLYSORB 5/0 GL885,45758977,Polyglactin suture
POPLOK ANCHOR PKO-4500,45759990,Surgical binding material anchor
Pouch Bag 38mm,4225137,Colostomy bag
PRO ROOT MTA 2G,4107622,Root canal filling material
Prolene 3/0 W8522,4262269,Sterile polypropylene monofilament suture
PROLENE 4-0 W8761,4262269,Sterile polypropylene monofilament suture
PRONOVA 7/0 W7423H,45758493,Polyvinylidene fluoride suture
PROXIMATE LINEAR CUTTER TCT10,45765043,"Open-surgery manual linear cutting stapler, single-use"
PROXIMATE TX30&60 LINEAR STAPLER,45765046,"Open-surgery manual linear stapler, single-use"
PTCA wire(ATW) cordis,45761299,"Cardiac catheter guidewire, single-use"
PULSIVE OXIMETER SPO2 SENSOR(NELLCOR) P,40491434,Pulse oximeter
RADI ANALYZER(PRESSURE WIRE),4160627,Intracoronary pressure guide wire
RECONSTRUCTION PLATE STR. 10H이하,4098108,Bone plate
RHINO RAPID NASAL PAC 7.5CM(CAT.NO.750),4041621,Packing material
S-B TUBE 20FR,4230995,Sengstaken-Blakemore tube
Silastic T-Tube(4-0),4119524,Biliary T-tube
SPARC SLING SYSTEM,2615781,"Repair device, urinary, incontinence, with sling graft"
STATLOCK CV PLUS VCDP,4271310,Tubular bandage
STATLOCK FOLEY VFDSS,4271310,Tubular bandage
SURGI BRA(양쪽형) XL-b,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
SURGIPRO 4/0 VP557X,4262269,Sterile polypropylene monofilament suture
SURGIPRO II 5/0 VP-710X,4262269,Sterile polypropylene monofilament suture
TECNIS MONOFOCAL INTRAOCULAR LENS ZA9003,4208975,Intraocular lens implant
THORACOPORT 15MM 179307,45761308,"Cardiovascular/thoracic trocar, single-use"
THR MULTIPOLAR BIPOLAR CUP(삼라),45763037,Femoral head bipolar component
TIBIAL TUNNEL CANNULA AR1802D,45764775,Arthroscopic access cannula kit
TRACHEOSTOMY TUBE 7.5,4121540,Tracheostomy tube cuff
TRIPOL LINA LAPAROSCOPIC STR. 5005,37397099,"Endoscopic electrosurgical electrode, bipolar, single-use"
URINE BAG 2000cc,4184824,Urinary collection bag
Urine Meter,4184824,Urinary collection bag
VENT. CANNULA (로얄)   13Fr.,45768101,Cardiovascular cannula
VENTRICULAR CATHETER(STANDARD) 41101,4234117,Ventricular intracranial catheter
VERSASTEP 15MM(Trocar),45763434,Laparoscopic trocar
Vicryl 6/0 W9981,45758977,Polyglactin suture
VICRYL PLUS 4/0 VCP714D,45758977,Polyglactin suture
VICRYL PLUS ANTI BACTERIAL SUTURE 3/0 VCP1215E,45758959,"Polyglactin suture, antimicrobial"
VICRYL PLUS ANTIBACTERIAL SUTURE 1/0-VCPB840D,45758959,"Polyglactin suture, antimicrobial"
WIRE TUBE REINFORCED CUFFED 118-40,4149922,Armored endotracheal tube
Yasagil A-Clip FE623,45761998,Aneurysm clip
Yasagil A-Clip FE728,45761998,Aneurysm clip
YASAGIL MINI ANEURYSM CLIP PERMAN  FT724T,45761998,Aneurysm clip
YASAGIL STAND ANEURYSM CLIP FT824T PERMAN ,45761998,Aneurysm clip
ZUMA CORONARY GUIDING CATHETER 6F-AL 1.0,45761363,Coronary artery guide catheter
레노폼F 5CMx5CM,4296919,Polyurethane foam film dressing sterile without adhesive border 5cm x 5cm square
BIATAIN SILICONE LITE 7.5*7.5CM(33444),4269331,Polyurethane foam film dressing sterile with adhesive border 7.5cm x 7.5cm square
ENDOBUTTON CL,4207693,Suture button
GLOBAL SPINAL FIXATION SYSTEM ROD-121이상,37018272,Interspinous spinal fixation implant
ICP Probe 3,4230994,Intracranial pressure catheter
JUDKINS(L) USCI   7Fr. 3.5,45771910,"Angiographic catheter, single-use"
LIQUIBAND OPTIMA 0.5G,4122789,Surgical adhesive
"MAXON 5/0 6147-21(60CM 3/8-12MM,D)",45759086,Polyglyconate suture
MINI PLATE LEFT 18MM(210-0012),45764348,"Craniofacial fixation plate, non-bioabsorbable"
PENUMBRA SYSTEM-REPERFUSION CATHETER,4282745,Coronary perfusion catheter
PESSARY INCONTINENCE   #4,45765677,Vaginal contraceptive pessary
PHYSIOTULLE WOUND CONTACT LAYER 10CMX20CM,4219811,Hydrocolloid hydrofiber dressing
SUGITA ANEURYSM CLIP LARGE   BAYONET. L 14,45761998,Aneurysm clip
UNIVENT BRONCHUS TUBE 6.0,4327418,Endotracheal tube with bronchial blocker
2-WAY FOLEY CATHETER 20FR(S),2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
5F Infusion catheter,45758082,Peripheral/coronary vascular infusion catheter
교정용 MINI AUTO SCREW 5MM 20-AT-005,45773261,"Craniofacial bone screw, non-bioabsorbable"
메디터치 5 친수성 10CM*20CM*0.2CM,45763990,"Exudate-absorbent dressing, hydrophilic-gel"
메피렉스 10CMX10CM,4270180,Soft silicone wound contact dressing with polyurethane foam film backing sterile 10cm x 10cm
베타폼 T(BETAFOAM T) 5x5CM / 3mm,4224205,Polyurethane foam sterile film dressing
복강경 Dx-lapa,45767955,Laparoscopic surgical procedure kit
코수술(비-간단)용 BURR & SAW,4008955,Surgical saw
"ACRYSOF(MA60BM, MA30BA)",4208975,Intraocular lens implant
ALLEVYN GENTLE BORDER-LITE 5.5CMX12CM(3CMX9.5CM),4224205,Polyurethane foam sterile film dressing
ALTERNA PLATES 60MM,4224190,Stoma flange
AMBIX ANAPA AC1002,4331086,Infusion pump
AMPLAZT(L) 6FR-ALII,45771910,"Angiographic catheter, single-use"
ANGIO CATHETER OMNIFLUSH,45771910,"Angiographic catheter, single-use"
ANGIOGRAPHY CATHETER,45771910,"Angiographic catheter, single-use"
AORTIC CANNULA   24Fr 8MM,45763508,Aorta cannula
ATELOPLUG CD-PLUG 31(15*25MM),4135787,Absorbable collagen sponge bone graft product
AUTO SUTURE ENDO GIA 30 D.L.U 2.5,45765044,"Endoscopic manual linear cutting stapler, single-use"
AUTOSUTURE GIA 60 D.L.U 4.8 cartrige,45765046,"Open-surgery manual linear stapler, single-use"
BARD PEEL AWAY INTRODUCER SHEATH,45761573,Catheter introducer
BAROVAC 100ML SS100LD,45761279,Closed-wound drainage reservoir suction bulb
BAROVAC 100ML SS100M+,45761279,Closed-wound drainage reservoir suction bulb
BERENSTEIN VISCERAL CATHETER   S5.0-35-70-BS10,45771910,"Angiographic catheter, single-use"
BLACK SILK 1 W215,45760330,"Silk suture, sterile"
BLACK SILK 3-0   W328,45760330,"Silk suture, sterile"
BLACK SILK 3-0 GS67M,45760330,"Silk suture, sterile"
Broncho Catheter TM 35Lt,45761254,Bronchial balloon catheter
C.A.P.D TENCKHOFF CATH 31CM,40487896,Tenckhoff catheter
CANCELLOUS CHIP/COARSE 4-10mm 15cc,4128972,Allograft cancellous bone
CD HORIZON SMOOTH RODS 121MM이상,4118610,Rod fixation system
CHALLENGER TI-P SM,45758369,"Ligation clip, metallic"
CHEMO NEEDLE(WING SET) 19G,40489932,Butterfly needle
CHEST TUBE,45759690,Thoracic drain
Chromic 1 C0163,45761207,"Catgut suture, chromic"
COMPRESSION SURGI BRA(레나) L,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
CORTICAL SCREW   4.5/56MM,4239189,Bone screw
CORTICAL SCREW   4.5/60MM,4239189,Bone screw
DEFIBRILLATION ELECTRODE(EDGE SYSTEM) 소아용,45770938,Defibrillator electrode
DORC PNEUMATIC VITRECTOME 1267TTCD,45765007,Vitrectomy system micro-cutting unit
DUCT OCCLUD PDA COIL,4232673,Patent ductus closure prosthesis
DUODERM EXTRATHIN 2X4,4222039,Hydrocolloid dressing
DVT-3000 SLEEVE 허벅지형 S,2616705,"Segmental pneumatic appliance for use with pneumatic compressor, full leg"
DYNA SCREW PIN(선경),4231019,External fixator pin
ECHELON 60 ENDOPATH STAPLER SC60,45765044,"Endoscopic manual linear cutting stapler, single-use"
ECHELON 60 GOLD RELOAD CARTRIDGE ECR60D,45765044,"Endoscopic manual linear cutting stapler, single-use"
ECHELON FLEX 60 ENDOPATH LINEAR CUTTER EC60A,45765044,"Endoscopic manual linear cutting stapler, single-use"
Endo Tube Cuff 4.5 (우삼),4331031,Endotracheal tube cuff
Endo Tube Uncuff 4.5,4097216,Endotracheal tube
ENDOCLIP,45758369,"Ligation clip, metallic"
ENDOTRACHEAL TUBE UNCUFF 4.5FR(우삼),4097216,Endotracheal tube
FLEXIMA APD CATHETER,2615756,"Catheter, drainage"
Guide Wire TSCF-32-260-3J,4159813,Guide wire
HEMOSTASIS INTRODUCER 6.5F-0.038'-12CM,45761573,Catheter introducer
IABP CATHETER,4096399,Intra-aortic balloon catheter
JUDKINS (L) 6FR-3.5,45771910,"Angiographic catheter, single-use"
JUDKINS TRIGUIDE-PLUS G/C SCIMED,45761363,Coronary artery guide catheter
Kaltostat 10*20cm,4222037,Calcium alginate dressing
LAPA APPENDECTOMY 재료비용,45767955,Laparoscopic surgical procedure kit
LC-DCP CORTEX SCREW TIT.   4.5/42MM,4239189,Bone screw
LC-DCP FOREARM PLATE   3.5/10H,4106989,LC-DCP plate
LC-DCP FOREARM PLATE   3.5/9H,4106989,LC-DCP plate
Liga Clip LT200,45758369,"Ligation clip, metallic"
LOTUS(CV3-400D),45763231,Laparoscopic electrosurgical scissors
Lyoplant 6*14,4104097,Dural substitute
MAHURKAR CATHETER SET   16CM CVD,42872871,Hemodialysis catheter
MEDPORE SELLAR IMPLANT,45761346,Cranioplasty sheet
MEDTRONIC P/S MEDICAL STRATA VALVES- NSC SMALL(423,45767331,Cerebrospinal fluid shunt valve programmer
Mersilk 5/0 W595,45760330,"Silk suture, sterile"
MICRO PLATE CURVED 6H 12-CD-006,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MICRO PLATE STRAIGHT 18H 12-ST-018,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MICRO SCREW 1.2*12MM 12-MC-012,45773261,"Craniofacial bone screw, non-bioabsorbable"
MICRO SCREW 1.2*2MM 12-MC-002,45773261,"Craniofacial bone screw, non-bioabsorbable"
MICRO SCREW 25-072-05,45773261,"Craniofacial bone screw, non-bioabsorbable"
Micro screw 3mm(204-1203),45773261,"Craniofacial bone screw, non-bioabsorbable"
MICROPUNCTURE WIRE GUIDE,4159813,Guide wire
MICROPUNCTURE WIRE GUIDE(COOK),4159813,Guide wire
MINI PLATE LEFT 18MM 20-LL-104,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MINI PLATE RIGHT 15MM 20-LR-224,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MINI SCREW 2.0*18MM 20-MN-018,45773261,"Craniofacial bone screw, non-bioabsorbable"
MONOSYN 1/0 HR40S(4*45),45772825,Synthetic bioabsorbable suture
MONOSYN 4/0 DS16,45772825,Synthetic bioabsorbable suture
NATURA PLUS POUCH 투명 57mm,4225137,Colostomy bag
NEXGEN CR ARTICULAR SURFACE(슬관절치환용),45771650,Mobile-bearing total knee prosthesis
NICOM SENSORS,4254068,Sensor device
NITINOL WIRE WITH PLATINUM TIP,4159813,Guide wire
NYLON,45758903,"Nylon suture, monofilament"
PCI introducer,45761573,Catheter introducer
PERCUFLEX PLUS STENT 7FR/24CM,4120252,Ureteric stent
PROLENE 3-0   W8525,4262269,Sterile polypropylene monofilament suture
Prolene 5/0 8710,4262269,Sterile polypropylene monofilament suture
Prolene 6/0 W8597,4262269,Sterile polypropylene monofilament suture
PROXIMATE TX60G LINEAR STAPLER,45765046,"Open-surgery manual linear stapler, single-use"
PTBD CATHETER   ULT-8.5-40-9-32S-BCL,45762340,Drainage biliary catheter
PULSIVE OXIMETER SPO2 SENSOR(NELLCOR) A,40491434,Pulse oximeter
RECONSTRUCTION PLATE   8HX94MM,4098108,Bone plate
RESORB X SCREW 2.0MM이상,45764342,"Craniofacial bone screw, bioabsorbable"
Safil 1 C1048057,45758561,Polyglycolic acid suture
Safil 2/0 C1078731,45758561,Polyglycolic acid suture
SCLEROSING NEEDLE 20G(지인),45768128,Endotherapy needle
SENSURA 2PC BASE PLATE CONVEX 40/15-23MM,4224190,Stoma flange
SENSURA 2PC ILEOSTOMY BAG 60MM(투명),4218999,Ileostomy bag
SILASTIC SHEET 20-10 0.1,4107638,Silastic - sheeting
SILICON SPONGE 5MM S5-6320,4042164,Silicone implant
SINGLE USE CIRCULAR STAPLER CS32,45771219,Intraluminal circular stapler
SOFSILK 4/0 GS-46-M,45760330,"Silk suture, sterile"
SOFT SILK 6/0 S-1750,45760330,"Silk suture, sterile"
STANDARD COOK WIRE 200CM이상(ANGIOGRAPHY용),4159813,Guide wire
SUPERFIX 10CM*10M,4229928,Surgical adhesive tape
SURGI BRA LARGE LT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
SURGIFIX #3,4224366,Elasticated net tubular stockinette
T.P.N FILTER 0.2 MICRON,4023557,Filter
TA STAPLER   60-3.5,45765046,"Open-surgery manual linear stapler, single-use"
TAPERGUARD E-TUBE CUFFED 5.5,4331031,Endotracheal tube cuff
TEFLON CATHETER T-9.0-65-45-M-NS-TJC,45771910,"Angiographic catheter, single-use"
TI-VICRYL 2/0 V1216H,45758977,Polyglactin suture
TKR LOSPA TIBIAL BASEPLATE(코렌텍),2720091,"Replacement, socket, below knee, molded to patient model"
"TRACOE TWIST TUBE(302), 5.0MM",4044008,Tracheostomy tube
"TRACOE TWIST TUBE(302), 7.0MM",4044008,Tracheostomy tube
Transfer Pack(600ml),45760967,Blood transfer set
ULTRA THIN  MEDITECH   5Fr. 8.0(20)75,4259287,Angioplasty balloon catheter
URO-SOFT STENT,4120252,Ureteric stent
UROSOFT URE. STENT SET(INTRA-OP) 4.7F/16CM,4120252,Ureteric stent
UROSTOMY/COLO 2PC BASE PLATE 40/15-23MM(함몰형),4224190,Stoma flange
U-TRACTOR X-LARGE,45764864,Externally-anchored laparoscopic retractor
VECTRA ,45768051,Spinal fixation plate
VENOUS CANNULA   14FR,4124293,Venous cannula
VENTRICULAR CATHETER   VP41101,4234117,Ventricular intracranial catheter
VICRYL 4/0 W9067,45758977,Polyglactin suture
V-LOC 90 3/0 ENDO ABSORBABLE SUTURE VLOCM1744,4085090,Absorbable ligature
WIRE TUBE(SHERIDAN) CUFFED 7.5MM NASAL/ORAL ,4149922,Armored endotracheal tube
XCEL BLADLESS 5MM TROCAR 75MM B5ST,45763434,Laparoscopic trocar
Y-ADAPTER(FOR PTCA)   ,4121560,Y connector
Yasagil A-Clip (FE682),45761998,Aneurysm clip
Yasagil A-Clip (FE710),45761998,Aneurysm clip
YASAGIL STAND ANEURYSM CLIP FT747T PERMAN ,45761998,Aneurysm clip
YASAGIL STAND ANEURYSM CLIP FT806T PERMAN ,45761998,Aneurysm clip
YOUNG WOUND SILVER DRESSING 9*10CM,4224207,Non-woven fabric backed adhesive dressing
ZUMA PTCA G/C(JR),45761363,Coronary artery guide catheter
베타폼에프(BETAFOAM F) 10x10CM(5x5CM) / 2mm,4296919,Polyurethane foam film dressing sterile without adhesive border 5cm x 5cm square
치과필름(표준필름),45772852,Dental x-ray film
ACCOLADE CEMENTLESS FEMORAL STEM(스타바이오),45761776,"Coated femoral stem prosthesis, modular"
BIOLOX (BALL) HEAD,45761725,Ceramic femoral head prosthesis
Chromic 5/0 W653,45761207,"Catgut suture, chromic"
CORTEX SCREW 3.5,4239189,Bone screw
ENBD NASOBILIARY DRAINAGE TUBE   7Fr.,4154026,Nasobiliary tube
HUMAN BRONCHO CATHETER 33,45761254,Bronchial balloon catheter
JUDKINS(R) CATHETER USCI   7Fr. 3.5,45771910,"Angiographic catheter, single-use"
JUGGERKNOT SOFT ANCHOR 1.4mm Single Loaded,45764261,"Soft-tissue anchor, bioabsorbable"
NC BANDIT   3.0,45768093,Coronary angioplasty balloon catheter
NEURO PLATE-BURR HOLE,45761339,Cranial bur hole cover
PTCA G/W GALEO HYDRO,45761691,Coronary artery catheter guidewire extension
TAPERGUARD ENDOTRACHEAL TUBE 6.5,4097216,Endotracheal tube
고관절치환용 Actebular Cup(엔도텍),45761793,Acetabular shell
"척추 및 척수수술에 사용한 BURR,SAW 등 절삭기류",4008955,Surgical saw
척추고정술용 HOOK 장치(잠금장치포함)-메디프로,45768050,Internal spinal fixation system
"치과관련 절제,적출,골수염수술용 BURR & SAW",4008955,Surgical saw
큐패드 지혈제,45767972,Hemostatic agent
ACCU-SHEATH INTRODUCER SYSTEM- 9FR이하/16CM이하,45761573,Catheter introducer
ADVANTAGESOFC.A.T.S,45768153,Blood autotransfusion system
ALLEVYN THIN 10*10,4296916,Polyurethane foam film dressing sterile without adhesive border 10cm x 10cm square
AMPLATZ(R)  BRITE TIP DURALYN    CORDIS   7Fr. 1,45761363,Coronary artery guide catheter
ANGIO CATHETER OMNIFLUSH 4FR,45771910,"Angiographic catheter, single-use"
ANTI EMBOLISM STOCKING THIGH(BAND) XL(광혜),4082555,Antithromboembolic stockings
Antibacterial Foley Cath 14Fr.,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
APTUS DISTAL RADIUS LOCKING PLATE,4098108,Bone plate
AQUACEL 10X10,4219811,Hydrocolloid hydrofiber dressing
Auto Suture ENDO GIA II 45 D.L.U 3.5,45765044,"Endoscopic manual linear cutting stapler, single-use"
AUTOSUTURE TA,45765046,"Open-surgery manual linear stapler, single-use"
AUTOTRANSDUCER DOUBLE,45760920,Blood pressure transducer set
BAROVAC 400ML PP400L,45761279,Closed-wound drainage reservoir suction bulb
BAROVAC-SS400ML(십자형 24FR),45761279,Closed-wound drainage reservoir suction bulb
BIO INTERFERENCE SCREW,45764250,"Internal orthopedic fixation system, plate/screw, bioabsorbable"
BIOPSY FORCEP FB-39Q-1,45768039,Endotherapy forceps
BLACK SILK-SK421,45760330,"Silk suture, sterile"
CAST SCOTCH ONE STEP SPLINT 4 *15',2614911,"Special casting material (e.g., fiberglass)"
CHALLENGER TI ML,45758369,"Ligation clip, metallic"
CLO-SUR PLUS PAD,4219052,Hemostat
CONTOUR EMBOLI 150-250,4008498,Embolization particulate
CORIDS STENT   4.0(15),45767945,Coronary artery stent
CORTICAL SCREW   4.5/36MM,4239189,Bone screw
CRANOFIX(FF100T) 11MM,45761758,Cranial bone flap fixation clamp
CROSS G/W NT,45761299,"Cardiac catheter guidewire, single-use"
DERMABOND PROPEN APP6,4117603,Wound glue
DERMALON 2/0 1727-51,45758903,"Nylon suture, monofilament"
DISPOSABLE INFUSION PUMP(AUTOMED 3200) 150ML,45758185,Patient-controlled analgesia infusion pump
DISPOSABLE INFUSION PUMP(AUTOMED 3200) 250ML,45758185,Patient-controlled analgesia infusion pump
DOPPLER FLOWIRE CARDIOMETRICS 014,4155959,Intracoronary Doppler guide wire
DST EEA 25-4.8,45771219,Intraluminal circular stapler
DUODERM CGF 6X6,4222039,Hydrocolloid dressing
DYCAL,4334041,Dental filling material
EHL PROBE A9408,4148812,Electrohydraulic lithotripter probe
ENDO GIA Tri-Stapler D.L.U 45BLACK,45765044,"Endoscopic manual linear cutting stapler, single-use"
ENDO KNOT VICRYL   JK10G,45760236,Suture knot-tying device
ENDO LASER PROBE 55.21,4106021,Laser probe
Endo Tube Cuff 7.5 (우삼),4331031,Endotracheal tube cuff
ENDOSCOPIC LAP TROCAR 5MM,45763434,Laparoscopic trocar
ENDOTRACHEAL TUBE CUFF 7.5,4331031,Endotracheal tube cuff
"ENDOTRACHEAL TUBE RAE, NASAL CUFFED 7.5",4148970,Nasal RAE endotracheal tube
ETHILON 6/0 W1600T,45758903,"Nylon suture, monofilament"
EZ-RAP SHOULDER S,2719834,"Shoulder orthosis, shoulder joint design, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment"
FIXING ROLL 10*10M,4229928,Surgical adhesive tape
FRAME PLATE 1.6 14*14 SQUARE 2*2H,45764348,"Craniofacial fixation plate, non-bioabsorbable"
GIA STAPLER 60-2.5,45765046,"Open-surgery manual linear stapler, single-use"
GORE-TEX CV-6 6KO2A,45758786,Polytetrafluoroethylene suture
GT GUIDE WIRE 180CM,4159813,Guide wire
GUIDE WIRE TERUMO   038(S)-150,4159813,Guide wire
HEALTHPORT,4134858,Implantable venous access port
HEATED CIRCUIT DISP.EVAQUQ(ADULT) RT340,45767464,"Respiratory gas heating wire, infant"
HEMA INTRODUCER       DIAG   7.5Fr./11,45761573,Catheter introducer
HEMOCONCENTRATOR HPH1000,4129956,Hemoconcentrator
I-GEL SUPRAGLOTTIC AIRWAY,4106029,Laryngeal mask
JUDKINS ANGIO CATH(정성),45771910,"Angiographic catheter, single-use"
LC-DCP CANCELLOUS SCREW FULL THREAD   4.0/35MM,4239189,Bone screw
LC-DCP CANCELLOUS SCREW FULL THREAD   4.0/45MM,4239189,Bone screw
LINEAR STAPLER HEAVY TX30G ,45765046,"Open-surgery manual linear stapler, single-use"
Locking Head Screw 3.5mm,4105219,Locking screw
MACROSORB MESH(안과용) 30*36*0.5MM,45764347,"Craniofacial fixation plate, bioabsorbable"
"Maxi Screw 2.4*6-20mm,2.7*6,8,12mm",45773261,"Craniofacial bone screw, non-bioabsorbable"
MAXON 4-0   6552-31,45759086,Polyglyconate suture
Mersilk 6/0 W812,45760330,"Silk suture, sterile"
MICRO PLATE STRAIGHT 8H(212-0028),45764348,"Craniofacial fixation plate, non-bioabsorbable"
MINI SCREW 2.0*12MM(202-2012),45773261,"Craniofacial bone screw, non-bioabsorbable"
Monosyn 4/0 22014,45772825,Synthetic bioabsorbable suture
MULTIFIX C,4271310,Tubular bandage
MUSTANG BALLOON DILATATION CATHETER SMALL (2-5 MM),4259287,Angioplasty balloon catheter
NATURA STOMAHESIVE(WAFER) 100MM,4224190,Stoma flange
NEPHROSTOMY BALLOON CATHETER   Z-14FR,45773438,Nephrostomy catheter
NEW IMAGE COLOSTOMY LOCK`N ROLL POUCH 70mm,4225137,Colostomy bag
NEW IMAGE FLANGE 70mm,4224190,Stoma flange
Niti-s vascula stent,4232657,Vascular stent
"OCTO PORT(OT301,3CM)",45763258,Laparoscopic multi-instrument access port
PALL FILTER - PXL-8K(PC),45763459,"Apheresis system column, selective leukocyte adsorption"
POLARIS URETERAL STENT 6FR/22CM,4120252,Ureteric stent
Prolene 4/0 W8340,4262269,Sterile polypropylene monofilament suture
PROLENE 4-0   W8761,4262269,Sterile polypropylene monofilament suture
Prolene 6/0 W8807,4262269,Sterile polypropylene monofilament suture
PTA XXL balloon catheter,4259287,Angioplasty balloon catheter
PYLORIC STENT 8CM UNCOVER,44783817,Bare metal stent
QPAD,4219052,Hemostat
RECONSTRUCTION PLATE(TIT),4098108,Bone plate
SCREW,45764176,"Orthopedic bone screw, non-bioabsorbable, non-sterile"
SORBACT COMPRESS 7*9cm,4156330,Surgical swab
S-PIN (187-05-79)   9/64',4300178,Bone pin
STEEL GUIDE WIRE   35-150-STR,4159813,Guide wire
STERI STRIP BLEND TONE SKIN CLOSURE(6X75mm)-B1551,45759807,Skin-closure adhesive strip
STRATA VALVE II(SMALL) 42856,45767331,Cerebrospinal fluid shunt valve programmer
SUPER SHEATH 9F이하 16CM이하(BSC),4160628,Catheter sheath
SUPER STITCH,4097825,Surgical suture
Surg Bra(우) Medium,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
SURGI BRA SMALL LT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
SURGI CLIP M-9.75,45758369,"Ligation clip, metallic"
TEFLON COATED G/W (T-J TIP)   0.32,4159813,Guide wire
THORACIC CATHTER (CHEST TUBE) 12FR,45759690,Thoracic drain
"THORACIC CATHTER (CHEST TUBE) 16FR, RT",45759690,Thoracic drain
Titanium Bone Screw all size,4239189,Bone screw
Trach Care(Tracheostomy)14Fr,45760232,Tracheal suction catheter
TRACHEOSTOMY TUBE 4.5,4121540,Tracheostomy tube cuff
UROSOFT URE. STENT SET(CYSTOSCOPE) 7F/26CM,4120252,Ureteric stent
VECTRA SCREW,45764280,"Spinal bone screw, non-bioabsorbable"
XIENCE PRIME EVEROLIMUS ELUTING CORONARY STENT SYS,45772824,Drug-eluting coronary artery stent
Yasagil A-Clip FE758,45761998,Aneurysm clip
Yasagil A-Clip FE819,45761998,Aneurysm clip
YOGIPS,4160285,Short leg splint
BATTERY 1.5VOLT,4277737,Electrical battery
CAPSUREFIX MRI PACEMAKER LEAD 5086MRI58,4236068,Cardiac pacemaker lead
CORTICAL SCREW   3.5/26MM,4239189,Bone screw
CORTICAL SCREW   3.5/28MM,4239189,Bone screw
DRAIN-FIX 685M,4271310,Tubular bandage
HEALODERM 5*5,4219809,Collagen dressing
LCP CLAVICLE SHAFT PLATE,45768083,Orthopedic fixation plate
NC BANDIT   3.5,45768093,Coronary angioplasty balloon catheter
OSTA-PEK CERVICAL CAGE(서림),45771985,Intervertebral-body internal spinal fixation system
V.A.C GRANUFOAM MEDIUM,4224204,Polyurethane foam dressing
메디폼실버 10X20,4246818,Silver dressing
스카클리닉 S20 4*20,45767862,Scar management dressing
압박용밴드 (MAXIS COTTON COMFORT)-허벅지형,2614875,"Surgical stockings thigh length, each"
A-CATH OMNI FLUSH,45771910,"Angiographic catheter, single-use"
ACCUFUSER PLUS P5015L,45758185,Patient-controlled analgesia infusion pump
ACUTRAK BONE SCREW,4239189,Bone screw
AESCULAP ENDO CLIP M/L PL579T(CHALLENGER TI-P) ,45758369,"Ligation clip, metallic"
ALLEVYN GENTLE BORDER-12.5CMX12.5CM (10CMX10CM),4296909,Polyurethane foam film dressing sterile with adhesive border 12.5cm x 12.5cm square
ARM BOARD WF-03(소),45764068,Armboard
ASAHI STRIDE,45762739,Intravascular microflow catheter
BIOMATRIX FLEX BIOLIMUS A9 ELUTING CORONARY STENT,45772824,Drug-eluting coronary artery stent
BIOPSY FORCEPS - FB-19C-1,45768037,Endotherapy biopsy forceps
BLACK NYLON 6/0 NK6101P,45758903,"Nylon suture, monofilament"
BLACL SLIK 4/0 SK428,45760330,"Silk suture, sterile"
Broncho Catheter TM 37Rt,45761254,Bronchial balloon catheter
C2 STEM,45768061,Femoral stem prosthesis
CAPTURA DISPOSABLE BIOPSY FORCEPS - 160,45768037,Endotherapy biopsy forceps
CEEA  31,45771219,Intraluminal circular stapler
Chromic 5/0 C517,45761207,"Catgut suture, chromic"
"COBAN WRAP 1""*4.5M",2721403,"Compression bandage, roll"
Collagen Implant(누점마개),45763309,Lacrimal punctum plug
COM.STOCKING THIGH OPEN M(30-40MMHG) 310,2614875,"Surgical stockings thigh length, each"
CORTICAL SCREW   4.5/40MM,4239189,Bone screw
CPK FIX BANDAGE 4CM*4M,2721403,"Compression bandage, roll"
CPK FIX BANDAGE 6CM*10M,2721403,"Compression bandage, roll"
DAFILON 6/0 DSMP 13(BLUE),45758903,"Nylon suture, monofilament"
DUET SUTURE ANCHOR WITH HI-FI,45759990,Surgical binding material anchor
EMBOLIZATION COIL TORNADO,45772838,Embolization coil
