row,diagname,concept_id,concept_name
12740,"Seropositive rheumatoid arthritis, unspecified-ankle and foot",4035611,Seropositive rheumatoid arthritis
12741,"Seropositive rheumatoid arthritis, unspecified-site unspecified",4035611,Seropositive rheumatoid arthritis
12742,Other rheumatoid arthritis,80809,Rheumatoid arthritis
12743,"Seronegative rheumatoid arthritis, multiple sites",4083556,Seronegative rheumatoid arthritis
12744,"Seronegative rheumatoid arthritis, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",4083556,Seronegative rheumatoid arthritis
12745,"Seronegative rheumatoid arthritis, upper arm(humerus, elbow joints)",4083556,Seronegative rheumatoid arthritis
12746,"Seronegative rheumatoid arthritis, forearm(radius, ulna, wrist joints)",4083556,Seronegative rheumatoid arthritis
12747,"Seronegative rheumatoid arthritis, hand(carpus, fingers, metacarpus, joints between these bones)",4083556,Seronegative rheumatoid arthritis
12748,"Seronegative rheumatoid arthritis, pelvic region and thigh",4083556,Seronegative rheumatoid arthritis
12749,"Seronegative rheumatoid arthritis, lower leg(fibula, tibia, knee joint)",4083556,Seronegative rheumatoid arthritis
12750,"Seronegative rheumatoid arthritis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4083556,Seronegative rheumatoid arthritis
12751,"Seronegative rheumatoid arthritis, other(head, neck, ribs, skull, trunk, vertebral column)",4083556,Seronegative rheumatoid arthritis
12752,"Seronegative rheumatoid arthritis, site unspecified",4083556,Seronegative rheumatoid arthritis
12753,"Adult-onset Still's disease, multiple sites",4344166,Adult onset Still's disease
12754,"Adult onset Still's disease resistant to steroid therapy, multiple sites",4344166,Adult onset Still's disease
12755,"Adult-onset Still's disease, site unspecified",4344166,Adult onset Still's disease
12756,"Rheumatoid bursitis, multiple sites",4114443,Rheumatoid bursitis
12757,"Rheumatoid bursitis, forearm(radius, ulna, wrist joints)",4114443,Rheumatoid bursitis
12758,"Rheumatoid bursitis, hand(carpus, fingers, metacarpus, joints between these bones)",4114443,Rheumatoid bursitis
12759,"Rheumatoid bursitis, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",4114443,Rheumatoid bursitis
12760,"Rheumatoid bursitis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4114443,Rheumatoid bursitis
12761,Rheumatoid bursitis,4114443,Rheumatoid bursitis
12762,"Rheumatoid nodule, multiple sites",4142899,Subcutaneous rheumatoid nodule
12763,"Rheumatoid nodule, lower leg(fibula, tibia, knee joint)",4142899,Subcutaneous rheumatoid nodule
12764,"Rheumatoid nodule, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4142899,Subcutaneous rheumatoid nodule
12765,"Rheumatoid nodule, site unspecified",4142899,Subcutaneous rheumatoid nodule
12766,"Inflammatory polyarthropathy, multiple sites",74125,Inflammatory polyarthropathy
12767,"Inflammatory polyarthropathy, forearm(radius, ulna, wrist joints)",74125,Inflammatory polyarthropathy
12768,"Inflammatory polyarthropathy, hand",74125,Inflammatory polyarthropathy
12769,"Inflammatory polyarthropathy, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",74125,Inflammatory polyarthropathy
12770,"Inflammatory polyarthropathy, lower leg(fibula, tibia, knee joint)",74125,Inflammatory polyarthropathy
12771,"Inflammatory polyarthropathy, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",74125,Inflammatory polyarthropathy
12772,"Inflammatory polyarthropathy, site unspecified",74125,Inflammatory polyarthropathy
12773,"Other specified rheumatoid arthritis, multiple sites",80809,Rheumatoid arthritis
12774,"Other specified rheumatoid arthritis, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",80809,Rheumatoid arthritis
12775,"Other specified rheumatoid arthritis, upper arm(humerus, elbow joints)",80809,Rheumatoid arthritis
12776,"Other specified rheumatoid arthritis, forearm(radius, ulna, wrist joints)",80809,Rheumatoid arthritis
12777,"Other specified rheumatoid arthritis, hand(carpus, fingers, metacarpus, joints between these bones)",80809,Rheumatoid arthritis
12778,"Other specified rheumatoid arthritis, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",80809,Rheumatoid arthritis
12779,"Other specified rheumatoid arthritis, lower leg(fibula, tibia, knee joint)",80809,Rheumatoid arthritis
12780,"Other specified rheumatoid arthritis, ankle and foot",80809,Rheumatoid arthritis
12781,"Other specified rheumatoid arthritis, site unspecified",80809,Rheumatoid arthritis
12782,"Rheumatoid arthritis, unspecified, multiple sites",80809,Rheumatoid arthritis
12783,"Rheumatoid arthritis, unspecified, shoulder region",80809,Rheumatoid arthritis
12784,"Rheumatoid arthritis, unspecified, upper arm",80809,Rheumatoid arthritis
12785,"Rheumatoid arthritis, unspecified, forearm(radius, ulna, wrist joints)",80809,Rheumatoid arthritis
12786,"Rheumatoid arthritis, unspecified, hand(carpus, fingers, metacarpus, joints between these bones)",80809,Rheumatoid arthritis
12787,"Rheumatoid arthritis, unspecified, lower leg(fibula, tibia, knee joint)",80809,Rheumatoid arthritis
12788,"Rheumatoid arthritis, unspecified, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",80809,Rheumatoid arthritis
12789,"Rheumatoid arthritis, unspecified, other(head, neck, ribs, skull, trunk, vertebral column)",80809,Rheumatoid arthritis
12790,"Rheumatoid arthritis, unspecified, site unspecified",80809,Rheumatoid arthritis
12791,Seronegative rheumatoid arthritis,4083556,Seronegative rheumatoid arthritis
12792,Adult-onset still`s disease,4344166,Adult onset Still's disease
12793,Adult-onset still`s disease-multiple sites,4344166,Adult onset Still's disease
12794,Adult-onset still`s disease-shoulder region,4344166,Adult onset Still's disease
12795,Adult-onset still`s disease-forearm,4344166,Adult onset Still's disease
12796,Adult-onset still`s disease-hand,4344166,Adult onset Still's disease
12797,Adult-onset still`s disease-lower leg,4344166,Adult onset Still's disease
12798,Adult-onset still`s disease-ankle and foot,4344166,Adult onset Still's disease
12799,Adult-onset still`s disease-other region,4344166,Adult onset Still's disease
12800,Adult-onset still`s disease-site unspecified,4344166,Adult onset Still's disease
12801,Rheumatoid bursitis-shoulder region,4114443,Rheumatoid bursitis
12802,Rheumatoid bursitis-hand,4114443,Rheumatoid bursitis
12803,Rheumatoid bursitis-pelvic region and thigh,4114443,Rheumatoid bursitis
12804,Rheumatoid bursitis-lower leg,4114443,Rheumatoid bursitis
12805,Rheumatoid bursitis-ankle and foot,4114443,Rheumatoid bursitis
12806,Rheumatoid bursitis-other region,4114443,Rheumatoid bursitis
12807,Rheumatoid nodule-multiple sites,4142899,Subcutaneous rheumatoid nodule
12808,Rheumatoid nodule-upper arm,4142899,Subcutaneous rheumatoid nodule
12809,Rheumatoid nodule-hand,4142899,Subcutaneous rheumatoid nodule
12810,Rheumatoid nodule-ankle and foot,4142899,Subcutaneous rheumatoid nodule
12811,Rheumatoid nodule-site unspecified,4142899,Subcutaneous rheumatoid nodule
12812,Inflammatory polyarthropathy,74125,Inflammatory polyarthropathy
12813,Inflammatory polyarthropathy-multiple sites,74125,Inflammatory polyarthropathy
12814,Inflammatory polyarthropathy-shoulder region,74125,Inflammatory polyarthropathy
12815,Inflammatory polyarthropathy-upper arm,74125,Inflammatory polyarthropathy
12816,Inflammatory polyarthropathy-forearm,74125,Inflammatory polyarthropathy
12817,Inflammatory polyarthropathy-hand,74125,Inflammatory polyarthropathy
12818,Inflammatory polyarthropathy-pelvic region and thigh,74125,Inflammatory polyarthropathy
12819,Inflammatory polyarthropathy-lower leg,74125,Inflammatory polyarthropathy
12820,Inflammatory polyarthropathy-ankle and foot,74125,Inflammatory polyarthropathy
12821,Inflammatory polyarthropathy-other region,74125,Inflammatory polyarthropathy
12822,Inflammatory polyarthropathy-site unspecified,74125,Inflammatory polyarthropathy
12823,Other specified rheumatoid arthritis,80809,Rheumatoid arthritis
12824,Other specified rheumatoid arthritis-multiple sites,80809,Rheumatoid arthritis
12825,Other specified rheumatoid arthritis-shoulder region,80809,Rheumatoid arthritis
12826,Other specified rheumatoid arthritis-upper arm,80809,Rheumatoid arthritis
12827,Other specified rheumatoid arthritis-forearm,80809,Rheumatoid arthritis
12828,Other specified rheumatoid arthritis-hand,80809,Rheumatoid arthritis
12829,Other specified rheumatoid arthritis-pelvic region and thigh,80809,Rheumatoid arthritis
12830,Other specified rheumatoid arthritis-lower leg,80809,Rheumatoid arthritis
12831,Other specified rheumatoid arthritis-ankle and foot,80809,Rheumatoid arthritis
12832,Other specified rheumatoid arthritis-other region,80809,Rheumatoid arthritis
12833,Other specified rheumatoid arthritis-site unspecified,80809,Rheumatoid arthritis
12834,"Rheumatoid arthritis, unspecified",80809,Rheumatoid arthritis
12835,"Rheumatoid arthritis, unspecified-multiple sites",80809,Rheumatoid arthritis
12836,"Rheumatoid arthritis, unspecified-shoulder region",80809,Rheumatoid arthritis
12837,"Rheumatoid arthritis, unspecified-upper arm",80809,Rheumatoid arthritis
12838,"Rheumatoid arthritis, unspecified-forearm",80809,Rheumatoid arthritis
12839,"Rheumatoid arthritis, unspecified-hand",80809,Rheumatoid arthritis
12840,"Rheumatoid arthritis, unspecified-lower leg",80809,Rheumatoid arthritis
12841,"Rheumatoid arthritis, unspecified-ankle and foot",80809,Rheumatoid arthritis
12842,"Rheumatoid arthritis, unspecified-other region",80809,Rheumatoid arthritis
12843,"Rheumatoid arthritis, unspecified-site unspecified",80809,Rheumatoid arthritis
12844,Psoriatic and enteropathic arthropathies,80494,Arthropathy associated with another disorder
12845,"Arthritis mutilans, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",4025831,Arthritis mutilans
12846,"Arthritis mutilans, forearm(radius, ulna, wrist joints)",4025831,Arthritis mutilans
12847,"Arthritis mutilans, Hand",4025831,Arthritis mutilans
12848,"Arthritis mutilans, lower leg(fibula, tibia, knee joint)",4025831,Arthritis mutilans
12849,"Arthritis mutilans, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4025831,Arthritis mutilans
12850,Arthritis mutilans,4025831,Arthritis mutilans
12851,"Psoriatic spondylitis, Other ",4064048,Psoriatic arthritis with spine involvement
12852,Psoriatic spondylitis,4064048,Psoriatic arthritis with spine involvement
12853,"Other psoriatic arthropathies, multiple sites",81931,Psoriasis with arthropathy
12854,"Other psoriatic arthropathies, hand(carpus, fingers, metacarpus, joints between these bones)",81931,Psoriasis with arthropathy
12855,"Other psoriatic arthropathies, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",81931,Psoriasis with arthropathy
12856,"Other psoriatic arthropathies, Other",81931,Psoriasis with arthropathy
12857,"Other psoriatic arthropathies, site unspecified",81931,Psoriasis with arthropathy
12858,"Arthropathy in Crohn's disease [regional enteritis], site unspecified",4116143,Arthropathy in Crohn's disease
12859,"Arthropathy in ulcerative colitis, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",4116142,Arthropathy in ulcerative colitis
12860,"Arthropathy in ulcerative colitis, site unspecified",4116142,Arthropathy in ulcerative colitis
12861,"Other enteropathic arthropathies, multiple sites",75035,Arthropathy associated with non-infective gastrointestinal disorder
12862,"Other enteropathic arthropathies, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",75035,Arthropathy associated with non-infective gastrointestinal disorder
12863,Psoriatic and enteropathic arthropathies,75035,Arthropathy associated with non-infective gastrointestinal disorder
12864,Distal interphalangeal psoriatic arthropathy-multiple sites,4083682,Psoriatic arthritis with distal interphalangeal joint involvement
12865,Distal interphalangeal psoriatic arthropathy-hand,4083682,Psoriatic arthritis with distal interphalangeal joint involvement
12866,Distal interphalangeal psoriatic arthropathy-ankle and foot,4083682,Psoriatic arthritis with distal interphalangeal joint involvement
12867,Arthritis mutilans-multiple sites,4025831,Arthritis mutilans
12868,Arthritis mutilans-shoulder region,4025831,Arthritis mutilans
12869,Arthritis mutilans-forearm,4025831,Arthritis mutilans
12870,Arthritis mutilans-hand,4025831,Arthritis mutilans
12871,Arthritis mutilans-pelvic region and thigh,4025831,Arthritis mutilans
12872,Arthritis mutilans-lower leg,4025831,Arthritis mutilans
12873,Arthritis mutilans-ankle and foot,4025831,Arthritis mutilans
12874,Arthritis mutilans-other region,4025831,Arthritis mutilans
12875,Arthritis mutilans-site unspecified,4025831,Arthritis mutilans
12876,Psoriatic spondylitis-multiple sites,4064048,Psoriatic arthritis with spine involvement
12877,Psoriatic spondylitis-other region,4064048,Psoriatic arthritis with spine involvement
12878,Other psoriatic arthropathies,81931,Psoriasis with arthropathy
12879,Other psoriatic arthropathies-multiple sites,81931,Psoriasis with arthropathy
12880,Other psoriatic arthropathies-shoulder region,81931,Psoriasis with arthropathy
12881,Other psoriatic arthropathies-hand,81931,Psoriasis with arthropathy
12882,Other psoriatic arthropathies-lower leg,81931,Psoriasis with arthropathy
12883,Other psoriatic arthropathies-ankle and foot,81931,Psoriasis with arthropathy
12884,Other psoriatic arthropathies-site unspecified,81931,Psoriasis with arthropathy
12885,Arthropathy in crohn`s disease [regional enteritis],4116143,Arthropathy in Crohn's disease
12886,Arthropathy in crohn`s disease [regional enteritis]-multiple sites,4116143,Arthropathy in Crohn's disease
12887,Arthropathy in ulcerative colitis,4116142,Arthropathy in ulcerative colitis
12888,Arthropathy in ulcerative colitis-multiple sites,4116142,Arthropathy in ulcerative colitis
12889,Arthropathy in ulcerative colitis-lower leg,4116142,Arthropathy in ulcerative colitis
12890,Arthropathy in ulcerative colitis-ankle and foot,4116142,Arthropathy in ulcerative colitis
12891,Other enteropathic arthropathies,75035,Arthropathy associated with non-infective gastrointestinal disorder
12892,Other enteropathic arthropathies-upper arm,75035,Arthropathy associated with non-infective gastrointestinal disorder
12893,Other enteropathic arthropathies-pelvic region and thigh,75035,Arthropathy associated with non-infective gastrointestinal disorder
12894,Juvenile arthritis,4079731,Juvenile chronic arthritis
12895,"Juvenile rheumatoid arthritis, multiple sites",4253901,Juvenile rheumatoid arthritis
12896,"Juventile rheumatoid arthritis with or without rheumatoid factor, multiple sites",4253901,Juvenile rheumatoid arthritis
12897,"Juvenile rheumatoid arthritis, hand(carpus, fingers, metacarpus, joints between these bones)",4253901,Juvenile rheumatoid arthritis
12898,"Juvenile rheumatoid arthritis with or without rheumatoid factor, hand",4253901,Juvenile rheumatoid arthritis
12899,"Juvenile rheumatoid arthritis, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",4253901,Juvenile rheumatoid arthritis
12900,"Juvenile rheumatoid arthritis, lower leg(fibula, tibia, knee joint)",4253901,Juvenile rheumatoid arthritis
12901,"Juventile rheumatoid arthritis with or without rheumatoid factor, lower leg(fibula, tibia, knee joint)",4253901,Juvenile rheumatoid arthritis
12902,"Juvenile rheumatoid arthritis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4253901,Juvenile rheumatoid arthritis
12903,"Juventile rheumatoid arthritis with or without rheumatoid factor, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4253901,Juvenile rheumatoid arthritis
12904,"Juvenile rheumatoid arthritis, other(head, neck, ribs, skull, trunk, vertebral column)",4253901,Juvenile rheumatoid arthritis
12905,"Juvenile rheumatoid arthritis, site unspecified",4253901,Juvenile rheumatoid arthritis
12906,"Juventile rheumatoid arthritis with or without rheumatoid factor, site unspecified",4253901,Juvenile rheumatoid arthritis
12907,"Juvenile ankylosing spondylitis, multiple sites",4083681,Juvenile ankylosing spondylitis
12908,"Juvenile ankylosing spondylitis, pelvic region and thigh",4083681,Juvenile ankylosing spondylitis
12909,"Juvenile ankylosing spondylitis, site unspecified",4083681,Juvenile ankylosing spondylitis
12910,"Juvenile arthritis with systemic onset, multiple sites",4116447,Systemic onset juvenile chronic arthritis
12911,"Still's disease, multiple sites",4116447,Systemic onset juvenile chronic arthritis
12912,"Juvenile arthritis with systemic onset, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4116447,Systemic onset juvenile chronic arthritis
12913,"Juvenile arthritis with systemic onset, site unspecified",4116447,Systemic onset juvenile chronic arthritis
12914,"Still's disease, site unspecified",4116447,Systemic onset juvenile chronic arthritis
12915,"Juvenile polyarthritis(seronegative), forearm(radius, ulna, wrist joints)",72714,Chronic polyarticular juvenile rheumatoid arthritis
12916,"Juvenile polyarthritis(seronegative), hand",72714,Chronic polyarticular juvenile rheumatoid arthritis
12917,"Chronic juvenile polyarthritis, hand                                                                             ",72714,Chronic polyarticular juvenile rheumatoid arthritis
12918,"Juvenile polyarthritis(seronegative), pelvic region and thigh",72714,Chronic polyarticular juvenile rheumatoid arthritis
12919,"Juvenile polyarthritis(seronegative), lower leg(fibula, tibia, knee joint)",72714,Chronic polyarticular juvenile rheumatoid arthritis
12920,"Chronic juvenile polyarthritis, lower leg                                                                          ",72714,Chronic polyarticular juvenile rheumatoid arthritis
12921,"Juvenile polyarthritis(seronegative), ankle and foot",72714,Chronic polyarticular juvenile rheumatoid arthritis
12922,"Chronic juvenile polyarthritis, ankle and foot                                                                        ",72714,Chronic polyarticular juvenile rheumatoid arthritis
12923,"Juvenile polyarthritis(seronegative), other",72714,Chronic polyarticular juvenile rheumatoid arthritis
12924,"Chronic juvenile polyarthritis, other                                                                             ",72714,Chronic polyarticular juvenile rheumatoid arthritis
12925,Juvenile polyarthritis(seronegative),72714,Chronic polyarticular juvenile rheumatoid arthritis
12926,"Chronic juvenile polyarthritis, site unspecified                                                                       ",72714,Chronic polyarticular juvenile rheumatoid arthritis
12927,Pauciaticular juvenile arthritis,72705,Pauciarticular juvenile rheumatoid arthritis
12928,"Other Juvenile arthritis, multiple sites",4253901,Juvenile rheumatoid arthritis
12929,"Other Juvenile arthritis, hand",4253901,Juvenile rheumatoid arthritis
12930,"Other Juvenile arthritis, pelvic region and thigh",4253901,Juvenile rheumatoid arthritis
12931,"Other Juvenile arthritis, lower leg(fibula, tibia, knee joint)",4253901,Juvenile rheumatoid arthritis
12932,"Other Juvenile arthritis, ankle and foot",4253901,Juvenile rheumatoid arthritis
12933,"Other Juvenile arthritis, other",4253901,Juvenile rheumatoid arthritis
12934,"Other Juvenile arthritis, site unspecified",4253901,Juvenile rheumatoid arthritis
12935,"Juvenile arthritis, unspecified, multiple sites",4253901,Juvenile rheumatoid arthritis
12936,"Juvenile arthritis, forearm",4253901,Juvenile rheumatoid arthritis
12937,"Juvenile arthritis, unspecified, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",4253901,Juvenile rheumatoid arthritis
12938,"Juvenile arthritis, lower leg",4253901,Juvenile rheumatoid arthritis
12939,"Juvenile arthritis, unspecified, other(head, neck, ribs, skull, trunk, vertebral column)",4253901,Juvenile rheumatoid arthritis
12940,"Juvenile arthritis, unspecified, site unspecified",4253901,Juvenile rheumatoid arthritis
12941,Juvenile rheumatoid arthritis,4253901,Juvenile rheumatoid arthritis
12942,Juvenile rheumatoid arthritis-multiple sites,4253901,Juvenile rheumatoid arthritis
12943,Juvenile rheumatoid arthritis-upper arm,4253901,Juvenile rheumatoid arthritis
12944,Juvenile rheumatoid arthritis-hand,4253901,Juvenile rheumatoid arthritis
12945,Juvenile rheumatoid arthritis-pelvic region and thigh,4253901,Juvenile rheumatoid arthritis
12946,Juvenile rheumatoid arthritis-lower leg,4253901,Juvenile rheumatoid arthritis
12947,Juvenile rheumatoid arthritis-ankle and foot,4253901,Juvenile rheumatoid arthritis
12948,Juvenile rheumatoid arthritis-other region,4253901,Juvenile rheumatoid arthritis
12949,Juvenile rheumatoid arthritis-site unspecified,4253901,Juvenile rheumatoid arthritis
12950,Juvenile ankylosing spondylitis,4083681,Juvenile ankylosing spondylitis
12951,Juvenile ankylosing spondylitis-multiple sites,4083681,Juvenile ankylosing spondylitis
12952,Juvenile ankylosing spondylitis-other region,4083681,Juvenile ankylosing spondylitis
12953,Juvenile arthritis with systemic onset-hand,4116447,Systemic onset juvenile chronic arthritis
12954,Juvenile arthritis with systemic onset-lower leg,4116447,Systemic onset juvenile chronic arthritis
12955,Juvenile arthritis with systemic onset-ankle and foot,4116447,Systemic onset juvenile chronic arthritis
12956,Juvenile arthritis with systemic onset-site unspecified,4116447,Systemic onset juvenile chronic arthritis
12957,Juvenile polyarthritis (seronegative),72714,Chronic polyarticular juvenile rheumatoid arthritis
12958,Juvenile polyarthritis (seronegative)-lower leg,72714,Chronic polyarticular juvenile rheumatoid arthritis
12959,Pauciaticular juvenile arthritis-ankle and foot,72705,Pauciarticular juvenile rheumatoid arthritis
12960,Pauciaticular juvenile arthritis-site unspecified,72705,Pauciarticular juvenile rheumatoid arthritis
12961,Other juvenile arthritis,4253901,Juvenile rheumatoid arthritis
12962,Other juvenile arthritis-multiple sites,4253901,Juvenile rheumatoid arthritis
12963,Other juvenile arthritis-shoulder region,4253901,Juvenile rheumatoid arthritis
12964,Other juvenile arthritis-forearm,4253901,Juvenile rheumatoid arthritis
12965,Other juvenile arthritis-ankle and foot,4253901,Juvenile rheumatoid arthritis
12966,Other juvenile arthritis-other region,4253901,Juvenile rheumatoid arthritis
12967,Other juvenile arthritis-site unspecified,4253901,Juvenile rheumatoid arthritis
12968,"Juvenile arthritis, unspecified",4253901,Juvenile rheumatoid arthritis
12969,"Juvenile arthritis, unspecified-multiple sites",4253901,Juvenile rheumatoid arthritis
12970,"Juvenile arthritis, unspecified-shoulder region",4253901,Juvenile rheumatoid arthritis
12971,"Juvenile arthritis, unspecified-forearm",4253901,Juvenile rheumatoid arthritis
12972,"Juvenile arthritis, unspecified-pelvic region and thigh",4253901,Juvenile rheumatoid arthritis
12973,"Juvenile arthritis, unspecified-lower leg",4253901,Juvenile rheumatoid arthritis
12974,"Juvenile arthritis, unspecified-other region",4253901,Juvenile rheumatoid arthritis
12975,"Juvenile arthritis, unspecified-site unspecified",4253901,Juvenile rheumatoid arthritis
12976,Juvenile arthritis in diseases classified elsewhere,4079731,Juvenile chronic arthritis
12977,Juvenile arthritis in psoriasis,4079734,Juvenile psoriatic arthritis with psoriasis
12978,"Juvenile arthritis in ulcerative colitis, shoulder region",4114447,Juvenile arthritis in ulcerative colitis
12979,"Juvenile arthritis in ulcerative colitis, forearm",4114447,Juvenile arthritis in ulcerative colitis
12980,"Juvenile arthritis in ulcerative colitis, pelvic region and thigh",4114447,Juvenile arthritis in ulcerative colitis
12981,"Juvenile arthritis in other diseases classified elsewhere, lower leg",4257971,Chronic arthritis of juvenile onset
12982,Juvenile arthritis in diseases classified elsewhere,4257971,Chronic arthritis of juvenile onset
12983,Juvenile arthritis in crohn`s disease [regional enteritis]-ankle and foot,4115377,Juvenile arthritis in Crohn's disease
12984,Juvenile arthritis in ulcerative colitis,4114447,Juvenile arthritis in ulcerative colitis
12985,Juvenile arthritis in other diseases classified elsewhere-multiple sites,4257971,Chronic arthritis of juvenile onset
12986,Juvenile arthritis in other diseases classified elsewhere-hand,4257971,Chronic arthritis of juvenile onset
12987,Juvenile arthritis in other diseases classified elsewhere-lower leg,4257971,Chronic arthritis of juvenile onset
12988,Juvenile arthritis in other diseases classified elsewhere-site unspecified,4257971,Chronic arthritis of juvenile onset
12989,Gout,440674,Gout
12990,"Idiopathic gout, multiple sites",4084229,Primary gout
12991,"Gouty bursitis, multiple site",4084229,Primary gout
12992,"Primary gout, multiple sites",4084229,Primary gout
12993,"Gouty arthritis, multiple site",4084229,Primary gout
12994,"Acute gouty arthritis, multiple sites",4084229,Primary gout
12995,"Chronic tophaceousgout, multiple sites",4084229,Primary gout
12996,"Idiopathic gout, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",4084229,Primary gout
12997,"Idiopathic gout, forearm(radius, ulna, wrist joints)",4084229,Primary gout
12998,"Acute gouty arthritis, forearm(radius, ulna, wrist joints)",4084229,Primary gout
12999,"Idiopathic gout, hand(carpus, fingers, metacarpus, joints between these bones)",4084229,Primary gout
13000,"Gouty bursitis, hand(carpus, fingers, metacarpus, joints between these bones)",4084229,Primary gout
13001,"Gouty arthritis, hand(carpus, fingers, metacarpus, joints between these bones)",4084229,Primary gout
13002,"Chronic tophaceous gout, hand",4084229,Primary gout
13003,"Idiopathic gout, pelvic region and thigh",4084229,Primary gout
13004,"Chronic tophaceous gout, pelvic region and thigh",4084229,Primary gout
13005,"Idiopathic gout, lower leg(fibula, tibia, knee joint)",4084229,Primary gout
13006,"Gouty bursitis, lower leg(fibula, tibia, knee joint)",4084229,Primary gout
13007,"Primary gout, lower leg(fibula, tibia, knee joint)",4084229,Primary gout
13008,"Gouty arthritis, lower leg(fibula, tibia, knee joint)",4084229,Primary gout
13009,"Acute gouty arthritis,  lower leg(fibula, tibia, knee joint)",4084229,Primary gout
13010,"Chronic tophaceous gout,  lower leg",4084229,Primary gout
13011,"Idiopathic gout, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4084229,Primary gout
13012,"Gouty bursitis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4084229,Primary gout
13013,"Primary gout, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4084229,Primary gout
13014,"Gouty arthritis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4084229,Primary gout
13015,"Acute gouty arthritis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4084229,Primary gout
13016,"Intercritical gout, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4084229,Primary gout
13017,"Chronic tophaceous gout, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",4084229,Primary gout
13018,"Chronic tophaceous gout, ankle and foot",4084229,Primary gout
13019,"Idiopathic gout, other(head, neck, ribs, skull, trunk, vertebral column)",4084229,Primary gout
13020,"Primary gout, other(head, neck, ribs, skull, trunk, vertebral column)",4084229,Primary gout
13021,"Gouty arthritis, other(head, neck, ribs, skull, trunk, vertebral column)",4084229,Primary gout
13022,"Acute gouty arthritis, other(head, neck, ribs, skull, trunk, vertebral column)",4084229,Primary gout
13023,"Interval gout, other",4084229,Primary gout
13024,"Chronic tophaceous gout, other(head, neck, ribs, skull, trunk, vertebral column)",4084229,Primary gout
13025,"Idiopathic gout, site unspecified",4084229,Primary gout
13026,"Gouty bursitis, site unspecified",4084229,Primary gout
13027,"Primary gout, site unspecified",4084229,Primary gout
13028,"Gouty arthritis, site unspecified",4084229,Primary gout
13029,"Acute gouty arthritis, site unspecified",4084229,Primary gout
13030,"Intercritical gout, site unspecified",4084229,Primary gout
13031,"Chronic tophaceous gout, site unspecified",4084229,Primary gout
13032,"Lead-induced gout, site unspecified",4035438,Gout secondary to lead
13033,Gout due to impairment of renal function,192276,Chronic gouty nephropathy
13034,"Other secondary gout, multiple sites",440071,Gout associated problem
13035,"Other secondary gout, hand",440071,Gout associated problem
13036,"Other secondary gout, lower leg(fibula, tibia, knee joint)",440071,Gout associated problem
13037,"Other secondary gout, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",440071,Gout associated problem
13038,"Other secondary gout, other",440071,Gout associated problem
13039,"Other secondary gout, site unspecified",440071,Gout associated problem
13040,"Gout, unspecified, multiple sites",440674,Gout
13041,"Gout, unspecified, shoulder region",440674,Gout
13042,"Gout, unspecified, upper arm(humerus, elbow joints)",440674,Gout
13043,"Gout, unspecified, forearm(radius, ulna, wrist joints)",440674,Gout
13044,"Gout, unspecified, hand(carpus, fingers, metacarpus, joints between these bones)",440674,Gout
13045,"Gout, unspecified, lower leg(fibula, tibia, knee joint)",440674,Gout
13046,"Gout, unspecified, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",440674,Gout
13047,"Gout, unspecified, other(head, neck, ribs, skull, trunk, vertebral column)",440674,Gout
13048,"Gout, unspecified, site unspecified",440674,Gout
